HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HD080,HD100,HD110,HD120,HD140,HD150,HD160,HD170,HD180,HD190,HD200,HD210,HD220,HD240,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,DB040,NR_ITW
2013,RO,9823,2,2013,20,4584,4563,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,0,NA,NA,3,NA,1,2,1,1,1,2,1,1,2,448.5,1,NA,2,2,2,2,1,1,2,2,1,NA,82.97,112.13,NA,3,3,3,1,2,1,1,2,2,NA,3,1,3,1,1,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,9832,2,2013,30,5754,4332,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,19,0,NA,1403,NA,2,2,NA,2,2,2,1,1,2,1,2,1,291.53,1,NA,2,1,2,1,4,1,1,1,2,NA,89.7,269.1,NA,1,1,2,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,9842,2,2013,20,541,520,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,20,NA,NA,3,NA,1,1,2,1,1,1,1,1,3,644.72,1,NA,2,1,2,1,1,1,2,2,1,NA,313.95,123.34,NA,1,1,1,1,1,NA,1,2,1,NA,1,2,1,NA,1,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,9857,2,2013,30,4031,3921,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,4,0,NA,106,NA,3,2,NA,2,2,2,1,1,1,1,2,1,291.53,1,NA,2,1,2,1,3,3,2,1,2,NA,190.61,269.1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,9861,2,2013,15,5538,5264,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,274,0,NA,0,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,644.72,2,NA,2,2,2,1,4,1,4,2,1,NA,224.25,100.91,NA,1,1,2,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,9898,2,2013,10,5602,2859,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2743,0,NA,0,NA,NA,1,NA,2,1,1,1,1,1,1,1,2,560.63,1,NA,2,1,2,2,4,1,2,2,1,NA,313.95,123.34,NA,1,1,3,1,1,1,1,1,1,NA,NA,1,1,3,NA,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,9904,2,2013,30,2817,2457,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,359,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,3,4,493.35,3,NA,2,2,2,2,4,5,3,2,1,NA,269.1,78.49,NA,1,1,3,1,1,1,1,NA,1,NA,1,1,1,1,1,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,9914,2,2013,25,7920,7481,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,20,0,NA,419,NA,NA,2,NA,2,2,2,1,1,1,1,2,2,291.53,1,NA,2,1,2,1,4,3,1,2,1,NA,89.7,78.49,NA,1,1,2,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,9923,2,2013,15,2460,2284,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,15,0,0,NA,0,NA,0,77,0,NA,99,NA,NA,3,NA,1,1,1,1,1,1,1,2,3,644.72,2,NA,2,2,1,2,4,1,3,2,1,NA,313.95,123.34,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,2,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,9935,2,2013,10,6085,6082,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,266,0,0,NA,0,NA,0,3,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,2,4,644.72,1,NA,2,2,1,2,4,1,3,2,1,NA,224.25,123.34,NA,1,1,2,1,1,NA,1,1,NA,NA,1,1,1,3,2,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10005,2,2013,12,4404,4381,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,6,0,NA,17,NA,NA,3,NA,2,1,1,1,1,3,2,3,3,252.28,2,NA,2,2,2,2,1,1,3,2,1,NA,78.49,22.43,NA,3,1,3,NA,NA,2,2,NA,NA,NA,2,2,NA,3,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10009,2,2013,30,6664,5751,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,913,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,2,644.72,3,NA,2,2,2,1,4,3,4,2,1,NA,313.95,123.34,NA,1,1,1,1,1,NA,1,1,1,NA,1,NA,1,3,1,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10014,2,2013,15,6931,6785,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,4,0,NA,143,NA,2,2,NA,2,1,2,1,1,2,1,2,1,291.53,2,NA,2,1,1,2,4,1,1,1,2,NA,190.61,78.49,NA,1,1,2,2,NA,NA,1,1,1,NA,NA,1,NA,NA,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10039,2,2013,25,4864,4502,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,362,0,NA,0,NA,NA,2,NA,2,2,2,1,1,1,1,2,1,291.53,1,NA,2,2,1,2,4,3,1,1,2,358.8,89.7,78.49,NA,1,1,2,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10124,2,2013,25,5384,4250,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1134,0,NA,0,NA,NA,3,NA,2,1,1,1,1,1,1,2,4,493.35,2,NA,2,1,2,2,4,1,2,1,1,NA,313.95,280.31,NA,1,1,2,NA,1,1,1,2,1,NA,NA,1,1,NA,2,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10129,2,2013,5,3311,3268,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,43,0,NA,0,NA,3,2,NA,2,2,2,1,1,2,1,1,2,308.34,1,NA,2,1,2,2,4,3,1,1,2,358.8,190.61,269.1,NA,1,1,2,2,2,NA,NA,1,NA,NA,1,NA,1,NA,2,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10148,2,2013,20,3431,3410,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,11,0,NA,10,NA,NA,3,NA,2,2,2,1,1,2,1,2,1,291.53,2,NA,2,2,1,2,4,1,1,2,2,NA,190.61,269.1,NA,1,1,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10168,2,2013,30,9295,6907,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5094,NA,0,NA,0,89,0,NA,2299,NA,3,2,NA,2,2,2,1,1,2,1,2,2,532.59,2,NA,2,2,2,2,4,1,1,2,1,NA,358.8,459.71,NA,1,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10180,2,2013,30,5293,4586,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,196,0,NA,512,NA,2,2,NA,2,1,2,1,1,1,1,1,1,532.59,1,NA,2,1,2,2,3,3,1,2,2,358.8,358.8,459.71,NA,1,1,2,2,2,NA,1,1,NA,NA,NA,1,NA,2,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,10221,2,2013,15,5839,4962,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,12,0,NA,866,NA,NA,3,3,2,2,2,1,1,1,2,1,1,84.09,1,NA,2,1,1,2,1,1,2,1,1,NA,89.7,168.19,NA,1,1,3,1,1,NA,1,NA,2,2,2,2,2,1,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10230,2,2013,20,4659,4375,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,284,NA,3,3,NA,2,1,1,1,1,1,1,1,4,532.59,2,NA,2,1,2,2,4,3,4,2,1,NA,224.25,100.91,NA,3,1,1,1,1,1,1,NA,1,NA,NA,1,2,NA,1,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10235,2,2013,15,6070,5954,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,490,0,0,NA,0,NA,0,115,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,1,5,560.63,2,NA,2,1,2,2,4,1,3,2,1,NA,313.95,448.5,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10240,2,2013,15,3889,3572,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,8,0,NA,308,NA,NA,2,NA,1,1,1,1,1,1,2,3,2,644.72,2,NA,2,2,2,2,4,1,3,2,1,NA,67.28,51.58,NA,1,1,2,2,1,1,1,1,1,NA,3,1,1,2,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10272,2,2013,16,6112,6092,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,20,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,420.47,3,NA,2,2,2,2,4,1,3,2,1,NA,134.55,100.91,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10273,2,2013,20,5352,5330,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,21,NA,2,3,NA,2,2,2,1,1,2,1,2,2,291.53,1,NA,2,1,2,1,4,1,1,2,2,NA,89.7,269.1,NA,1,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10281,2,2013,23,5473,5220,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,73,0,0,NA,0,NA,0,7,0,NA,246,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,644.72,3,NA,2,1,2,2,4,1,2,2,1,NA,313.95,100.91,NA,1,1,1,1,NA,1,NA,1,1,NA,1,1,1,3,1,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10288,2,2013,25,1857,1502,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,90,0,0,NA,0,NA,0,20,0,NA,335,NA,NA,3,NA,1,1,1,1,1,1,1,3,4,560.63,3,NA,2,1,1,2,4,1,2,2,1,224.25,269.1,100.91,NA,1,1,1,1,1,NA,1,1,1,NA,1,1,NA,1,1,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10310,2,2013,15,5748,4760,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,125,0,NA,863,NA,3,2,NA,2,2,2,1,1,2,1,2,2,308.34,1,NA,1,2,1,2,4,3,2,2,2,NA,89.7,78.49,NA,1,1,2,2,2,NA,NA,NA,1,NA,NA,1,1,2,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10340,2,2013,40,2605,2558,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,46,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,644.72,2,NA,2,1,2,2,4,3,2,2,1,NA,224.25,123.34,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10343,2,2013,20,7176,6078,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,23,0,NA,1075,NA,NA,3,NA,2,1,1,1,1,3,2,3,3,151.37,2,NA,2,2,2,2,1,1,3,2,1,NA,78.49,22.43,NA,1,1,3,NA,2,2,2,2,2,NA,NA,NA,2,3,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,10344,2,2013,20,5151,3944,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,109,0,NA,1098,NA,NA,3,NA,2,1,2,1,1,3,2,3,3,151.37,2,NA,2,2,2,2,1,1,3,2,1,NA,78.49,22.43,NA,1,3,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,10381,2,2013,15,6539,3692,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2846,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,493.35,3,NA,2,1,1,2,4,1,2,2,1,NA,134.55,392.44,NA,3,1,1,1,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,10411,2,2013,30,7142,7120,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,22,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,3,5,644.72,2,NA,2,2,2,2,2,1,4,1,1,NA,313.95,123.34,NA,1,1,3,1,NA,1,1,1,NA,NA,3,1,1,1,NA,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10426,2,2013,17,2693,2665,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1,0,NA,27,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,151.37,3,NA,1,1,1,2,4,1,4,2,1,123.34,269.1,123.34,NA,1,1,1,1,1,NA,1,NA,1,NA,1,1,1,NA,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10461,2,2013,18,4486,4237,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,18,0,NA,230,NA,3,2,NA,2,2,2,1,1,1,1,2,1,532.59,2,NA,2,2,2,1,4,3,2,1,2,358.8,89.7,459.71,NA,1,1,3,NA,2,NA,NA,1,1,NA,NA,1,1,2,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10484,2,2013,22,2537,2354,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,8,0,NA,175,NA,NA,3,NA,2,1,2,1,1,3,1,3,3,151.37,2,NA,2,2,2,2,1,1,3,2,1,NA,67.28,22.43,NA,3,1,3,2,2,2,2,2,NA,NA,2,NA,NA,3,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10487,2,2013,20,3890,3734,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,155,NA,NA,3,3,2,2,2,1,1,1,2,2,3,476.53,1,NA,1,2,2,1,4,3,3,2,2,NA,100.91,112.13,NA,1,1,2,2,1,1,1,3,1,NA,2,1,2,3,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10508,2,2013,10,2361,2278,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,83,0,NA,0,NA,NA,2,NA,1,1,2,1,1,1,1,1,3,728.81,1,NA,2,2,2,2,1,1,3,2,2,NA,22.43,56.06,NA,1,1,3,2,3,1,2,2,1,NA,1,1,2,1,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,10521,2,2013,10,6346,6157,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,15,0,NA,175,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,493.35,1,NA,2,2,2,2,4,1,3,2,1,NA,56.06,123.34,10.76,1,1,3,1,NA,1,1,NA,1,NA,1,1,1,NA,1,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10529,2,2013,60,8243,8240,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,3,NA,NA,3,NA,2,1,2,1,1,3,1,3,3,252.28,2,NA,2,2,2,2,1,1,2,2,1,NA,78.49,44.85,NA,3,1,2,2,2,2,2,2,NA,NA,NA,2,NA,3,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10581,2,2013,60,6873,6499,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,374,0,NA,0,NA,NA,3,NA,2,1,1,1,1,1,3,2,2,532.59,2,NA,2,2,2,2,4,1,4,2,2,NA,156.98,56.06,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10623,2,2013,30,4085,4058,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2,0,NA,24,NA,3,3,NA,1,1,1,1,1,1,1,3,5,644.72,2,NA,2,1,2,1,1,3,4,2,1,NA,134.55,123.34,10.76,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,NA,1,1,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10641,2,2013,38,4081,3820,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,261,0,NA,0,NA,3,3,NA,1,1,2,1,1,1,1,2,2,151.37,2,NA,2,2,2,2,4,5,3,2,1,NA,313.95,24.67,NA,1,1,1,1,1,1,1,1,1,NA,1,2,NA,1,1,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10675,2,2013,20,3321,1654,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,1667,0,NA,0,NA,NA,3,NA,2,1,2,1,1,3,2,3,3,151.37,2,NA,2,2,2,2,1,1,3,2,1,NA,67.28,22.43,NA,1,1,2,NA,2,2,2,2,NA,NA,2,2,NA,3,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10730,2,2013,10,912,598,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,314,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,3,3,644.72,1,NA,2,1,1,1,4,1,4,2,1,123.34,313.95,123.34,NA,1,1,3,1,1,1,1,1,NA,NA,1,1,1,1,2,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10741,2,2013,13,2483,2337,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,146,0,NA,0,NA,NA,3,NA,2,1,2,1,1,2,1,2,1,728.81,1,NA,2,2,2,2,1,5,3,2,2,NA,44.85,121.1,NA,3,1,2,2,1,1,2,2,1,NA,3,1,1,2,1,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10755,2,2013,12,4663,4636,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,27,0,NA,0,NA,NA,3,NA,2,2,2,1,1,1,1,2,1,532.59,2,NA,2,1,2,1,4,3,2,1,2,358.8,190.61,459.71,NA,1,1,3,NA,2,1,1,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10757,2,2013,15,5174,4544,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,28,0,NA,602,NA,3,3,NA,2,2,2,1,1,1,1,2,1,308.34,1,NA,2,1,1,1,4,1,1,1,2,190.61,358.8,78.49,NA,1,1,3,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10784,2,2013,10,4745,4671,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,75,0,NA,0,NA,NA,3,NA,2,1,2,1,1,1,1,2,2,644.72,1,NA,2,1,1,2,4,3,2,2,1,NA,134.55,24.67,NA,1,1,3,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10794,2,2013,30,4006,3984,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,6,0,NA,16,NA,3,2,NA,2,2,1,1,1,1,1,2,1,291.53,2,NA,2,1,2,1,4,1,2,1,2,190.61,89.7,269.1,NA,1,1,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10807,2,2013,35,4118,3801,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,317,NA,NA,3,NA,1,1,2,1,1,1,1,1,5,644.72,3,NA,2,2,1,2,1,3,4,2,1,NA,134.55,100.91,NA,1,1,2,1,1,NA,NA,1,NA,NA,1,1,NA,3,1,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-5
2013,RO,10838,2,2013,20,4352,4000,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,12,0,NA,341,NA,NA,3,NA,2,1,2,1,1,2,1,2,4,728.81,2,NA,2,2,2,2,3,1,3,2,1,NA,82.97,78.49,NA,1,3,3,1,1,1,1,1,1,NA,2,2,1,3,2,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10848,2,2013,18,6562,6485,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,77,0,NA,0,NA,NA,3,NA,2,2,1,1,1,2,1,2,2,291.53,1,NA,2,1,1,2,3,1,2,2,2,190.61,89.7,78.49,NA,1,1,2,2,2,1,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,10855,2,2013,30,3175,2722,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,453,0,NA,0,NA,3,3,NA,2,1,1,1,1,1,1,1,4,644.72,2,NA,2,1,1,2,1,1,2,2,1,NA,313.95,179.4,NA,1,3,2,NA,NA,1,NA,1,1,NA,1,1,2,1,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-1
2013,RO,10868,2,2013,25,5666,5641,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,25,0,NA,0,NA,NA,3,NA,1,1,1,1,1,1,1,1,2,560.63,1,NA,2,1,1,1,1,3,3,2,1,NA,224.25,123.34,NA,1,3,3,1,1,1,1,NA,1,NA,1,1,1,NA,NA,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10916,2,2013,15,3326,599,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2728,0,NA,0,NA,3,3,NA,1,1,2,1,1,1,1,1,4,493.35,2,NA,2,1,2,2,4,1,2,2,1,NA,224.25,448.5,NA,1,1,1,1,1,1,1,2,1,NA,NA,1,3,3,2,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-3
2013,RO,10929,2,2013,15,4617,4594,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,22,0,NA,0,NA,3,2,NA,2,1,2,1,1,1,1,2,1,532.59,2,NA,2,1,2,1,4,3,1,2,2,190.61,190.61,78.49,NA,1,1,3,2,NA,1,NA,1,1,NA,NA,1,1,2,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10948,2,2013,30,7015,4827,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,2188,0,NA,0,NA,NA,2,NA,2,1,2,1,1,2,1,1,1,291.53,2,NA,1,1,2,1,3,3,1,2,1,358.8,190.61,78.49,NA,1,1,3,NA,2,NA,NA,1,1,NA,1,1,1,NA,2,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,10995,2,2013,20,4260,2567,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,150,0,NA,1543,NA,NA,2,NA,2,2,2,1,1,2,1,2,2,308.34,2,NA,2,1,2,2,4,3,1,1,2,190.61,358.8,78.49,NA,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,NA,2,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,11052,2,2013,25,2890,2757,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,133,NA,3,2,NA,2,2,2,1,1,2,1,2,2,308.34,1,NA,2,1,1,2,4,3,1,2,2,NA,190.61,78.49,NA,1,1,3,NA,2,1,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-2
2013,RO,11071,2,2013,20,3672,3052,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,619,0,NA,0,NA,3,3,NA,2,1,2,1,1,1,1,2,3,493.35,2,NA,2,1,2,2,2,3,4,2,1,NA,313.95,56.06,NA,1,1,2,1,1,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
2013,RO,11072,2,2013,25,4749,4272,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,37,0,NA,440,NA,NA,3,NA,2,1,1,1,1,3,1,3,3,151.37,2,NA,2,2,2,2,1,1,2,2,1,NA,78.49,22.43,NA,1,3,2,2,2,NA,NA,NA,NA,NA,2,NA,2,3,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,RO11,RO11-4
