"","hid","pid","NR_ITW","NR_INTVWR","NR_BLS_SSN","NR_BLS_SSN_SQ","TX_BLS_PTH","FL_BLS_ITM_MDF","TM_BLS_ITM_STRT","TM_BLS_ITM_STRT_chr","MS_BLS_ITM_TM"
"2640",340,34001,40,"NR_INTVWR_40","SSN_340",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 09:15:20,"16FÉVR.2026:09:15:20",31
"2641",340,34001,40,"NR_INTVWR_40","SSN_340",4,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 09:15:51,"16FÉVR.2026:09:15:51",87
"2642",340,34001,40,"NR_INTVWR_40","SSN_340",5,"F_INCOME.HY010",0,2026-02-16 09:17:18,"16FÉVR.2026:09:17:18",53
"2643",340,34001,40,"NR_INTVWR_40","SSN_340",6,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-16 09:18:11,"16FÉVR.2026:09:18:11",73
"2644",340,34001,40,"NR_INTVWR_40","SSN_340",7,"F_MODULES.CONSENT",0,2026-02-16 09:19:24,"16FÉVR.2026:09:19:24",41
"2645",340,34001,40,"NR_INTVWR_40","SSN_340",8,"F_MODULES.CONSENT",0,2026-02-16 09:20:05,"16FÉVR.2026:09:20:05",35
"2646",341,34101,41,"NR_INTVWR_41","SSN_341",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-20 08:25:55,"20FÉVR.2026:08:25:55",12
"2647",341,34101,41,"NR_INTVWR_41","SSN_341",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 08:26:07,"20FÉVR.2026:08:26:07",108
"2648",341,34101,41,"NR_INTVWR_41","SSN_341",3,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-20 08:27:55,"20FÉVR.2026:08:27:55",119
"2649",341,34101,41,"NR_INTVWR_41","SSN_341",4,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 08:29:54,"20FÉVR.2026:08:29:54",48
"2650",341,34101,41,"NR_INTVWR_41","SSN_341",5,"F_INCOME.HY020",0,2026-02-20 08:30:42,"20FÉVR.2026:08:30:42",41
"2651",341,34101,41,"NR_INTVWR_41","SSN_341",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-20 08:31:23,"20FÉVR.2026:08:31:23",56
"2652",341,34101,41,"NR_INTVWR_41","SSN_341",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 08:32:19,"20FÉVR.2026:08:32:19",107
"2653",341,34101,41,"NR_INTVWR_41","SSN_341",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-20 08:34:06,"20FÉVR.2026:08:34:06",95
"2654",341,34101,41,"NR_INTVWR_41","SSN_341",9,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-20 08:35:41,"20FÉVR.2026:08:35:41",43
"2655",341,34101,41,"NR_INTVWR_41","SSN_341",10,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-20 08:36:24,"20FÉVR.2026:08:36:24",85
"2656",341,34101,41,"NR_INTVWR_41","SSN_341",11,"F_MODULES.CONSENT",0,2026-02-20 08:37:49,"20FÉVR.2026:08:37:49",72
"2657",341,34101,41,"NR_INTVWR_41","SSN_341",12,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-20 08:39:01,"20FÉVR.2026:08:39:01",75
"2658",342,34201,42,"NR_INTVWR_42","SSN_342",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-16 11:52:22,"16FÉVR.2026:11:52:22",94
"2659",342,34201,42,"NR_INTVWR_42","SSN_342",2,"F_ADMINISTRATION.TX_END",0,2026-02-16 11:53:56,"16FÉVR.2026:11:53:56",67
"2660",342,34201,42,"NR_INTVWR_42","SSN_342",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 11:55:03,"16FÉVR.2026:11:55:03",100
"2661",342,34201,42,"NR_INTVWR_42","SSN_342",4,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 11:56:43,"16FÉVR.2026:11:56:43",62
"2662",342,34201,42,"NR_INTVWR_42","SSN_342",5,"F_INCOME.HY020",0,2026-02-16 11:57:45,"16FÉVR.2026:11:57:45",25
"2663",342,34201,42,"NR_INTVWR_42","SSN_342",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 11:58:10,"16FÉVR.2026:11:58:10",97
"2664",342,34201,42,"NR_INTVWR_42","SSN_342",7,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 11:59:47,"16FÉVR.2026:11:59:47",98
"2665",342,34201,42,"NR_INTVWR_42","SSN_342",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 12:01:25,"16FÉVR.2026:12:01:25",51
"2666",342,34201,42,"NR_INTVWR_42","SSN_342",9,"F_INCOME.HY020",0,2026-02-16 12:02:16,"16FÉVR.2026:12:02:16",108
"2667",342,34201,42,"NR_INTVWR_42","SSN_342",10,"F_MODULES.CONSENT",0,2026-02-16 12:04:04,"16FÉVR.2026:12:04:04",74
"2668",342,34201,42,"NR_INTVWR_42","SSN_342",11,"F_ADMINISTRATION.TX_END",0,2026-02-16 12:05:18,"16FÉVR.2026:12:05:18",24
"2669",342,34201,42,"NR_INTVWR_42","SSN_342",12,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 12:05:42,"16FÉVR.2026:12:05:42",120
"2670",343,34301,43,"NR_INTVWR_43","SSN_343",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-18 17:07:12,"18FÉVR.2026:17:07:12",36
"2671",343,34301,43,"NR_INTVWR_43","SSN_343",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-18 17:07:48,"18FÉVR.2026:17:07:48",115
"2672",343,34301,43,"NR_INTVWR_43","SSN_343",3,"F_MODULES.CONSENT",0,2026-02-18 17:09:43,"18FÉVR.2026:17:09:43",44
"2673",343,34301,43,"NR_INTVWR_43","SSN_343",4,"F_INCOME.HY020",0,2026-02-18 17:10:27,"18FÉVR.2026:17:10:27",31
"2674",343,34301,43,"NR_INTVWR_43","SSN_343",5,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-18 17:10:58,"18FÉVR.2026:17:10:58",70
"2675",343,34301,43,"NR_INTVWR_43","SSN_343",6,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-18 17:12:08,"18FÉVR.2026:17:12:08",16
"2676",343,34301,43,"NR_INTVWR_43","SSN_343",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-18 17:12:24,"18FÉVR.2026:17:12:24",7
"2677",343,34301,43,"NR_INTVWR_43","SSN_343",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-18 17:12:31,"18FÉVR.2026:17:12:31",101
"2678",343,34301,43,"NR_INTVWR_43","SSN_343",9,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-18 17:14:12,"18FÉVR.2026:17:14:12",46
"2679",343,34301,43,"NR_INTVWR_43","SSN_343",10,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-18 17:14:58,"18FÉVR.2026:17:14:58",113
"2680",343,34301,43,"NR_INTVWR_43","SSN_343",11,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-18 17:16:51,"18FÉVR.2026:17:16:51",90
"2681",344,34401,44,"NR_INTVWR_44","SSN_344",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-19 11:23:34,"19FÉVR.2026:11:23:34",67
"2682",344,34401,44,"NR_INTVWR_44","SSN_344",2,"F_INCOME.HY020",0,2026-02-19 11:24:41,"19FÉVR.2026:11:24:41",45
"2683",344,34401,44,"NR_INTVWR_44","SSN_344",3,"F_INCOME.HY010",0,2026-02-19 11:25:26,"19FÉVR.2026:11:25:26",31
"2684",344,34401,44,"NR_INTVWR_44","SSN_344",4,"F_ADMINISTRATION.TX_END",0,2026-02-19 11:25:57,"19FÉVR.2026:11:25:57",107
"2685",344,34401,44,"NR_INTVWR_44","SSN_344",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-19 11:27:44,"19FÉVR.2026:11:27:44",72
"2686",344,34401,44,"NR_INTVWR_44","SSN_344",6,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 11:28:56,"19FÉVR.2026:11:28:56",34
"2687",344,34401,44,"NR_INTVWR_44","SSN_344",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-19 11:29:30,"19FÉVR.2026:11:29:30",40
"2688",344,34401,44,"NR_INTVWR_44","SSN_344",8,"F_INCOME.HY020",0,2026-02-19 11:30:10,"19FÉVR.2026:11:30:10",29
"2689",344,34401,44,"NR_INTVWR_44","SSN_344",9,"F_INCOME.HY010",0,2026-02-19 11:30:39,"19FÉVR.2026:11:30:39",30
"2690",345,34501,45,"NR_INTVWR_45","SSN_345",1,"F_INCOME.HY020",0,2026-02-14 09:54:56,"14FÉVR.2026:09:54:56",113
"2691",345,34501,45,"NR_INTVWR_45","SSN_345",2,"F_MODULES.CONSENT",0,2026-02-14 09:56:49,"14FÉVR.2026:09:56:49",17
"2692",345,34501,45,"NR_INTVWR_45","SSN_345",3,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-14 09:57:06,"14FÉVR.2026:09:57:06",82
"2693",345,34501,45,"NR_INTVWR_45","SSN_345",4,"F_MODULES.CONSENT",0,2026-02-14 09:58:28,"14FÉVR.2026:09:58:28",39
"2694",345,34501,45,"NR_INTVWR_45","SSN_345",5,"F_INCOME.HY010",0,2026-02-14 09:59:07,"14FÉVR.2026:09:59:07",13
"2695",345,34501,45,"NR_INTVWR_45","SSN_345",6,"F_INCOME.HY020",0,2026-02-14 09:59:20,"14FÉVR.2026:09:59:20",113
"2696",345,34501,45,"NR_INTVWR_45","SSN_345",7,"F_INCOME.HY010",0,2026-02-14 10:01:13,"14FÉVR.2026:10:01:13",17
"2697",345,34501,45,"NR_INTVWR_45","SSN_345",8,"F_INCOME.HY020",0,2026-02-14 10:01:30,"14FÉVR.2026:10:01:30",40
"2698",346,34601,46,"NR_INTVWR_46","SSN_346",1,"F_MODULES.CONSENT",0,2026-02-13 10:38:35,"13FÉVR.2026:10:38:35",86
"2699",346,34601,46,"NR_INTVWR_46","SSN_346",2,"F_INCOME.HY010",0,2026-02-13 10:40:01,"13FÉVR.2026:10:40:01",58
"2700",346,34601,46,"NR_INTVWR_46","SSN_346",3,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-13 10:40:59,"13FÉVR.2026:10:40:59",62
"2701",346,34601,46,"NR_INTVWR_46","SSN_346",4,"F_MODULES.CONSENT",0,2026-02-13 10:42:01,"13FÉVR.2026:10:42:01",5
"2702",346,34601,46,"NR_INTVWR_46","SSN_346",5,"F_ADMINISTRATION.TX_END",0,2026-02-13 10:42:06,"13FÉVR.2026:10:42:06",70
"2703",347,34701,47,"NR_INTVWR_47","SSN_347",1,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 09:25:36,"17FÉVR.2026:09:25:36",84
"2704",347,34701,47,"NR_INTVWR_47","SSN_347",2,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 09:27:00,"17FÉVR.2026:09:27:00",43
"2705",347,34701,47,"NR_INTVWR_47","SSN_347",3,"F_MODULES.CONSENT",0,2026-02-17 09:27:43,"17FÉVR.2026:09:27:43",14
"2706",347,34701,47,"NR_INTVWR_47","SSN_347",4,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 09:27:57,"17FÉVR.2026:09:27:57",50
"2707",347,34701,47,"NR_INTVWR_47","SSN_347",5,"F_INCOME.HY020",0,2026-02-17 09:28:47,"17FÉVR.2026:09:28:47",21
"2708",347,34701,47,"NR_INTVWR_47","SSN_347",6,"F_INCOME.HY010",0,2026-02-17 09:29:08,"17FÉVR.2026:09:29:08",62
"2709",347,34701,47,"NR_INTVWR_47","SSN_347",7,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 09:30:10,"17FÉVR.2026:09:30:10",94
"2710",347,34701,47,"NR_INTVWR_47","SSN_347",8,"F_MODULES.CONSENT",0,2026-02-17 09:31:44,"17FÉVR.2026:09:31:44",112
"2711",347,34701,47,"NR_INTVWR_47","SSN_347",9,"F_MODULES.CONSENT",0,2026-02-17 09:33:36,"17FÉVR.2026:09:33:36",66
"2712",347,34701,47,"NR_INTVWR_47","SSN_347",10,"F_INCOME.HY010",0,2026-02-17 09:34:42,"17FÉVR.2026:09:34:42",60
"2713",348,34801,48,"NR_INTVWR_48","SSN_348",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-12 14:43:01,"12FÉVR.2026:14:43:01",58
"2714",348,34801,48,"NR_INTVWR_48","SSN_348",2,"F_ADMINISTRATION.TX_END",0,2026-02-12 14:43:59,"12FÉVR.2026:14:43:59",23
"2715",348,34801,48,"NR_INTVWR_48","SSN_348",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-12 14:44:22,"12FÉVR.2026:14:44:22",14
"2716",348,34801,48,"NR_INTVWR_48","SSN_348",4,"F_MODULES.CONSENT",0,2026-02-12 14:44:36,"12FÉVR.2026:14:44:36",53
"2717",348,34801,48,"NR_INTVWR_48","SSN_348",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-12 14:45:29,"12FÉVR.2026:14:45:29",88
"2718",348,34801,48,"NR_INTVWR_48","SSN_348",6,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-12 14:46:57,"12FÉVR.2026:14:46:57",87
"2719",348,34801,48,"NR_INTVWR_48","SSN_348",7,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 14:48:24,"12FÉVR.2026:14:48:24",29
"2720",348,34801,48,"NR_INTVWR_48","SSN_348",8,"F_INCOME.HY010",0,2026-02-12 14:48:53,"12FÉVR.2026:14:48:53",35
"2721",348,34801,48,"NR_INTVWR_48","SSN_348",9,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 14:49:28,"12FÉVR.2026:14:49:28",50
"2722",349,34901,49,"NR_INTVWR_49","SSN_349",1,"F_INCOME.HY010",0,2026-02-14 12:56:39,"14FÉVR.2026:12:56:39",100
"2723",349,34901,49,"NR_INTVWR_49","SSN_349",2,"F_INCOME.HY010",0,2026-02-14 12:58:19,"14FÉVR.2026:12:58:19",54
"2724",349,34901,49,"NR_INTVWR_49","SSN_349",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-14 12:59:13,"14FÉVR.2026:12:59:13",8
"2725",349,34901,49,"NR_INTVWR_49","SSN_349",4,"F_INCOME.HY020",0,2026-02-14 12:59:21,"14FÉVR.2026:12:59:21",105
"2726",349,34901,49,"NR_INTVWR_49","SSN_349",5,"F_ADMINISTRATION.TX_END",0,2026-02-14 13:01:06,"14FÉVR.2026:13:01:06",25
"2727",349,34901,49,"NR_INTVWR_49","SSN_349",6,"F_INCOME.HY020",0,2026-02-14 13:01:31,"14FÉVR.2026:13:01:31",75
"2728",350,35001,50,"NR_INTVWR_50","SSN_350",1,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-12 14:03:40,"12FÉVR.2026:14:03:40",112
"2729",350,35001,50,"NR_INTVWR_50","SSN_350",2,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-12 14:05:32,"12FÉVR.2026:14:05:32",42
"2730",350,35001,50,"NR_INTVWR_50","SSN_350",3,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-12 14:06:14,"12FÉVR.2026:14:06:14",55
"2731",350,35001,50,"NR_INTVWR_50","SSN_350",4,"F_MODULES.CONSENT",0,2026-02-12 14:07:09,"12FÉVR.2026:14:07:09",58
"2732",350,35001,50,"NR_INTVWR_50","SSN_350",5,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 14:08:07,"12FÉVR.2026:14:08:07",23
"2733",350,35001,50,"NR_INTVWR_50","SSN_350",6,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 14:08:30,"12FÉVR.2026:14:08:30",93
"2734",350,35001,50,"NR_INTVWR_50","SSN_350",7,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-12 14:10:03,"12FÉVR.2026:14:10:03",9
"2735",350,35001,50,"NR_INTVWR_50","SSN_350",8,"F_INCOME.HY010",0,2026-02-12 14:10:12,"12FÉVR.2026:14:10:12",38
"2736",350,35001,50,"NR_INTVWR_50","SSN_350",9,"F_ADMINISTRATION.TX_END",0,2026-02-12 14:10:50,"12FÉVR.2026:14:10:50",117
"2737",350,35001,50,"NR_INTVWR_50","SSN_350",10,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-12 14:12:47,"12FÉVR.2026:14:12:47",90
"2738",351,35101,1,"NR_INTVWR_1","SSN_351",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-12 13:26:41,"12FÉVR.2026:13:26:41",34
"2739",351,35101,1,"NR_INTVWR_1","SSN_351",2,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-12 13:27:15,"12FÉVR.2026:13:27:15",76
"2740",351,35101,1,"NR_INTVWR_1","SSN_351",3,"F_INCOME.HY010",0,2026-02-12 13:28:31,"12FÉVR.2026:13:28:31",63
"2741",351,35101,1,"NR_INTVWR_1","SSN_351",4,"F_ADMINISTRATION.TX_END",0,2026-02-12 13:29:34,"12FÉVR.2026:13:29:34",91
"2742",351,35101,1,"NR_INTVWR_1","SSN_351",5,"F_INCOME.HY010",0,2026-02-12 13:31:05,"12FÉVR.2026:13:31:05",40
"2743",352,35201,2,"NR_INTVWR_2","SSN_352",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-16 09:46:13,"16FÉVR.2026:09:46:13",54
"2744",352,35201,2,"NR_INTVWR_2","SSN_352",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 09:47:07,"16FÉVR.2026:09:47:07",15
"2745",352,35201,2,"NR_INTVWR_2","SSN_352",3,"F_INCOME.HY020",0,2026-02-16 09:47:22,"16FÉVR.2026:09:47:22",17
"2746",352,35201,2,"NR_INTVWR_2","SSN_352",4,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-16 09:47:39,"16FÉVR.2026:09:47:39",69
"2747",352,35201,2,"NR_INTVWR_2","SSN_352",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-16 09:48:48,"16FÉVR.2026:09:48:48",98
"2748",352,35201,2,"NR_INTVWR_2","SSN_352",6,"F_ADMINISTRATION.TX_END",0,2026-02-16 09:50:26,"16FÉVR.2026:09:50:26",50
"2749",352,35201,2,"NR_INTVWR_2","SSN_352",7,"F_MODULES.CONSENT",0,2026-02-16 09:51:16,"16FÉVR.2026:09:51:16",102
"2750",352,35201,2,"NR_INTVWR_2","SSN_352",8,"F_MODULES.CONSENT",0,2026-02-16 09:52:58,"16FÉVR.2026:09:52:58",76
"2751",352,35201,2,"NR_INTVWR_2","SSN_352",9,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 09:54:14,"16FÉVR.2026:09:54:14",36
"2752",352,35201,2,"NR_INTVWR_2","SSN_352",10,"F_ADMINISTRATION.TX_END",0,2026-02-16 09:54:50,"16FÉVR.2026:09:54:50",55
"2753",353,35301,3,"NR_INTVWR_3","SSN_353",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 15:28:29,"17FÉVR.2026:15:28:29",30
"2754",353,35301,3,"NR_INTVWR_3","SSN_353",2,"F_INCOME.HY010",0,2026-02-17 15:28:59,"17FÉVR.2026:15:28:59",105
"2755",353,35301,3,"NR_INTVWR_3","SSN_353",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 15:30:44,"17FÉVR.2026:15:30:44",37
"2756",353,35301,3,"NR_INTVWR_3","SSN_353",4,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 15:31:21,"17FÉVR.2026:15:31:21",87
"2757",353,35301,3,"NR_INTVWR_3","SSN_353",5,"F_INCOME.HY020",0,2026-02-17 15:32:48,"17FÉVR.2026:15:32:48",70
"2758",353,35301,3,"NR_INTVWR_3","SSN_353",6,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-17 15:33:58,"17FÉVR.2026:15:33:58",111
"2759",353,35301,3,"NR_INTVWR_3","SSN_353",7,"F_MODULES.CONSENT",0,2026-02-17 15:35:49,"17FÉVR.2026:15:35:49",70
"2760",353,35301,3,"NR_INTVWR_3","SSN_353",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 15:36:59,"17FÉVR.2026:15:36:59",55
"2761",354,35401,4,"NR_INTVWR_4","SSN_354",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-19 09:26:10,"19FÉVR.2026:09:26:10",64
"2762",354,35401,4,"NR_INTVWR_4","SSN_354",2,"F_INCOME.HY020",0,2026-02-19 09:27:14,"19FÉVR.2026:09:27:14",91
"2763",354,35401,4,"NR_INTVWR_4","SSN_354",3,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-19 09:28:45,"19FÉVR.2026:09:28:45",60
"2764",354,35401,4,"NR_INTVWR_4","SSN_354",4,"F_INCOME.HY020",0,2026-02-19 09:29:45,"19FÉVR.2026:09:29:45",30
"2765",354,35401,4,"NR_INTVWR_4","SSN_354",5,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-19 09:30:15,"19FÉVR.2026:09:30:15",38
"2766",354,35401,4,"NR_INTVWR_4","SSN_354",6,"F_INCOME.HY020",0,2026-02-19 09:30:53,"19FÉVR.2026:09:30:53",95
"2767",355,35501,5,"NR_INTVWR_5","SSN_355",1,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-12 10:17:06,"12FÉVR.2026:10:17:06",33
"2768",355,35501,5,"NR_INTVWR_5","SSN_355",2,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-12 10:17:39,"12FÉVR.2026:10:17:39",13
"2769",355,35501,5,"NR_INTVWR_5","SSN_355",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 10:17:52,"12FÉVR.2026:10:17:52",54
"2770",355,35501,5,"NR_INTVWR_5","SSN_355",4,"F_INCOME.HY020",0,2026-02-12 10:18:46,"12FÉVR.2026:10:18:46",62
"2771",355,35501,5,"NR_INTVWR_5","SSN_355",5,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 10:19:48,"12FÉVR.2026:10:19:48",67
"2772",355,35501,5,"NR_INTVWR_5","SSN_355",6,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-12 10:20:55,"12FÉVR.2026:10:20:55",112
"2773",355,35501,5,"NR_INTVWR_5","SSN_355",7,"F_INCOME.HY010",0,2026-02-12 10:22:47,"12FÉVR.2026:10:22:47",73
"2774",355,35501,5,"NR_INTVWR_5","SSN_355",8,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-12 10:24:00,"12FÉVR.2026:10:24:00",25
"2775",355,35501,5,"NR_INTVWR_5","SSN_355",9,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-12 10:24:25,"12FÉVR.2026:10:24:25",105
"2776",356,35601,6,"NR_INTVWR_6","SSN_356",1,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 15:45:53,"17FÉVR.2026:15:45:53",34
"2777",356,35601,6,"NR_INTVWR_6","SSN_356",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 15:46:27,"17FÉVR.2026:15:46:27",59
"2778",356,35601,6,"NR_INTVWR_6","SSN_356",3,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 15:47:26,"17FÉVR.2026:15:47:26",49
"2779",356,35601,6,"NR_INTVWR_6","SSN_356",4,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 15:48:15,"17FÉVR.2026:15:48:15",104
"2780",356,35601,6,"NR_INTVWR_6","SSN_356",5,"F_ADMINISTRATION.TX_END",0,2026-02-17 15:49:59,"17FÉVR.2026:15:49:59",56
"2781",356,35601,6,"NR_INTVWR_6","SSN_356",6,"F_INCOME.HY010",0,2026-02-17 15:50:55,"17FÉVR.2026:15:50:55",106
"2782",356,35601,6,"NR_INTVWR_6","SSN_356",7,"F_INCOME.HY020",0,2026-02-17 15:52:41,"17FÉVR.2026:15:52:41",91
"2783",356,35601,6,"NR_INTVWR_6","SSN_356",8,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-17 15:54:12,"17FÉVR.2026:15:54:12",69
"2784",356,35601,6,"NR_INTVWR_6","SSN_356",9,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-17 15:55:21,"17FÉVR.2026:15:55:21",60
"2785",356,35601,6,"NR_INTVWR_6","SSN_356",10,"F_INCOME.HY010",0,2026-02-17 15:56:21,"17FÉVR.2026:15:56:21",109
"2786",356,35601,6,"NR_INTVWR_6","SSN_356",11,"F_MODULES.CONSENT",0,2026-02-17 15:58:10,"17FÉVR.2026:15:58:10",102
"2787",356,35601,6,"NR_INTVWR_6","SSN_356",12,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-17 15:59:52,"17FÉVR.2026:15:59:52",60
"2788",357,35701,7,"NR_INTVWR_7","SSN_357",1,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-15 16:58:56,"15FÉVR.2026:16:58:56",36
"2789",357,35701,7,"NR_INTVWR_7","SSN_357",2,"F_INCOME.HY010",0,2026-02-15 16:59:32,"15FÉVR.2026:16:59:32",85
"2790",357,35701,7,"NR_INTVWR_7","SSN_357",3,"F_INCOME.HY020",0,2026-02-15 17:00:57,"15FÉVR.2026:17:00:57",23
"2791",357,35701,7,"NR_INTVWR_7","SSN_357",4,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-15 17:01:20,"15FÉVR.2026:17:01:20",50
"2792",357,35701,7,"NR_INTVWR_7","SSN_357",5,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-15 17:02:10,"15FÉVR.2026:17:02:10",50
"2793",357,35701,7,"NR_INTVWR_7","SSN_357",6,"F_MODULES.CONSENT",0,2026-02-15 17:03:00,"15FÉVR.2026:17:03:00",104
"2794",357,35701,7,"NR_INTVWR_7","SSN_357",7,"F_ADMINISTRATION.TX_WELCOME",0,2026-02-15 17:04:44,"15FÉVR.2026:17:04:44",26
"2795",357,35701,7,"NR_INTVWR_7","SSN_357",8,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-15 17:05:10,"15FÉVR.2026:17:05:10",103
"2796",357,35701,7,"NR_INTVWR_7","SSN_357",9,"F_MODULES.CONSENT",0,2026-02-15 17:06:53,"15FÉVR.2026:17:06:53",107
"2797",357,35701,7,"NR_INTVWR_7","SSN_357",10,"F_MODULES.CONSENT",0,2026-02-15 17:08:40,"15FÉVR.2026:17:08:40",75
"2798",358,35801,8,"NR_INTVWR_8","SSN_358",1,"F_MODULES.CONSENT",0,2026-02-16 12:41:02,"16FÉVR.2026:12:41:02",56
"2799",358,35801,8,"NR_INTVWR_8","SSN_358",2,"F_ADMINISTRATION.DT_STRT_INTRVW",0,2026-02-16 12:41:58,"16FÉVR.2026:12:41:58",102
"2800",358,35801,8,"NR_INTVWR_8","SSN_358",3,"F_INCOME.HY020",0,2026-02-16 12:43:40,"16FÉVR.2026:12:43:40",33
"2801",358,35801,8,"NR_INTVWR_8","SSN_358",4,"F_ADMINISTRATION.DT_TIME_STRT_INTRVW",0,2026-02-16 12:44:13,"16FÉVR.2026:12:44:13",61
"2802",358,35801,8,"NR_INTVWR_8","SSN_358",5,"F_HH_COMPOSITION.NB_PERSONS",0,2026-02-16 12:45:14,"16FÉVR.2026:12:45:14",66
