HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY100N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY090G,HY100G,HY110G,HY120G,HY130G,HY140G,HS010,HS020,HS030,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH090,HX040,HX050,HX090,HX080,HX060,HX070,HX020,HX010,DB040,NR_ITW
2004,BE,7065,4,2004,15,39414,39072,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,297,NA,0,0,0,342,2,2,NA,1,1,1,1,1,1,1,1,2,4000,3,NA,2,2,2,2,1,2,6,2,1,390,750,775,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7066,4,2004,17,75725,69992,0,0,NA,NA,NA,NA,NA,0,0,25561,5879,0,0,NA,0,0,0,5733,NA,2,2,1,1,1,1,1,1,1,1,6,NA,3,NA,2,2,2,2,1,1,6,2,1,470,1200,979.61,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7091,4,2004,17,36471,27690,0,0,NA,NA,NA,NA,NA,0,9455,0,0,0,104,NA,0,0,0,8781,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7096,4,2004,20,17915,17683,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,88,NA,0,0,0,232,NA,2,NA,1,1,2,3,1,1,1,1,5,1000,3,NA,2,1,2,1,1,2,6,2,1,NA,1150,312.81,1,1,2,1.3,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7109,4,2004,15,34576,30663,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,3913,NA,2,NA,1,1,1,1,1,3,1,2,2,4600,2,NA,2,2,2,2,2,1,5,2,1,458.6,NA,4401.42,1,1,2,1.3,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7118,4,2004,14,58241,46430,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,274,NA,0,0,0,11811,2,1,2,2,1,2,1,1,1,1,1,1,3400,1,NA,2,1,2,1,1,1,6,2,1,NA,NA,557.63,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7134,4,2004,12,25318,13507,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,12,NA,0,0,0,11811,2,2,NA,2,1,1,1,1,1,3,1,5,2000,3,NA,2,2,2,2,2,2,3,1,1,450,575,525,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7142,4,2004,16,71185,55466,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,37,NA,0,0,0,15719,NA,2,NA,1,1,1,1,1,3,1,2,6,1200,3,NA,2,2,2,2,1,2,6,2,1,400,900,500,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7170,3,2004,8,47776,36273,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,40,NA,0,0,4039,7464,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7172,4,2004,30,50236,19425,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,621,NA,0,0,0,30811,2,2,NA,1,1,2,1,1,3,1,1,5,600,3,NA,1,2,2,1,1,2,6,1,1,NA,500,306,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7183,4,2004,35,34974,60855,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,4190,NA,0,0,0,-25881,2,2,NA,1,1,1,1,1,1,1,1,6,NA,3,NA,2,2,2,2,1,1,6,2,1,NA,3000,300,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7191,4,2004,30,33180,16714,0,0,NA,NA,NA,NA,NA,0,5269,0,0,0,0,NA,0,0,2603,13863,2,2,NA,1,1,1,1,1,1,1,1,4,2500,3,NA,2,1,1,2,1,2,6,1,1,NA,NA,300,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7202,4,2004,25,20276,19756,0,0,NA,NA,NA,NA,NA,0,3759,0,0,0,0,NA,0,0,0,519,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,2,1.3,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7209,3,2004,10,22727,22718,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,5,NA,0,0,0,9,2,2,NA,1,1,2,1,1,1,1,1,4,2000,2,NA,1,2,2,2,1,3,5,2,1,2300,2000,NA,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7215,4,2004,29,23406,20167,0,0,NA,NA,NA,NA,NA,0,3397,0,0,37,436,NA,0,0,0,3240,2,2,NA,1,1,1,1,1,1,1,2,6,3400,3,NA,2,2,2,2,1,1,4,2,1,NA,500,302.75,1,1,2,1.5,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7245,4,2004,7,24396,24374,0,0,NA,NA,NA,NA,NA,0,6641,0,0,5369,3374,NA,0,0,4,17,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7260,3,2004,17,57873,54212,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,168,NA,0,0,0,3661,2,2,NA,1,1,1,1,1,3,1,2,5,900,3,NA,2,2,1,2,3,1,6,2,1,NA,NA,353.29,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7283,4,2004,48,0,20490,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,-20490,2,2,NA,1,1,1,1,1,3,1,1,3,2000,3,NA,2,2,2,2,1,2,6,2,1,250,618,537.2,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7302,4,2004,13,108327,108300,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,23,NA,0,0,3,24,NA,2,NA,1,1,1,1,1,1,1,1,6,3000,1,NA,2,2,2,2,2,1,5,1,1,250,450,721.3,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7305,4,2004,30,37427,24086,0,0,NA,NA,NA,NA,NA,0,460,0,0,0,379,NA,0,0,0,13341,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7323,4,2004,12,73107,72591,0,0,NA,NA,NA,NA,NA,0,864,0,0,0,118,NA,0,0,0,516,NA,2,NA,1,1,1,1,1,1,3,1,5,4000,3,NA,2,2,2,2,1,2,6,1,1,NA,868,895,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7337,4,2004,32,69461,49801,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,19659,2,2,NA,1,1,1,1,1,1,1,1,6,4000,3,NA,2,2,2,2,3,2,6,2,1,NA,NA,353.29,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7338,4,2004,15,49559,19872,0,0,NA,NA,NA,NA,NA,0,0,1068,0,5426,32,NA,0,0,0,29687,NA,2,2,1,1,2,1,1,1,3,1,5,NA,3,NA,2,1,2,2,1,1,6,1,1,400,800,470,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7343,3,2004,26,59139,58596,0,0,NA,NA,NA,NA,NA,0,1689,0,0,0,254,NA,0,0,0,543,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7349,3,2004,14,44376,45130,0,0,NA,NA,NA,NA,NA,0,126,0,0,0,137,NA,0,0,0,-754,NA,2,NA,2,1,2,1,1,2,1,1,5,2000,2,NA,2,2,2,2,2,1,1,1,1,242,800,299,1,2,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7370,4,2004,12,20530,9914,0,0,NA,NA,NA,NA,NA,0,3927,0,0,0,0,NA,0,0,930,9687,2,2,NA,NA,1,1,1,1,3,1,1,4,2500,3,NA,2,2,2,2,3,2,4,2,1,NA,NA,353.29,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7381,3,2004,51,37932,500,0,0,NA,NA,NA,NA,NA,0,12961,0,0,0,10,NA,0,0,37432,0,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7397,4,2004,14,26883,24553,0,0,NA,NA,NA,NA,NA,0,136,0,0,0,0,NA,0,0,0,2330,2,2,2,1,1,2,1,1,3,1,1,4,1500,3,NA,2,2,2,2,3,2,3,1,1,NA,NA,375,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7413,3,2004,15,52885,51807,0,0,NA,NA,NA,NA,NA,0,2219,0,0,0,0,NA,0,0,0,1078,NA,2,2,1,1,2,1,1,3,1,3,5,2500,3,NA,2,1,1,2,1,2,4,1,1,650,1500,211,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7415,3,2004,14,17268,27523,0,0,NA,NA,NA,NA,NA,0,2650,0,0,0,0,NA,0,0,3694,-13950,NA,2,2,1,1,1,1,1,1,1,1,1,2000,3,NA,2,1,1,1,1,2,6,2,1,NA,800,557.63,1,1,3,1.6,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7419,4,2004,34,84257,46979,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,37278,NA,2,NA,1,1,1,1,1,1,1,1,4,4000,3,NA,2,1,2,2,3,2,4,2,1,NA,2500,300,1,2,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7450,4,2004,20,48400,39460,0,0,NA,NA,NA,NA,NA,0,10378,0,0,0,47,NA,0,0,0,8941,2,2,NA,1,1,1,1,1,1,1,1,3,1900,1,NA,2,1,1,2,2,1,6,1,1,NA,1000,275,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7455,4,2004,23,134076,109582,0,0,NA,NA,NA,NA,NA,0,1997,0,0,0,15,NA,0,0,0,24495,2,2,2,1,1,1,1,1,2,1,1,5,2500,3,NA,2,2,2,2,1,1,6,2,1,NA,500,1409,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7459,4,2004,9,331,-57736,0,0,NA,NA,NA,NA,NA,0,331,0,0,0,0,NA,0,0,0,58067,2,2,NA,1,1,1,1,1,1,1,1,6,1700,3,NA,2,1,2,1,2,2,6,2,1,NA,450,520,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7460,3,2004,34,27314,9251,0,0,NA,NA,NA,NA,NA,0,2052,0,0,0,36,NA,0,0,0,18063,2,2,2,1,1,1,1,1,1,1,1,6,1400,2,1,2,2,1,1,1,1,6,1,1,NA,NA,3395.43,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7465,4,2004,10,54592,53211,0,0,NA,NA,NA,NA,NA,0,4726,0,0,6682,28,NA,0,0,0,1381,2,2,NA,1,1,2,1,1,1,1,1,5,2000,1,NA,2,2,2,2,2,1,4,1,1,NA,500,750,2,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7478,4,2004,11,52445,33304,0,0,NA,NA,NA,NA,NA,0,2991,0,0,0,0,NA,0,0,0,19141,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7479,4,2004,47,21579,-9671,0,0,NA,NA,NA,NA,NA,0,484,0,0,0,66,NA,0,0,3457,27793,2,2,NA,1,1,1,1,1,1,2,1,3,2500,3,NA,2,2,2,2,3,1,5,2,1,NA,550,683,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7483,4,2004,11,68195,46536,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,21659,NA,2,NA,1,1,1,1,1,3,1,1,4,1611,3,NA,1,2,1,2,1,1,6,2,1,NA,2500,500,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7495,4,2004,20,81457,75359,0,0,NA,NA,NA,NA,NA,0,14845,0,0,0,7,NA,0,0,3028,3070,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7525,4,2004,24,16343,-19733,0,0,NA,NA,NA,NA,NA,0,4582,0,0,0,0,NA,0,0,0,36076,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7543,4,2004,32,2545,-12545,922,922,NA,NA,NA,NA,NA,922,522,0,0,0,213,NA,0,0,0,15090,2,2,NA,1,1,1,1,1,3,1,1,1,1900,3,NA,2,2,1,2,1,4,6,2,1,NA,500,345,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7545,4,2004,30,64793,43237,0,0,NA,NA,NA,NA,NA,0,3034,0,0,0,265,NA,0,0,0,21557,NA,2,NA,1,1,1,1,1,1,1,1,4,1611,3,NA,2,2,2,2,1,1,6,2,1,NA,NA,211,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7557,4,2004,17,39910,39905,0,0,NA,NA,NA,NA,NA,0,678,0,0,0,0,NA,0,0,0,5,2,2,2,1,1,1,1,1,1,1,1,3,NA,3,NA,2,2,2,1,2,1,6,2,1,NA,NA,492.04,1,2,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7581,3,2004,40,0,-15166,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,15166,2,2,NA,1,1,1,1,1,3,1,1,5,4720,3,NA,2,2,2,2,1,2,6,2,1,400,500,979.61,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7586,3,2004,7,26869,26846,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,23,2,2,NA,1,1,2,1,1,3,1,1,5,1000,1,NA,1,2,2,2,4,1,6,1,1,NA,694,291.83,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7587,4,2004,40,22907,12405,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,1503,8999,2,2,NA,1,1,1,1,1,1,1,1,5,1500,2,NA,2,2,2,2,2,1,6,2,1,2300,1050,668,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7615,4,2004,18,95488,95469,0,0,NA,NA,NA,NA,NA,0,11807,3113,3671,0,0,NA,0,0,0,19,2,2,NA,1,1,1,1,1,1,1,1,1,5000,3,NA,2,1,2,2,2,1,6,2,1,NA,600,470,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7641,3,2004,39,156281,152712,0,0,NA,NA,NA,NA,NA,0,40255,0,0,0,713,NA,0,0,510,3059,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7655,3,2004,NA,9658,5164,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,630,3863,2,1,NA,1,1,2,1,1,2,1,2,6,4720,3,NA,2,2,2,2,1,1,6,2,1,NA,500,165,1,1,3,1.6,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7683,3,2004,75,2365,2350,0,0,NA,NA,NA,NA,NA,0,248,0,531,0,177,NA,0,0,0,15,2,2,NA,2,1,1,1,1,1,1,1,5,1750,1,NA,2,1,2,2,2,1,5,2,1,400,NA,302.75,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7697,4,2004,20,60831,44108,0,0,NA,NA,NA,NA,NA,0,1844,0,0,0,0,NA,0,0,9870,6854,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7721,4,2004,10,48302,48059,0,0,NA,NA,NA,NA,NA,0,4818,0,0,5223,325,NA,0,0,0,242,NA,2,NA,1,1,1,1,1,3,1,1,6,900,3,NA,2,2,2,2,1,1,6,2,1,500,1500,528.63,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7736,4,2004,25,24509,22451,0,0,NA,NA,NA,NA,NA,0,1241,0,0,0,0,NA,0,0,289,1769,NA,2,NA,2,1,1,1,1,3,1,1,5,2000,2,NA,1,1,2,2,2,1,6,1,1,NA,NA,375,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7753,4,2004,32,31111,31097,0,0,NA,NA,NA,NA,NA,0,1526,0,0,0,0,NA,0,0,8,6,2,NA,NA,1,1,1,1,1,1,1,1,5,NA,3,NA,2,2,1,2,3,1,5,2,1,NA,NA,300,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7756,3,2004,17,52473,51487,0,0,NA,NA,NA,NA,NA,0,437,0,0,0,0,NA,0,0,0,986,1,2,NA,2,1,1,1,1,1,1,1,2,1250,2,NA,2,1,2,2,1,2,3,2,1,NA,NA,617,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7778,3,2004,25,40605,31913,0,0,NA,NA,NA,NA,NA,0,1691,0,0,0,0,NA,0,0,0,8691,NA,2,NA,2,1,1,1,1,3,1,3,2,NA,3,NA,1,2,2,2,1,2,5,2,1,NA,2500,300,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7789,3,2004,15,75746,75262,0,0,NA,NA,NA,NA,NA,0,7692,0,0,0,0,NA,0,0,0,484,2,2,NA,1,1,1,1,1,1,1,1,5,NA,3,NA,1,2,2,2,1,2,6,2,1,390,868,353.29,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7795,4,2004,47,62937,50192,1311,1311,NA,NA,NA,NA,NA,1311,835,0,0,0,87,NA,0,0,0,12745,NA,2,NA,1,1,1,1,1,3,1,1,4,NA,3,NA,2,2,2,2,1,2,6,2,1,NA,NA,775,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7815,4,2004,12,97963,105401,0,0,NA,NA,NA,NA,NA,0,13135,0,0,0,0,NA,0,0,2679,-10118,NA,2,NA,1,1,2,1,1,1,1,1,6,1611,3,NA,2,2,2,2,3,2,5,2,1,650,NA,510,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7821,4,2004,40,54599,54274,0,0,NA,NA,NA,NA,NA,0,0,0,0,4543,98,NA,0,0,0,325,2,2,2,1,1,2,1,1,1,1,1,3,1500,2,NA,2,2,2,2,2,2,5,2,1,NA,625,696.04,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7846,4,2004,9,18968,18944,0,0,NA,NA,NA,NA,NA,0,438,0,0,0,0,NA,0,0,0,24,NA,2,NA,2,1,1,1,1,1,1,1,5,NA,3,NA,2,1,2,2,1,3,2,2,1,470,3000,181.77,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,7849,3,2004,25,42755,32058,0,0,NA,NA,NA,NA,NA,0,192,0,0,0,0,NA,0,0,0,10697,2,2,NA,2,1,1,1,1,1,1,1,5,1000,2,NA,2,2,2,2,2,1,6,2,1,NA,1250,84.19,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7850,3,2004,25,29414,-62334,0,0,NA,NA,NA,NA,NA,0,12375,0,0,0,0,NA,0,0,0,91748,NA,2,NA,1,1,1,1,1,1,1,1,4,1611,3,NA,2,2,1,2,1,1,4,2,1,500,868,211,1,2,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7861,4,2004,6,53661,53295,0,0,NA,NA,NA,NA,NA,0,1120,0,0,1167,6,NA,0,0,52,314,2,2,NA,1,1,1,1,1,3,1,1,6,3000,2,NA,2,1,1,2,3,1,5,2,1,NA,450,348,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7877,4,2004,14,55878,55830,0,0,NA,NA,NA,NA,NA,0,1982,0,0,2065,11,NA,0,0,5,43,NA,1,NA,1,1,2,1,1,1,1,1,2,7000,3,NA,2,1,2,2,2,1,6,2,1,400,2000,1775,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7878,3,2004,16,29240,29135,0,0,NA,NA,NA,NA,NA,0,10069,0,0,0,97,NA,0,0,0,104,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.6,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7879,4,2004,35,22385,18165,0,0,NA,NA,NA,NA,NA,0,5580,0,0,0,0,NA,0,0,0,4220,NA,NA,NA,1,1,1,1,1,1,3,2,6,900,3,NA,2,1,2,2,1,2,6,1,1,400,868,510,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7886,4,2004,30,93108,90624,0,0,NA,NA,NA,NA,NA,0,961,0,0,0,723,NA,0,0,0,2484,2,2,NA,1,1,1,1,1,1,1,1,4,2500,3,NA,2,2,2,2,3,1,6,2,1,390,NA,877,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7897,4,2004,31,59396,38510,0,0,NA,NA,NA,NA,NA,0,26296,0,0,0,118,NA,0,0,0,20886,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,7916,4,2004,31,34806,34457,0,0,NA,NA,NA,NA,NA,0,1307,0,0,0,0,NA,0,0,206,143,NA,2,2,1,1,1,1,1,1,1,1,4,NA,3,NA,2,2,2,2,1,1,5,2,1,NA,750,877,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2004,BE,7933,4,2004,11,14627,10391,0,0,NA,NA,NA,NA,NA,0,0,0,0,4639,100,NA,0,0,0,4237,2,2,NA,1,1,1,1,1,1,1,1,3,1600,2,NA,2,1,2,2,3,1,6,2,1,NA,1500,420,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7955,4,2004,17,40768,40758,0,0,NA,NA,NA,NA,NA,0,1289,0,0,0,1466,NA,0,0,0,9,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7959,3,2004,35,103652,71814,0,0,NA,NA,NA,NA,NA,0,2864,0,0,0,25,NA,0,0,0,31839,NA,2,NA,1,1,1,1,1,1,2,1,6,3718,3,NA,2,1,2,1,2,3,4,2,1,NA,800,275,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7979,4,2004,11,41947,38590,0,0,NA,NA,NA,NA,NA,0,5699,0,0,0,0,NA,0,0,480,2877,2,2,NA,1,1,1,1,1,1,1,1,4,900,3,NA,1,2,2,2,3,1,5,2,1,390,NA,510,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,7982,4,2004,35,13541,22126,0,0,NA,NA,NA,NA,NA,0,6038,0,0,0,0,NA,0,0,3093,-11678,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.6,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,7995,4,2004,33,67107,29360,0,0,NA,NA,NA,NA,NA,0,26997,4687,0,0,130,NA,0,0,0,37747,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,8000,4,2004,18,51077,36721,0,0,NA,NA,NA,NA,NA,0,716,0,0,0,0,NA,0,0,0,14356,NA,2,NA,1,1,1,1,1,1,3,1,4,1300,3,NA,2,1,1,2,1,2,6,2,1,NA,2500,211,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,8006,4,2004,25,58638,50403,0,0,NA,NA,NA,NA,NA,0,746,0,0,0,0,NA,0,0,911,7325,2,2,NA,2,1,1,1,1,1,3,1,3,3500,2,NA,2,2,2,2,1,1,4,2,1,NA,500,564,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,8010,4,2004,13,43681,40784,0,0,NA,NA,NA,NA,NA,0,1543,0,0,2343,120,NA,0,0,0,2897,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2004,BE,8012,3,2004,9,39510,39488,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,22,2,2,2,1,1,NA,1,1,3,1,1,3,1000,2,NA,2,1,1,2,3,2,6,2,1,NA,NA,1158.33,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2004,BE,8043,4,2004,20,39441,38984,0,0,NA,NA,NA,NA,NA,0,19957,0,0,0,0,NA,0,0,0,457,2,2,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,2,6,2,1,992,NA,1223.67,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2004,BE,8056,4,2004,27,6111,-108309,0,0,NA,NA,NA,NA,NA,0,1860,0,0,0,0,NA,0,0,16346,98074,2,2,NA,1,1,1,1,1,3,3,1,1,2000,3,NA,2,2,1,2,2,1,2,1,1,NA,600,627,1,1,3,1.8,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2004,BE,8071,4,2004,31,37083,36981,0,0,NA,NA,NA,NA,NA,0,3251,0,0,0,0,NA,0,0,0,102,NA,2,NA,NA,1,1,1,1,1,1,1,6,4000,2,NA,1,2,2,2,3,1,6,2,1,NA,750,877,1,1,3,2,NA,NA,NA,NA,NA,NA,BE10,BE10-4
