HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH080,HH081,HH090,HH091,HA010,HA020,HA030,HA040,HA050,HA060,HA070,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,R_HA030,R_HA040,R_HA050,R_HA060,R_HA070,DB040,NR_ITW
2010,BE,5031,2,2010,12,14426,14196,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,40,NA,0,0,0,NA,229,NA,NA,3,NA,3,NA,3,2,1,1,1,1,1,1,2,5,2000,3,NA,2,2,1,2,1,NA,2,6,2,1,NA,NA,214.22,0,NA,1,NA,1,NA,NA,NA,389202,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5036,1,2010,17,29990,26399,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,3591,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,4,2200,3,NA,2,2,1,2,1,NA,2,6,2,1,NA,NA,317.35,0,NA,1,NA,1,NA,1,320801,162502,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5041,2,2010,8,5208,-1888,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,71,NA,0,0,0,NA,7096,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,3,1,6,4000,3,NA,2,2,2,1,1,NA,2,6,2,1,NA,NA,1023,2600,NA,1,NA,1,1,NA,869002,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5055,2,2010,19,10038,9961,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2897,NA,0,0,0,NA,76,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,900,1,NA,2,1,2,2,2,NA,2,6,2,1,NA,NA,282.83,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5056,2,2010,16,5519,-585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,6104,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,6,3001,3,NA,2,2,2,2,3,NA,1,4,2,1,NA,NA,405.43,213,NA,1,NA,1,3,1,695101,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5062,2,2010,35,10180,9015,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1165,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,4,1500,3,3,2,2,1,1,2,NA,3,6,2,1,NA,NA,522.57,0,NA,1,NA,1,3,NA,874001,477202,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5067,2,2010,10,806,811,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,806,NA,0,0,0,NA,-5,NA,NA,3,NA,NA,NA,3,1,1,1,1,1,1,1,3,1,1050,3,NA,2,2,1,2,2,NA,2,6,2,1,NA,NA,172,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5082,2,2010,20,10516,6821,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,3695,NA,NA,3,NA,3,NA,3,1,1,2,1,1,1,1,1,4,2500,1,NA,2,2,2,2,1,NA,2,6,2,1,NA,NA,728.8,505,NA,1,NA,1,NA,1,640901,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5120,1,2010,30,45008,41607,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,404,NA,0,0,0,NA,3401,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,5000,3,3,2,2,2,2,1,NA,2,6,2,1,NA,NA,718.49,213,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5128,2,2010,34,126761,121841,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,6254,0,0,4861,NA,0,NA,0,0,0,NA,4920,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,2,2,1,NA,1,6,2,1,NA,NA,531.05,0,NA,1,NA,1,3,1,885401,603402,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5141,1,2010,8,42637,11594,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,31043,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,5000,1,NA,2,2,1,2,1,NA,2,6,2,1,NA,NA,301.39,1917.75,NA,1,NA,1,1,1,105201,885402,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5154,3,2010,10,2130,-206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2336,NA,NA,3,NA,1,NA,NA,1,1,1,1,1,1,1,1,6,2000,1,3,2,2,2,2,2,NA,3,5,2,1,NA,NA,877.5,480,NA,1,NA,1,1,2,514302,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5156,1,2010,12,91135,80753,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2858,0,0,5014,NA,31,NA,0,0,0,NA,10382,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,1,3850,3,NA,2,2,2,2,1,NA,1,6,2,1,NA,NA,420.67,0,NA,1,NA,1,1,NA,327801,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5157,1,2010,21,43251,34712,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,575,NA,0,0,0,NA,8539,NA,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,5,2500,1,2,2,2,2,2,1,NA,2,6,2,1,NA,NA,221.5,0,NA,1,NA,1,1,1,946002,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5171,2,2010,12,86701,81448,263,263,NA,NA,NA,NA,NA,NA,NA,NA,263,0,0,0,0,NA,4202,NA,0,0,5253,NA,0,NA,NA,3,NA,3,NA,NA,2,1,1,1,1,1,1,1,6,2200,1,NA,2,2,2,2,1,NA,2,5,2,1,NA,NA,242.33,0,NA,1,NA,1,1,1,320801,898102,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5184,1,2010,10,32051,31998,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2140,0,NA,446,NA,0,0,23,NA,29,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,3000,3,NA,2,2,2,1,1,NA,1,6,2,1,NA,NA,531.05,0,NA,1,NA,1,1,1,875701,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5190,1,2010,12,45044,43609,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,11681,0,0,9078,NA,0,NA,0,0,530,NA,904,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,3,NA,2,1,2,2,1,NA,1,6,2,1,541,NA,532.75,0,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5202,2,2010,15,41946,41911,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,35,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,3500,1,NA,2,2,1,2,1,NA,2,6,1,1,NA,NA,301.39,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5230,2,2010,16,121325,133850,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,9236,0,0,15393,NA,0,NA,0,0,0,NA,-12525,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,1,2000,3,NA,2,1,2,2,1,NA,1,4,2,1,NA,NA,754.49,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5236,2,2010,16,1778,-2648,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,4427,NA,NA,3,NA,3,NA,3,2,1,1,1,1,1,1,1,6,NA,3,NA,1,1,2,2,1,NA,3,6,1,2,NA,NA,415.07,0,NA,1,NA,1,1,1,271301,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5247,2,2010,21,19606,19586,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,406,NA,0,0,0,NA,21,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3500,3,NA,1,2,2,1,1,NA,1,5,2,1,NA,NA,405.43,1917.75,NA,1,NA,1,1,NA,243801,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5255,1,2010,10,93848,66447,36363,36363,NA,NA,NA,NA,NA,NA,NA,NA,36363,0,0,0,0,NA,349,NA,0,0,0,NA,27401,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,2900,3,NA,2,2,2,2,1,NA,1,6,2,1,NA,NA,276,0,NA,1,NA,1,NA,1,774701,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5271,1,2010,59,71128,53622,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,17506,NA,NA,3,NA,3,NA,NA,1,2,1,1,1,1,1,3,3,3175,1,NA,2,2,1,2,3,NA,1,6,1,1,NA,NA,200,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5272,2,2010,14,36086,34946,29146,29146,NA,NA,NA,NA,NA,NA,NA,NA,29146,0,0,0,0,NA,6940,NA,0,0,0,NA,1140,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,7500,3,NA,2,1,2,2,2,NA,3,6,2,1,NA,NA,338,0,NA,1,NA,1,1,1,98102,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5294,2,2010,19,255,-2232,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,255,NA,0,0,0,NA,2487,NA,NA,3,NA,3,NA,NA,2,1,2,1,1,3,1,1,2,3000,3,NA,2,2,2,2,2,NA,2,2,2,2,270,NA,647.77,0,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5295,1,2010,17,16936,17004,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-68,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3500,3,NA,2,2,2,2,3,NA,2,6,2,1,NA,NA,289.25,0,NA,1,NA,1,1,1,NA,695102,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5333,1,2010,18,974,907,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,974,NA,0,0,0,NA,67,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,6,2000,3,NA,2,1,2,2,2,NA,3,6,1,1,670,NA,228,0,NA,1,NA,1,1,1,271301,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5357,2,2010,6,111017,101835,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,58016,NA,0,NA,0,0,0,NA,9183,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,2,3500,1,NA,2,2,1,2,1,NA,1,4,2,1,NA,NA,389.6,0,NA,1,NA,1,1,1,611301,885402,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5380,2,2010,22,68001,57607,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,56,NA,0,0,0,NA,10394,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,5,3000,3,NA,2,2,2,2,4,NA,3,6,2,1,NA,NA,1004.66,0,NA,1,NA,1,NA,1,NA,640902,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5385,2,2010,7,48076,27046,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,186,NA,0,0,0,NA,21030,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,3750,3,1,2,2,2,2,3,NA,2,6,2,2,NA,NA,779.5,350,NA,1,NA,1,1,1,333901,914902,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5433,2,2010,6,47940,47925,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,15,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,5,2500,3,NA,2,2,2,2,4,NA,2,6,2,1,NA,NA,426.5,832,NA,1,NA,1,1,1,508201,832802,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5437,4,2010,12,29717,-262,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,29979,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,4000,3,3,2,2,2,2,1,NA,1,6,2,1,NA,NA,338.73,0,NA,1,NA,1,1,1,733301,NA,NA,NA,NA,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5462,1,2010,18,13285,13229,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,57,NA,NA,3,NA,3,NA,NA,2,1,2,1,1,1,1,1,3,1250,2,NA,2,2,2,2,3,NA,3,6,2,1,860,NA,360.03,1095,NA,1,NA,1,1,NA,815501,17002,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5506,1,2010,29,33165,24968,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,8197,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,5000,1,NA,2,2,2,1,1,NA,1,5,2,1,NA,NA,358.09,0,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5510,1,2010,21,31988,29999,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,35,NA,0,0,819,NA,1169,NA,NA,3,NA,3,NA,NA,2,1,1,1,1,1,3,1,5,4000,1,3,2,1,2,2,2,NA,3,6,2,1,NA,NA,1170.38,1600,NA,1,NA,1,3,1,111101,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5513,2,2010,7,4225,796,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4225,NA,0,0,0,NA,3429,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,3001,2,NA,2,2,2,1,1,NA,1,6,2,1,NA,NA,807.18,0,NA,1,NA,1,1,1,611301,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5561,1,2010,12,23945,10277,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,172,0,0,0,NA,0,NA,0,0,0,NA,13668,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,800,1,NA,1,2,2,2,1,NA,2,3,2,1,NA,NA,493,0,NA,1,NA,1,NA,NA,683702,NA,NA,NA,NA,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5567,2,2010,10,30800,9836,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,230,NA,0,0,0,NA,20964,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3500,3,NA,2,2,2,1,1,NA,1,5,2,1,NA,NA,389.6,213,NA,1,NA,1,1,1,885401,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5579,2,2010,20,63215,45890,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1316,0,0,4210,NA,44,NA,0,0,0,NA,17325,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,2,4,2000,1,NA,2,2,2,2,1,NA,3,5,2,1,NA,NA,625,560,NA,1,NA,1,NA,1,632601,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5583,1,2010,21,43710,38776,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,4934,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2500,2,NA,2,2,2,2,2,NA,2,4,1,1,NA,NA,243.71,0,NA,1,NA,1,4,1,484901,249202,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5588,2,2010,34,6903,3349,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,285,NA,0,0,0,NA,3554,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,4500,2,NA,2,2,1,2,1,NA,2,6,2,1,NA,NA,405.43,655,NA,1,NA,1,1,1,288402,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5595,1,2010,16,39633,29332,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1737,NA,0,0,0,NA,10301,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,6,3001,3,NA,2,2,2,2,1,NA,1,4,2,1,NA,NA,301.39,0,NA,1,NA,1,1,1,733301,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5600,2,2010,16,123137,113793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,9344,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,4,2500,2,NA,2,2,2,1,1,NA,1,4,2,1,NA,NA,642.71,405,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5643,1,2010,8,90163,64409,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,25754,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2900,3,NA,2,2,2,2,3,NA,1,6,2,1,NA,NA,532.75,0,NA,1,NA,1,1,NA,NA,540802,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5652,2,2010,18,64805,33219,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6951,NA,0,0,0,NA,31587,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,1200,3,NA,2,2,2,1,4,NA,1,4,2,1,541,NA,532.75,0,NA,1,NA,1,NA,NA,327801,540802,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5682,2,2010,11,113479,94080,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,687,NA,0,0,0,NA,19398,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,6,2500,3,NA,2,1,2,2,2,NA,1,5,2,1,NA,NA,1004.66,1322,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5699,2,2010,35,33423,11768,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,63,NA,0,0,0,NA,21655,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,2,1750,3,NA,2,2,2,2,3,NA,2,6,2,1,NA,NA,690,758,NA,1,NA,1,1,1,92601,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
2010,BE,5706,2,2010,40,31045,22136,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1973,0,0,0,NA,149,NA,0,0,0,NA,8909,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,3000,3,NA,2,1,2,1,1,NA,2,6,1,1,NA,NA,1571.16,1917.75,NA,1,NA,1,1,1,603401,243802,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5715,1,2010,16,127025,110505,16372,16372,NA,NA,NA,NA,NA,NA,NA,NA,16372,0,0,0,0,NA,68,NA,0,0,0,NA,16520,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,7500,3,NA,2,1,2,2,1,NA,1,6,2,1,NA,NA,623.17,0,NA,1,NA,1,NA,2,901702,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-2
2010,BE,5721,1,2010,17,12799,12731,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,67,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,3,6000,3,NA,2,2,2,1,2,NA,2,6,2,1,NA,NA,184.81,1356,NA,1,NA,1,1,1,46401,164902,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5757,2,2010,15,41772,36723,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,970,NA,0,0,0,NA,5049,NA,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,5750,3,NA,2,2,2,2,1,NA,2,6,2,1,NA,NA,304.09,202,NA,1,NA,1,1,1,NA,323902,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5798,2,2010,38,37174,35959,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1215,NA,NA,3,NA,NA,NA,NA,1,1,2,1,1,1,1,1,5,3000,3,3,2,2,2,2,2,NA,1,3,2,1,NA,NA,591,0,NA,1,NA,1,NA,1,341301,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5803,2,2010,18,67957,67562,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,394,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,1000,3,2,2,2,1,2,3,NA,1,6,1,1,NA,NA,1571.16,0,NA,1,NA,1,1,4,105201,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-5
2010,BE,5808,2,2010,18,25178,24955,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,15158,0,0,0,NA,0,NA,0,0,0,NA,223,NA,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,1,2000,3,NA,2,1,2,2,1,NA,1,5,2,1,541,NA,338,0,NA,1,NA,1,1,1,537601,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-4
2010,BE,5818,2,2010,31,12296,3950,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,8,NA,0,0,0,NA,8346,NA,NA,3,NA,1,NA,NA,1,1,1,1,1,1,1,3,2,NA,3,1,2,2,2,2,3,NA,3,6,2,1,NA,NA,387,0,NA,1,NA,1,NA,1,17801,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5825,3,2010,17,13957,11163,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2793,NA,NA,3,NA,3,NA,NA,1,1,2,1,1,1,1,1,2,6500,3,NA,2,2,2,2,1,NA,2,6,1,1,950,NA,415.07,0,NA,1,NA,1,1,1,895501,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-3
2010,BE,5834,2,2010,8,21981,21957,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,70,NA,0,0,1,NA,22,NA,NA,3,NA,3,NA,3,1,1,1,3,1,1,3,1,4,2550,3,NA,2,2,2,2,1,NA,2,6,2,1,470,NA,518.7,0,NA,1,NA,1,NA,1,691101,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BE10,BE10-1
