HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HS010,HS011,HS020,HS021,HS030,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH020,HH030,HH040,HH050,HH060,HH061,HH070,HH080,HH081,HH090,HH091,MI010,MI020,MI025,MI026,MI030,MI040,MI045,MI046,MI050,MI051,MI052,MI053,MI054,MI055,MI056,MI057,MI058,MI060,MI065,MI066,MI075,MI076,MI085,MI086,MI090,MI095,MI100,MI110,MI111,MI112,MI113,MI114,MI120,MI121,MI122,MI123,MI124,MI125,HX040,HX050,HX090,HX080,HX060,HX070,HX120,HX010,DB040,NR_ITW
2008,BE,20181,2,2008,11,63020,62327,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10889,NA,0,0,0,NA,693,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,4000,3,NA,2,2,2,2,4,1,6,2,1,NA,NA,1616.4,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20182,2,2008,22,20111,17764,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1235,NA,0,0,0,NA,2347,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,1200,1,NA,2,2,2,2,2,1,6,2,2,NA,NA,774.04,1,NA,NA,NA,1,2,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20184,3,2008,14,77094,72254,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6838,NA,0,0,0,NA,4840,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,1200,3,NA,2,2,2,2,3,1,6,2,1,NA,NA,532.35,2,NA,1,NA,1,2,NA,NA,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20189,2,2008,19,48433,24935,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,223,NA,0,0,495,NA,23002,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,3700,3,NA,2,1,1,2,2,1,6,2,1,250,NA,344,1,NA,1,NA,1,2,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20242,2,2008,19,63016,43065,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,84,NA,0,0,0,NA,19951,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,1500,3,NA,2,2,1,2,1,1,5,1,1,NA,NA,795.36,NA,NA,NA,NA,1,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20245,4,2008,10,15763,12854,0,0,NA,NA,NA,NA,NA,NA,NA,0,901,0,0,0,NA,56,NA,0,0,0,NA,2909,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,2,1800,1,NA,2,2,2,2,2,2,6,2,1,NA,NA,828.01,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20246,2,2008,NA,18972,10989,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3199,NA,0,0,0,NA,7983,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,8000,1,3,2,2,2,2,3,2,5,2,1,NA,NA,1386,1,NA,1,NA,1,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-1
2008,BE,20247,3,2008,20,254150,250094,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,4056,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,2200,1,3,2,2,2,2,1,1,5,2,1,NA,NA,313.78,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20283,3,2008,24,25549,7003,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,411,NA,0,0,0,NA,18547,NA,NA,NA,3,NA,NA,2,2,2,1,1,1,1,1,3,2000,2,NA,2,1,2,2,3,1,6,2,1,NA,NA,984,NA,NA,1,NA,1,1,2,NA,1,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20289,2,2008,29,59049,21876,0,0,NA,NA,NA,NA,NA,NA,NA,0,4666,22633,0,0,NA,11,NA,0,0,0,NA,37174,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,2000,3,NA,2,2,2,2,1,1,6,1,1,250,NA,289.93,1,NA,1,NA,1,2,NA,NA,1,1,NA,NA,2,2,NA,NA,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1.3,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20325,2,2008,8,27001,-2286,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,864,NA,0,0,0,NA,29287,NA,3,NA,3,NA,3,1,1,2,1,1,3,1,2,3,1800,2,1,2,2,2,2,1,2,4,2,1,NA,NA,210.33,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-1
2008,BE,20330,2,2008,37,40453,37867,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,939,NA,0,0,0,NA,2585,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,4,2200,3,NA,2,1,2,1,1,1,6,2,1,NA,NA,289.93,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20388,2,2008,14,25619,22678,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2941,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,1,2000,1,3,2,1,2,2,2,1,6,2,1,600,NA,828.01,1,NA,1,NA,1,2,2,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20402,2,2008,8,36979,26801,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3275,NA,0,0,0,NA,10178,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,3,NA,2,2,1,2,3,1,6,2,1,NA,NA,804.4,1,NA,NA,NA,1,2,NA,NA,1,2,NA,NA,2,NA,NA,NA,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20448,2,2008,23,26952,23485,0,0,NA,NA,NA,NA,NA,NA,NA,0,1452,0,0,0,NA,427,NA,0,0,438,NA,3029,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,3500,3,NA,2,2,1,2,2,2,6,2,1,NA,NA,1383.59,1,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20451,2,2008,16,59758,45050,0,0,NA,NA,NA,NA,NA,NA,NA,0,1851,0,0,0,NA,123,NA,0,0,0,NA,14708,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2200,1,NA,2,2,2,2,2,1,NA,2,1,NA,NA,246.55,1,NA,1,NA,1,2,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20466,3,2008,23,65458,61690,2902,2902,NA,NA,NA,NA,NA,NA,NA,2902,0,0,0,0,NA,93,NA,0,0,0,NA,3768,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,NA,1,NA,2,2,2,2,1,1,5,2,1,NA,NA,313.78,1,NA,1,NA,1,2,NA,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20514,2,2008,52,73898,71135,0,0,NA,NA,NA,NA,NA,NA,NA,0,27861,0,0,1935,NA,0,NA,0,0,4171,NA,-1409,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,1,3,2,2,2,1,4,2,5,2,1,NA,NA,1616.4,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20554,2,2008,5,53534,42036,0,0,NA,NA,NA,NA,NA,NA,NA,0,6645,0,0,0,NA,0,NA,0,0,0,NA,11498,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,6,3000,3,NA,2,2,2,2,2,1,6,2,1,NA,NA,1858.3,1,NA,1,NA,1,2,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20574,2,2008,15,10925,10834,0,0,NA,NA,NA,NA,NA,NA,NA,0,876,0,0,0,NA,3610,NA,0,0,0,NA,91,NA,NA,NA,3,NA,NA,1,1,1,1,3,1,1,1,4,3000,3,NA,2,1,2,2,1,1,4,2,1,NA,NA,1100.16,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-1
2008,BE,20585,2,2008,16,41231,26233,0,0,NA,NA,NA,NA,NA,NA,NA,0,2500,0,0,0,NA,278,NA,0,0,0,NA,14998,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2800,3,NA,2,2,1,2,3,2,6,2,1,999,NA,1386,1,NA,1,NA,1,2,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20587,2,2008,3,30174,17354,0,0,NA,NA,NA,NA,NA,NA,NA,0,1181,0,0,0,NA,51,NA,0,0,0,NA,12819,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,2000,3,NA,2,1,2,1,2,4,6,2,1,NA,NA,438.22,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20592,2,2008,11,157198,141665,0,0,NA,NA,NA,NA,NA,NA,NA,0,845,0,0,76990,NA,8,NA,0,0,0,NA,15533,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,4000,3,NA,2,2,2,2,4,1,6,2,1,1150,NA,410.41,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20595,2,2008,17,44697,38464,0,0,NA,NA,NA,NA,NA,NA,NA,0,895,0,0,0,NA,14,NA,0,0,0,NA,6234,NA,3,NA,3,NA,3,2,1,1,1,1,1,3,1,2,1400,3,NA,2,2,1,1,2,2,6,2,1,378,NA,641.68,1,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20622,2,2008,17,96264,93983,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2281,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,6,1200,3,NA,2,2,2,2,2,1,3,2,1,NA,NA,529.06,1,NA,1,NA,1,2,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20625,4,2008,13,85194,73903,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,213,NA,0,0,0,NA,11291,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,3,1500,2,NA,2,1,2,2,2,1,6,2,1,1150,NA,554.53,NA,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20626,2,2008,13,309561,270754,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,174,NA,0,0,0,NA,38807,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,3,NA,2,2,2,2,1,1,6,2,1,NA,NA,245.1,1,NA,1,NA,1,2,NA,NA,1,2,NA,NA,2,2,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20632,2,2008,14,41375,19588,0,0,NA,NA,NA,NA,NA,NA,NA,0,1386,0,0,0,NA,254,NA,0,0,32898,NA,-11111,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,2000,3,NA,2,2,2,2,2,1,6,2,1,NA,NA,1616.4,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20639,2,2008,22,54683,30024,2660,2660,NA,NA,NA,NA,NA,NA,NA,2660,0,0,0,0,NA,831,NA,0,0,0,NA,24659,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,5,8000,1,NA,2,1,1,2,3,1,6,1,1,1150,NA,533.31,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20644,2,2008,15,35167,-195,0,0,NA,NA,NA,NA,NA,NA,NA,0,1478,0,0,0,NA,167,NA,0,0,0,NA,35361,NA,3,NA,3,NA,3,1,1,1,1,1,1,1,1,3,4000,3,NA,2,1,1,2,1,2,3,2,1,NA,NA,1386,NA,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20646,3,2008,16,68353,57780,422,422,NA,NA,NA,NA,NA,NA,NA,422,4772,0,0,0,NA,55,NA,0,0,0,NA,10574,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,1,1,1,2,6,2,1,999,NA,1304.17,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20648,2,2008,26,115914,89842,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4621,NA,0,0,0,NA,26072,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,4,6000,3,NA,2,2,2,2,3,1,5,1,1,NA,NA,410.41,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20691,3,2008,12,41467,40907,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,244,NA,0,0,0,NA,559,NA,NA,NA,3,NA,3,1,1,1,1,1,1,1,1,5,3500,3,NA,2,2,2,2,1,1,6,1,1,NA,NA,999.9,1,NA,1,NA,1,2,NA,NA,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20692,3,2008,30,143972,143885,0,0,NA,NA,NA,NA,NA,NA,NA,0,1028,0,0,93672,NA,9,NA,0,0,0,NA,87,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,6000,3,NA,2,2,2,2,1,2,3,2,1,999,NA,1386,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20698,2,2008,18,48168,20466,0,0,NA,NA,NA,NA,NA,NA,NA,0,532,0,0,0,NA,0,NA,0,0,0,NA,27702,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,3500,1,NA,2,1,2,2,1,1,NA,1,1,700,NA,289.93,NA,NA,1,NA,1,2,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-5
2008,BE,20706,3,2008,26,69976,34988,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,207,NA,0,0,0,NA,34988,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,2200,3,NA,2,2,2,2,1,1,3,2,1,NA,NA,1024.33,1,NA,1,NA,1,2,NA,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20716,2,2008,16,86305,69411,0,0,NA,NA,NA,NA,NA,NA,NA,0,2796,0,0,0,NA,962,NA,0,0,0,NA,16894,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,3500,3,NA,2,2,2,2,3,1,6,2,1,NA,NA,727.51,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,8,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20736,2,2008,34,101454,134262,0,0,NA,NA,NA,NA,NA,NA,NA,0,410,0,0,0,NA,144,NA,0,0,0,NA,-32808,NA,1,NA,3,NA,NA,2,1,1,1,1,1,1,1,4,1650,2,NA,2,2,2,1,1,1,5,2,1,NA,NA,379.7,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-4
2008,BE,20760,2,2008,8,25878,17357,3815,3815,NA,NA,NA,NA,NA,NA,NA,3815,0,0,0,0,NA,1192,NA,0,0,0,NA,8520,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,5000,3,NA,2,2,1,2,3,1,5,2,1,NA,NA,1383.59,1,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20765,3,2008,23,84285,52082,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,21578,0,0,NA,301,NA,0,0,0,NA,32203,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,5000,3,3,2,2,2,1,4,2,3,2,1,NA,NA,727.51,1,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20770,2,2008,15,44845,43425,0,0,NA,NA,NA,NA,NA,NA,NA,0,867,0,0,0,NA,3570,NA,0,0,0,NA,1420,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,6,NA,3,3,2,2,2,2,2,1,6,2,1,1622.52,NA,435.62,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20774,2,2008,64,77486,47292,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,216,NA,0,0,0,NA,30194,NA,NA,NA,3,NA,3,2,1,1,1,1,1,1,1,5,1850,2,NA,2,1,2,1,1,4,3,2,1,NA,NA,438.22,1,NA,1,NA,1,2,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20821,2,2008,14,47590,44830,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,76,NA,0,0,0,NA,2760,NA,2,NA,3,NA,3,1,1,1,1,1,1,1,1,6,1250,3,1,2,2,2,2,3,1,6,1,2,NA,NA,223.45,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-2
2008,BE,20859,2,2008,23,61434,59717,0,0,NA,NA,NA,NA,NA,NA,NA,0,525,0,0,0,NA,2516,NA,0,0,0,NA,1717,NA,NA,NA,3,NA,NA,1,1,1,1,1,1,1,1,4,8000,3,NA,2,2,2,2,1,1,5,2,1,NA,NA,438.22,1,NA,1,NA,1,2,NA,NA,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-3
2008,BE,20864,2,2008,10,104092,95154,0,0,NA,NA,NA,NA,NA,NA,NA,0,16974,0,0,0,NA,765,NA,0,0,0,NA,8939,NA,3,NA,3,NA,NA,1,1,1,1,1,1,1,1,5,2000,2,NA,2,2,2,2,1,1,6,2,1,810,NA,1386,1,NA,1,NA,1,2,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,BE21,BE21-4
