HB010,HB020,HB030,HB050,HB060,HB100,HY010,HY020,HY022,HY023,HY025,HY030N,HY081N,HY100N,HY131N,HY145N,HY170N,HY030G,HY040G,HY050G,HY060G,HY070G,HY080G,HY081G,HY090G,HY100G,HY110G,HY120G,HY130G,HY131G,HY140G,HY170G,HS011,HS021,HS031,HS040,HS050,HS060,HS070,HS080,HS090,HS100,HS110,HS120,HS130,HS140,HS150,HS160,HS170,HS180,HS190,HH010,HH021,HH030,HH040,HH050,HH060,HH061,HH070,HH071,HH081,HH091,HX010,HX040,HX050,HX060,HX070,HX080,HX090,HX120,HC010,HC020,HC030,HC040,HC050,HC060,HC070,HC080,HC090,HC100,HC110,HC120,HC130,HC140,HC150,HC160,DB040,NR_ITW
2012,BE,14101,1,2012,32,61046,53210,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,333,NA,0,0,0,NA,7837,NA,NA,3,3,1,1,1,1,1,1,1,1,3,2000,1,NA,1,2,1,1,3,1,3,2,2,NA,NA,422.55,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,80,1,1,1,1,1,4,3,4,3,2,3,NA,3,NA,BE21,BE21-3
2012,BE,14108,2,2012,48,21879,15737,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,6142,NA,NA,3,3,1,1,1,1,1,1,1,1,6,2000,3,NA,2,2,2,2,1,1,6,2,1,NA,NA,486.79,307.2,1,1,NA,1,1,NA,NA,NA,NA,NA,2,180,1,1,1,1,1,4,2,4,3,3,4,NA,2,NA,BE21,BE21-3
2012,BE,14126,2,2012,20,96529,86257,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3679,NA,0,0,0,NA,10272,NA,NA,3,NA,1,1,1,1,1,1,1,2,6,2500,2,NA,2,2,1,1,4,3,6,2,1,NA,NA,165.17,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,86,1,1,1,1,1,3,2,1,2,3,3,NA,3,NA,BE21,BE21-4
2012,BE,14142,1,2012,23,1054,165,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,148,NA,0,0,0,NA,889,NA,NA,3,3,1,1,2,1,1,1,1,1,4,1400,3,NA,2,2,2,2,3,2,4,1,1,300,NA,294.67,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,100,1,1,1,1,2,3,3,3,2,2,3,3,3,NA,BE21,BE21-2
2012,BE,14147,4,2012,26,17344,5173,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,12172,NA,NA,3,3,1,1,1,1,1,1,1,1,3,2100,1,NA,2,1,2,2,3,4,6,2,1,NA,NA,287,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,2,1,1,3,4,3,4,3,3,NA,3,NA,BE21,BE21-3
2012,BE,14155,2,2012,16,15868,6201,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,2874,NA,6793,NA,1,3,NA,1,2,1,1,1,1,1,1,5,3000,1,1,2,2,1,2,1,1,5,2,1,NA,NA,598.67,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,1,1,1,1,2,4,3,1,4,3,NA,3,NA,BE21,BE21-3
2012,BE,14163,2,2012,28,0,-1586,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1586,NA,NA,2,NA,2,1,1,1,1,1,1,1,4,3000,3,NA,2,2,2,2,2,3,3,1,1,NA,NA,525.67,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,160,1,1,2,2,1,4,3,3,3,4,4,NA,2,NA,BE21,BE21-5
2012,BE,14182,2,2012,20,38922,34530,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3827,NA,0,0,0,NA,4392,NA,3,3,NA,1,1,1,1,1,1,1,1,4,8000,2,NA,2,2,2,2,1,1,6,2,1,NA,NA,353.17,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,280,NA,1,NA,1,1,4,3,3,3,3,3,NA,3,NA,BE21,BE21-2
2012,BE,14184,2,2012,9,7050,6068,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1297,NA,0,NA,0,0,0,NA,982,NA,3,3,3,2,1,1,1,3,1,1,2,5,2750,1,1,1,2,2,2,1,3,4,2,1,NA,NA,427,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,1,2,1,4,3,3,4,3,2,NA,3,NA,BE21,BE21-3
2012,BE,14194,2,2012,13,16691,14891,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,1800,NA,NA,2,NA,2,1,2,1,1,1,1,1,6,3000,3,1,2,2,2,1,4,2,5,2,1,NA,NA,384,307.2,1,1,NA,1,1,NA,NA,NA,NA,NA,2,56,1,1,1,1,1,2,4,3,2,3,3,NA,3,NA,BE21,BE21-4
2012,BE,14240,2,2012,49,17131,17116,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,31,NA,0,0,0,NA,14,NA,3,3,NA,2,1,1,1,1,1,1,1,5,2000,2,3,2,2,1,1,1,3,5,2,1,NA,NA,507.78,409.54,1,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,1,1,1,1,4,3,3,4,4,3,4,3,NA,BE21,BE21-4
2012,BE,14261,1,2012,13,22467,20523,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,112,NA,0,0,0,NA,1944,NA,3,3,3,2,1,1,1,1,1,1,1,5,4500,3,NA,2,2,2,2,1,3,6,1,1,NA,NA,929.8,229.53,1,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,4,3,4,3,4,3,3,3,NA,BE21,BE21-2
2012,BE,14270,1,2012,25,25082,17680,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5,NA,0,0,0,NA,7402,NA,3,3,3,1,1,1,1,1,1,1,1,5,2000,3,3,2,2,2,2,1,3,6,2,2,NA,NA,451,2185,1,1,NA,1,1,NA,NA,NA,NA,NA,2,175,1,1,1,1,1,4,2,3,3,2,3,NA,3,NA,BE21,BE21-4
2012,BE,14273,2,2012,13,21268,13770,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,7498,NA,NA,3,NA,1,1,2,1,1,1,1,2,4,3500,3,NA,2,2,1,2,1,1,6,1,1,NA,NA,647.67,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,60,NA,1,1,1,1,4,3,4,4,4,3,NA,3,NA,BE21,BE21-3
2012,BE,14276,2,2012,13,31,-682,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,31,NA,0,0,212,NA,500,NA,3,3,NA,1,1,2,1,1,1,1,1,4,3500,3,NA,2,2,2,2,2,2,5,2,1,NA,NA,853.98,606.54,1,1,NA,1,1,NA,NA,NA,NA,NA,2,100,1,2,1,1,1,4,3,3,3,4,3,NA,3,NA,BE21,BE21-4
2012,BE,14283,2,2012,11,42783,39516,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,318,NA,0,0,0,NA,3266,NA,3,3,3,1,1,1,1,1,1,1,2,5,500,3,NA,2,2,1,2,1,1,6,2,1,NA,NA,476.67,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,140,1,1,1,1,2,3,3,4,3,2,4,NA,3,NA,BE21,BE21-3
2012,BE,14333,2,2012,27,73594,61377,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,127,NA,0,0,0,NA,12218,NA,3,3,3,2,1,1,1,1,3,3,1,6,2000,3,NA,2,2,1,1,2,1,4,2,2,NA,NA,442.25,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,1,1,1,4,4,3,3,2,3,NA,3,NA,BE21,BE21-4
2012,BE,14374,3,2012,20,37071,36800,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,271,NA,3,3,NA,1,1,2,1,1,1,1,1,6,4200,2,1,1,2,2,2,1,1,NA,1,1,600,NA,513.63,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,1,1,1,2,3,3,3,3,4,3,NA,BE21,BE21-3
2012,BE,14417,2,2012,9,40618,25579,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,339,NA,0,0,0,NA,15039,NA,3,3,NA,1,1,1,1,1,1,1,1,4,2500,3,NA,2,2,1,2,1,3,6,2,1,NA,NA,368.33,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,250,1,1,NA,2,2,4,4,2,3,4,4,NA,2,NA,BE21,BE21-5
2012,BE,14447,3,2012,35,14118,14080,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,38,NA,1,3,3,1,1,1,1,1,3,1,1,4,1500,3,NA,2,2,2,2,1,1,5,2,1,NA,NA,569,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,1,1,1,4,3,4,4,2,3,4,3,NA,BE21,BE21-5
2012,BE,14469,2,2012,17,25077,39515,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-14438,NA,3,3,NA,1,1,1,1,1,1,1,1,4,6500,3,NA,2,1,2,2,1,1,6,2,2,NA,NA,949.11,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,184,1,1,1,1,1,3,3,3,3,4,3,NA,3,NA,BE21,BE21-3
2012,BE,14475,3,2012,53,30982,29515,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,852,NA,0,0,0,NA,1467,NA,3,3,3,1,1,1,1,1,1,1,1,6,5000,3,NA,2,2,1,2,2,1,3,2,1,850,NA,749.4,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,3,1,1,4,1,3,2,2,4,NA,3,NA,BE21,BE21-4
2012,BE,14512,2,2012,20,18849,7783,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2474,NA,0,NA,0,0,0,NA,11065,NA,3,3,3,2,1,2,1,2,1,1,1,6,1200,1,NA,1,2,2,2,1,3,6,2,1,NA,NA,571,286.18,1,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,4,4,3,3,4,4,NA,3,NA,BE21,BE21-4
2012,BE,14522,3,2012,23,0,-22949,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,22949,NA,NA,3,3,1,1,1,1,1,1,1,1,5,2500,1,NA,2,2,2,2,2,1,6,2,1,NA,NA,548.92,1031.59,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,1,1,2,1,2,4,2,4,2,4,NA,3,NA,BE21,BE21-4
2012,BE,14578,2,2012,38,90788,89706,57043,57043,NA,NA,NA,NA,NA,NA,NA,NA,57043,0,0,0,0,NA,634,NA,0,0,0,NA,1083,NA,NA,3,NA,2,1,1,1,1,1,3,1,1,NA,1,NA,2,2,1,2,2,1,6,2,1,NA,NA,425.14,1610.62,1,1,NA,1,1,NA,NA,NA,NA,NA,2,155,1,1,1,1,1,4,4,3,3,4,3,NA,3,NA,BE21,BE21-5
2012,BE,14619,2,2012,7,40030,31523,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,9227,NA,2799,NA,0,0,0,NA,8507,NA,NA,3,NA,1,1,1,1,1,1,1,2,5,3000,1,NA,2,2,1,2,1,3,4,2,1,700,NA,904,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,180,1,1,1,1,1,4,4,2,3,2,3,NA,3,NA,BE21,BE21-5
2012,BE,14621,3,2012,20,60426,54450,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,408,NA,0,0,0,NA,5976,NA,NA,3,NA,1,1,2,1,1,1,1,1,2,2000,1,3,2,1,2,2,1,1,4,2,1,550,NA,536.14,906.35,1,1,NA,1,1,NA,NA,NA,NA,NA,2,130,1,1,1,1,1,3,3,2,2,3,2,3,3,NA,BE21,BE21-3
2012,BE,14680,2,2012,16,56,-9032,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,56,NA,0,0,0,NA,9088,NA,3,3,3,2,1,1,1,1,1,1,1,5,2000,1,NA,2,2,2,1,4,3,6,2,1,400,NA,597,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,1,80,1,2,1,1,1,3,3,3,3,2,4,NA,3,NA,BE21,BE21-3
2012,BE,14681,2,2012,17,15637,14688,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1075,0,NA,6,NA,0,0,0,NA,949,NA,3,3,NA,1,1,1,1,1,1,1,1,5,2000,3,NA,2,2,2,2,2,3,4,2,1,NA,NA,351,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,120,1,1,1,1,1,3,4,3,2,3,3,NA,3,NA,BE21,BE21-5
2012,BE,14737,2,2012,21,20565,5684,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,17,NA,0,0,10528,NA,4353,NA,3,3,NA,1,1,1,1,1,1,1,1,1,2500,1,1,2,2,2,2,1,2,6,1,1,NA,NA,548.92,4771.17,1,1,NA,1,1,NA,NA,NA,NA,NA,2,130,1,1,1,1,1,3,4,3,3,4,3,NA,3,NA,BE21,BE21-1
2012,BE,14741,2,2012,17,19679,30445,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,320,NA,0,0,0,NA,-10766,NA,3,3,3,1,1,1,1,1,3,1,1,6,2000,3,NA,1,2,2,1,3,1,6,2,2,NA,NA,425.14,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,35,1,1,1,1,1,4,2,4,3,2,4,NA,3,NA,BE21,BE21-5
2012,BE,14773,2,2012,10,31483,8207,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,44,NA,0,0,0,NA,23277,NA,3,3,3,1,1,1,1,1,1,1,1,5,2500,3,NA,2,2,2,2,2,1,6,2,1,NA,NA,386.92,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,83,1,1,1,2,1,4,3,3,4,3,4,NA,3,NA,BE21,BE21-5
2012,BE,14775,2,2012,26,28974,19063,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,9911,NA,NA,3,NA,1,1,1,1,1,3,1,1,6,3000,2,NA,2,2,2,2,1,2,6,2,2,NA,NA,508,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,110,1,1,1,1,1,4,4,3,3,3,3,NA,3,NA,BE21,BE21-5
2012,BE,14788,4,2012,15,24140,11587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,52,NA,0,0,0,NA,12553,NA,NA,3,NA,2,1,1,1,1,1,1,1,4,3000,3,NA,2,2,2,2,1,1,3,2,2,NA,NA,354.75,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,123,1,1,1,1,1,4,4,3,2,2,3,3,3,NA,BE21,BE21-2
2012,BE,14799,1,2012,23,6807,6744,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3,NA,0,0,0,NA,63,NA,2,3,NA,1,1,2,1,1,1,1,1,3,1700,1,NA,2,2,2,2,2,1,4,1,1,NA,NA,307,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,260,1,1,1,1,1,3,4,3,3,3,3,NA,3,NA,BE21,BE21-4
2012,BE,14804,4,2012,8,19520,4203,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,115,NA,0,0,0,NA,15317,NA,NA,3,3,1,1,1,1,1,1,1,1,5,5280,1,3,2,2,2,2,2,2,6,2,1,NA,NA,350.4,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,80,1,1,1,1,1,4,4,4,4,2,3,NA,3,NA,BE21,BE21-4
2012,BE,14812,3,2012,27,20205,20188,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,16,NA,NA,3,NA,1,1,1,1,1,1,1,1,1,7000,2,2,2,2,2,2,2,3,6,2,1,NA,NA,809,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,1,1,4,4,3,3,4,4,NA,2,NA,BE21,BE21-3
2012,BE,14829,2,2012,24,17698,8782,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,999,NA,0,0,0,NA,8916,NA,3,2,NA,1,1,1,1,1,1,1,1,5,NA,1,NA,2,2,1,1,2,2,6,2,2,475,NA,459.13,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,75,1,1,1,2,1,4,3,2,3,NA,3,NA,3,NA,BE21,BE21-1
2012,BE,14849,2,2012,12,23628,20651,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,213,NA,0,0,0,NA,2976,NA,3,1,NA,1,1,1,1,1,1,1,1,4,3000,3,NA,2,2,2,2,1,2,6,2,1,NA,NA,304.38,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,2,1,4,3,1,4,3,3,NA,3,NA,BE21,BE21-3
2012,BE,14892,3,2012,24,14911,16018,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,28,NA,0,0,0,NA,-1106,NA,NA,3,3,1,2,1,1,1,1,1,3,4,10000,3,NA,2,1,2,2,2,2,6,2,1,250,NA,810.04,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,1,1,4,3,3,2,4,3,4,3,NA,BE21,BE21-2
2012,BE,14899,1,2012,31,22096,18791,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,236,NA,0,0,0,NA,3305,NA,3,3,NA,1,1,1,1,1,1,1,1,4,3500,1,NA,2,2,1,2,4,1,6,1,1,NA,NA,896,286.18,1,1,NA,1,1,NA,NA,NA,NA,NA,1,200,1,1,1,1,1,3,2,3,2,3,3,4,3,NA,BE21,BE21-4
2012,BE,14905,2,2012,19,15,51,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,15,NA,0,0,0,NA,-37,NA,NA,3,NA,2,1,1,1,1,1,1,1,5,300,2,NA,1,2,2,2,2,3,4,2,1,NA,NA,453.5,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,50,1,1,1,1,1,3,2,3,3,1,4,NA,1,NA,BE21,BE21-1
2012,BE,14906,2,2012,15,46989,33448,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,284,NA,0,0,13541,NA,0,NA,NA,3,3,1,1,1,1,1,1,1,1,5,2000,1,NA,2,NA,2,2,2,1,6,2,1,NA,NA,353.17,599.55,1,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,4,4,3,3,3,4,NA,3,NA,BE21,BE21-2
2012,BE,14909,2,2012,27,8568,5712,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2857,NA,3,2,NA,1,1,1,1,1,1,1,1,1,4000,3,3,2,2,2,2,1,4,6,2,1,NA,NA,450.66,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,200,1,1,1,1,1,2,3,2,3,4,3,NA,3,NA,BE21,BE21-2
2012,BE,14924,2,2012,16,19294,16706,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,88,NA,0,0,0,NA,2588,NA,NA,3,NA,1,1,1,1,1,1,1,1,2,2800,2,NA,2,1,1,2,3,3,3,2,1,NA,NA,131.53,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,81,1,1,1,1,1,4,3,2,4,3,3,NA,3,NA,BE21,BE21-1
2012,BE,14952,2,2012,14,29491,23499,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1497,0,NA,9,NA,0,0,0,NA,5993,NA,NA,3,3,2,1,1,1,1,2,1,1,5,2500,3,NA,2,2,2,2,1,2,4,2,1,NA,NA,1146,1154.13,1,1,NA,1,1,NA,NA,NA,NA,NA,2,180,1,1,1,1,1,3,3,3,3,3,3,NA,3,NA,BE21,BE21-2
2012,BE,14965,2,2012,7,5966,5919,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,145,NA,0,0,0,NA,47,NA,NA,3,NA,1,1,1,1,1,1,1,2,5,2000,1,1,2,2,2,2,4,1,6,2,1,NA,NA,281.04,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,130,1,1,1,1,2,4,2,3,3,3,4,4,3,NA,BE21,BE21-2
2012,BE,15001,1,2012,11,12510,12294,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,172,NA,0,0,0,NA,215,NA,NA,3,NA,1,1,1,3,1,1,1,1,5,1500,2,NA,1,2,1,2,2,2,6,1,1,NA,NA,1320,356.6,1,1,NA,1,1,NA,NA,NA,NA,NA,2,80,1,2,2,1,1,4,3,3,4,3,3,NA,3,NA,BE21,BE21-2
2012,BE,15012,3,2012,24,45051,-18978,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,45,NA,0,0,0,NA,64029,NA,3,NA,NA,2,1,1,1,1,3,1,1,5,2000,1,NA,2,1,2,2,1,1,5,2,1,600,NA,337,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,180,1,1,1,1,1,4,3,3,4,4,4,NA,3,NA,BE21,BE21-2
2012,BE,15025,3,2012,10,15459,9769,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,38,NA,0,0,0,NA,5691,NA,NA,3,NA,1,1,2,1,1,3,1,1,4,3000,3,NA,2,2,2,1,1,2,NA,2,1,NA,NA,390.43,459.05,1,1,NA,1,1,NA,NA,NA,NA,NA,2,190,1,1,1,1,1,3,4,3,4,3,4,3,3,NA,BE21,BE21-3
2012,BE,15034,2,2012,12,32,-362,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,32,NA,0,0,0,NA,394,NA,NA,3,NA,1,1,1,1,1,1,1,1,3,2500,3,NA,2,2,2,2,1,2,6,2,1,NA,NA,420.96,218.14,1,1,NA,1,1,NA,NA,NA,NA,NA,2,350,1,1,1,1,1,4,2,3,2,4,3,NA,3,NA,BE21,BE21-2
2012,BE,15066,2,2012,22,10431,-1899,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,319,NA,0,0,0,NA,12330,NA,3,3,NA,1,1,1,1,1,1,1,1,3,3500,2,NA,2,2,2,2,3,1,6,2,1,NA,NA,875.38,1468.74,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,1,1,1,4,3,4,1,4,2,NA,3,NA,BE21,BE21-4
2012,BE,15068,1,2012,26,15471,15287,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1,NA,0,0,0,NA,184,NA,NA,3,3,1,1,1,1,3,1,1,1,2,2000,1,1,2,2,2,2,1,1,3,2,1,NA,NA,303.8,383.21,1,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,1,1,2,2,2,4,3,3,4,4,3,NA,3,NA,BE21,BE21-2
2012,BE,15076,1,2012,36,41391,-14252,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,55642,NA,3,3,3,1,2,1,1,1,1,1,3,4,2800,3,3,2,2,2,2,2,3,5,2,1,500,NA,907.98,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,74,1,1,1,1,1,4,3,3,2,4,4,NA,3,NA,BE21,BE21-1
2012,BE,15088,2,2012,44,6538,-4814,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,259,NA,0,0,0,NA,11352,NA,3,3,NA,1,2,1,1,1,1,1,1,5,NA,3,NA,2,2,2,2,1,2,6,2,1,NA,NA,941.43,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,2,400,1,1,1,2,1,4,4,3,3,3,4,NA,3,NA,BE21,BE21-2
2012,BE,15115,2,2012,12,29573,27928,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10919,NA,0,0,71,NA,1574,NA,NA,3,NA,1,1,1,1,1,1,3,1,4,3000,2,NA,2,1,2,2,1,1,6,2,1,NA,NA,809,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,130,1,1,1,1,1,4,3,3,3,2,2,NA,2,NA,BE21,BE21-2
2012,BE,15142,2,2012,22,16159,12011,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1442,NA,14,NA,0,0,0,NA,4148,NA,NA,3,NA,1,1,1,1,1,1,1,1,4,2800,1,NA,2,2,2,2,2,1,5,2,2,NA,NA,448.79,997.7,1,1,NA,1,1,NA,NA,NA,NA,NA,2,150,1,1,1,1,1,4,3,3,3,3,3,3,3,NA,BE21,BE21-3
2012,BE,15152,2,2012,9,78096,46448,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,31648,NA,NA,2,NA,1,1,1,1,1,1,1,1,2,3200,1,3,2,2,2,2,2,2,6,2,1,NA,NA,372.2,307.6,1,1,NA,1,1,NA,NA,NA,NA,NA,2,108,1,1,2,2,1,2,2,3,2,3,3,NA,3,NA,BE21,BE21-4
2012,BE,15203,2,2012,38,55982,41400,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,14581,NA,3,3,NA,1,1,1,1,1,1,1,1,2,2500,3,NA,2,2,2,2,2,2,4,2,1,NA,NA,372.2,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,140,1,1,1,1,1,3,4,3,3,4,3,NA,3,NA,BE21,BE21-2
2012,BE,15225,2,2012,21,6959,-704,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,122,NA,0,0,0,NA,7663,NA,3,2,NA,1,1,1,1,1,1,1,1,3,NA,1,NA,2,2,2,2,1,2,6,1,1,NA,NA,532.19,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,450,1,1,1,1,1,3,4,3,4,3,3,4,3,NA,BE21,BE21-3
2012,BE,15250,2,2012,7,41685,54943,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,-13258,NA,NA,3,NA,1,1,2,1,1,1,1,1,6,1500,3,2,2,2,2,2,1,1,5,1,1,NA,NA,324.63,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,2,2,2,3,1,3,4,3,4,3,3,NA,BE21,BE21-2
2012,BE,15258,2,2012,21,15142,12792,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,2350,NA,3,3,NA,1,1,1,1,1,1,1,1,4,3000,2,NA,1,2,2,2,1,3,5,2,1,NA,NA,821,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,2,250,1,1,2,2,1,3,3,3,3,2,3,NA,3,NA,BE21,BE21-1
