PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX010,PX020,PX030,PX040,PX050,PC170,PC180,DB040,NR_ITW
2012,RO,293801,919.298245614035,NA,2,2012,35,1,1956,1,2,3,RO,2,NA,5,1,NA,NA,NA,NA,3,2,60,12,l-n,NA,3,1,2,NA,NA,NA,22,2,1,3,2,NA,2,NA,0,0,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,55,29380,1,2,2,NA,RO12,RO12-2
2012,RO,293802,919.298245614035,NA,2,2012,10,3,1958,2,2,3,RO,2,NA,3,1,NA,NA,2,NA,3,4,48,NA,b-e,NA,13,1,2,2,NA,NA,20,3,2,3,2,NA,1,1,0,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,53,29380,1,6,2,NA,RO12,RO12-2
2012,RO,293803,919.298245614035,NA,2,2012,15,3,1989,1,1,3,RO,2,NA,3,6,NA,1,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,18,3,2,3,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,1,4.2391,22,29380,1,7,2,NA,RO12,RO12-2
2012,RO,293941,919.298245614035,NA,2,2012,15,1,1965,1,5,3,RO,2,NA,3,1,NA,NA,NA,NA,3,8,NA,NA,h,NA,12,1,2,NA,NA,NA,18,1,2,3,2,NA,2,1,0,0,5085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,46,29394,1,6,2,NA,RO12,RO12-4
2012,RO,293942,919.298245614035,NA,2,2012,12,3,1977,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,40,NA,b-e,NA,NA,1,2,NA,NA,NA,17,3,2,3,2,NA,2,NA,0,0,4807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,29394,1,3,2,NA,RO12,RO12-4
2012,RO,294061,919.298245614035,NA,2,2012,25,2,1973,1,2,3,RO,1,3,3,11,NA,2,2,NA,3,7,40,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,38,29406,1,5,2,NA,RO12,RO12-1
2012,RO,294062,919.298245614035,NA,2,2012,15,4,1972,2,2,2,RO,1,3,2,10,NA,2,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,39,29406,1,2,2,NA,RO12,RO12-1
2012,RO,294131,919.298245614035,NA,2,2012,10,2,1952,2,4,3,RO,2,NA,3,7,NA,NA,NA,NA,3,7,56,NA,NA,NA,2,1,2,NA,NA,NA,16,3,2,3,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,0,1,4.2391,59,29413,1,6,2,NA,RO12,RO12-4
2012,RO,294132,919.298245614035,NA,2,2012,5,2,1977,1,2,3,RO,2,NA,3,1,NA,NA,2,NA,3,5,42,20,g,NA,13,1,1,2,NA,NA,26,1,2,3,2,NA,2,NA,0,0,5006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,29413,1,2,2,NA,RO12,RO12-4
2012,RO,294133,919.298245614035,NA,2,2012,20,3,1986,2,1,3,RO,2,NA,5,1,NA,NA,NA,NA,3,3,40,15,b-e,NA,3,1,2,2,NA,NA,21,2,2,3,2,NA,2,NA,0,0,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,25,29413,1,2,2,NA,RO12,RO12-4
2012,RO,295071,919.298245614035,NA,2,2012,20,2,1951,2,2,3,RO,2,NA,3,7,NA,1,2,NA,3,7,30,NA,NA,NA,NA,2,2,2,NA,NA,18,1,2,1,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,0,1,4.2391,60,29507,1,6,2,NA,RO12,RO12-5
2012,RO,295072,919.298245614035,NA,2,2012,20,1,1976,1,2,3,RO,2,NA,3,1,NA,1,2,NA,3,2,40,28,r-u,NA,13,1,2,2,NA,NA,19,2,2,2,1,6,2,NA,0,0,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,35,29507,1,6,2,NA,RO12,RO12-5
2012,RO,295073,919.298245614035,NA,2,2012,30,2,1979,2,2,3,RO,2,NA,5,1,NA,NA,NA,NA,3,5,40,NA,g,NA,NA,1,2,2,NA,NA,19,3,2,3,2,NA,2,NA,0,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,32,29507,1,7,2,NA,RO12,RO12-5
2012,RO,295171,919.298245614035,NA,2,2012,20,4,1978,1,1,3,RO,2,NA,3,1,NA,1,NA,NA,3,3,NA,NA,g,NA,NA,1,2,NA,NA,NA,21,2,2,3,2,NA,2,NA,0,0,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,33,29517,1,2,2,NA,RO12,RO12-4
2012,RO,295172,919.298245614035,NA,2,2012,10,4,1976,2,2,3,RO,2,NA,5,1,NA,NA,2,NA,3,2,40,NA,b-e,NA,10,1,2,NA,NA,NA,21,3,2,3,2,NA,1,NA,0,0,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,35,29517,1,7,2,NA,RO12,RO12-4
2012,RO,295173,919.298245614035,NA,2,2012,30,4,1977,2,2,3,RO,2,3,3,10,NA,NA,2,NA,NA,4,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,29517,1,3,2,NA,RO12,RO12-4
2012,RO,295251,919.298245614035,NA,2,2012,18,3,1962,1,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,8,40,NA,b-e,NA,13,1,2,2,NA,NA,20,2,2,3,2,NA,2,NA,0,0,6382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,49,29525,1,7,2,NA,RO12,RO12-2
2012,RO,295252,919.298245614035,NA,2,2012,15,3,1967,2,2,3,RO,2,NA,3,1,NA,1,NA,NA,3,5,48,NA,i,NA,8,1,2,2,NA,NA,20,3,2,3,2,NA,2,NA,0,0,2196,1198,1198,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,44,29525,1,5,2,NA,RO12,RO12-2
2012,RO,295253,919.298245614035,NA,2,2012,15,4,1991,2,1,3,RO,2,NA,3,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,2,3,2,8,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,20,29525,1,2,2,NA,RO12,RO12-2
2012,RO,295331,919.298245614035,NA,2,2012,15,2,1965,1,2,3,RO,2,NA,5,1,NA,NA,NA,NA,3,5,40,NA,o,NA,12,1,2,2,NA,NA,18,2,2,3,2,NA,2,NA,0,0,1407,1190,1190,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,46,29533,1,NA,2,NA,RO12,RO12-1
2012,RO,295332,919.298245614035,NA,2,2012,30,1,1966,2,2,3,RO,2,NA,NA,10,NA,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,45,29533,1,7,2,NA,RO12,RO12-1
2012,RO,295333,919.298245614035,NA,2,2012,15,3,1987,1,1,3,RO,2,NA,3,1,NA,1,NA,NA,3,7,NA,NA,j,NA,NA,1,2,NA,NA,NA,18,3,2,3,2,NA,2,NA,0,0,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,24,29533,1,6,2,NA,RO12,RO12-1
2012,RO,295651,919.298245614035,NA,2,2012,15,2,1968,1,2,3,RO,2,NA,3,1,NA,1,NA,NA,3,7,40,NA,f,NA,13,1,2,2,NA,NA,23,2,2,3,2,NA,2,NA,0,0,3374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,43,29565,1,6,2,NA,RO12,RO12-1
2012,RO,295652,919.298245614035,NA,2,2012,10,3,1968,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,2,7,40,NA,b-e,NA,13,1,2,2,NA,NA,20,3,2,3,2,NA,2,NA,0,0,5139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,43,29565,1,2,2,NA,RO12,RO12-1
2012,RO,295653,919.298245614035,NA,2,2012,15,1,1993,1,1,3,RO,1,NA,2,6,NA,2,2,NA,3,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,4,2,3,2,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,29565,1,NA,2,NA,RO12,RO12-1
2012,RO,296011,919.298245614035,NA,2,2012,20,1,1943,1,2,3,RO,2,NA,3,7,NA,NA,2,NA,3,7,NA,NA,NA,NA,NA,1,2,NA,NA,NA,17,2,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,2169,0,0,0,0,1,4.2391,68,29601,1,6,2,NA,RO12,RO12-2
2012,RO,296012,919.298245614035,NA,2,2012,10,4,1957,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,4,30,NA,l-n,NA,13,1,2,2,NA,NA,24,1,1,3,2,NA,2,NA,0,0,6198,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,54,29601,1,7,2,NA,RO12,RO12-2
2012,RO,296013,919.298245614035,NA,2,2012,20,3,1992,1,1,3,RO,1,NA,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,19,29601,1,7,2,NA,RO12,RO12-2
2012,RO,296061,919.298245614035,NA,2,2012,30,2,1971,1,2,3,RO,2,NA,3,1,NA,1,NA,NA,3,7,40,NA,f,NA,12,1,2,NA,NA,NA,24,1,2,3,2,NA,2,NA,0,0,8689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,40,29606,1,2,2,NA,RO12,RO12-2
2012,RO,296062,919.298245614035,NA,2,2012,10,4,1973,2,2,3,RO,2,NA,5,1,NA,NA,NA,NA,3,2,40,NA,b-e,NA,13,1,2,1,NA,NA,22,3,2,3,2,NA,2,NA,0,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,38,29606,1,2,2,NA,RO12,RO12-2
2012,RO,296063,919.298245614035,NA,2,2012,30,4,1994,1,1,3,RO,1,NA,2,6,NA,2,2,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,17,29606,1,7,2,NA,RO12,RO12-2
2012,RO,296101,919.298245614035,NA,2,2012,15,3,1969,1,1,3,RO,2,NA,3,1,NA,NA,2,NA,3,7,40,NA,b-e,NA,15,1,2,NA,NA,NA,20,2,2,3,2,NA,2,NA,0,0,4401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,29610,1,6,2,NA,RO12,RO12-4
2012,RO,296102,919.298245614035,NA,2,2012,20,2,1977,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,4,40,NA,q,NA,13,1,2,2,NA,NA,17,1,2,3,2,NA,2,NA,0,0,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,29610,1,6,2,NA,RO12,RO12-4
2012,RO,296311,919.298245614035,NA,2,2012,15,2,1954,1,2,3,RO,2,NA,1,3,NA,NA,NA,NA,3,6,40,NA,a,NA,NA,NA,NA,NA,NA,NA,27,4,2,2,2,NA,1,NA,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,1,4.2391,57,29631,1,2,2,NA,RO12,RO12-2
2012,RO,296312,919.298245614035,NA,2,2012,20,2,1957,2,2,3,RO,2,NA,3,1,NA,NA,2,NA,3,5,NA,NA,l-n,NA,13,1,NA,2,NA,NA,24,1,2,3,2,NA,2,NA,0,0,2485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,54,29631,1,2,2,NA,RO12,RO12-2
2012,RO,296313,919.298245614035,NA,2,2012,20,3,1980,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,5,44,NA,q,NA,13,1,2,NA,NA,NA,20,3,2,3,2,NA,2,NA,0,0,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,31,29631,1,5,2,NA,RO12,RO12-2
2012,RO,296641,919.298245614035,NA,2,2012,10,1,1969,1,2,3,RO,2,NA,3,1,NA,NA,2,NA,3,8,NA,NA,b-e,NA,13,1,2,NA,NA,NA,29,4,2,3,2,1,2,NA,0,0,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,29664,1,6,2,NA,RO12,RO12-1
2012,RO,296642,919.298245614035,NA,2,2012,10,3,1971,2,2,3,RO,2,NA,2,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,40,29664,1,7,2,NA,RO12,RO12-1
2012,RO,296643,919.298245614035,NA,2,2012,15,3,1993,2,1,3,RO,1,NA,2,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,24,4,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,18,29664,1,2,2,NA,RO12,RO12-1
2012,RO,296771,919.298245614035,NA,2,2012,14,1,1965,1,2,3,RO,2,NA,2,1,NA,NA,NA,NA,3,7,40,NA,b-e,NA,NA,1,2,2,NA,2,22,1,2,3,2,NA,2,NA,0,0,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,46,29677,1,7,2,NA,RO12,RO12-4
2012,RO,296772,919.298245614035,NA,2,2012,15,2,1977,2,2,3,RO,2,NA,3,10,NA,2,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,29677,1,3,2,NA,RO12,RO12-4
2012,RO,296901,919.298245614035,NA,2,2012,18,2,1979,2,1,3,RO,2,NA,2,10,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,32,29690,1,2,2,NA,RO12,RO12-5
2012,RO,296941,919.298245614035,NA,2,2012,10,3,1937,1,2,3,RO,2,NA,3,7,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,18,2,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,1810,0,0,0,0,1,4.2391,74,29694,1,2,2,NA,RO12,RO12-2
2012,RO,296942,919.298245614035,NA,2,2012,20,3,1942,2,2,3,RO,2,NA,1,7,NA,NA,NA,NA,3,6,40,NA,NA,NA,15,1,2,2,NA,NA,17,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,2810,0,0,0,0,1,4.2391,69,29694,1,2,2,NA,RO12,RO12-2
2012,RO,296943,919.298245614035,NA,2,2012,10,3,1995,1,NA,3,NA,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,29694,1,6,2,NA,RO12,RO12-2
2012,RO,297191,919.298245614035,NA,2,2012,25,3,1960,1,2,3,RO,2,NA,3,3,NA,NA,NA,NA,2,0 - 1,NA,NA,g,NA,4,1,NA,NA,NA,NA,18,3,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,4.2391,51,29719,1,6,2,7,RO12,RO12-5
2012,RO,297192,919.298245614035,NA,2,2012,10,4,1958,2,2,3,RO,2,NA,3,7,NA,NA,NA,NA,3,4,NA,NA,NA,NA,14,1,2,NA,NA,NA,23,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,2938,0,0,0,0,1,4.2391,53,29719,1,6,2,NA,RO12,RO12-5
2012,RO,297193,919.298245614035,NA,2,2012,25,1,1990,2,1,3,RO,1,5,2,11,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,21,29719,1,3,2,NA,RO12,RO12-5
2012,RO,297441,919.298245614035,NA,2,2012,10,2,1955,1,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,NA,NA,g,NA,12,1,1,2,NA,NA,23,3,2,3,2,NA,2,NA,0,0,4519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,56,29744,1,7,2,NA,RO12,RO12-2
2012,RO,297442,919.298245614035,NA,2,2012,20,1,1957,2,2,3,RO,2,NA,3,1,NA,1,NA,NA,3,5,40,NA,b-e,NA,NA,1,NA,2,NA,NA,NA,3,2,3,2,NA,2,NA,0,0,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,54,29744,1,7,2,NA,RO12,RO12-2
2012,RO,297443,919.298245614035,NA,2,2012,30,3,1981,2,5,3,RO,2,NA,3,1,NA,1,2,NA,1,7,40,20,g,NA,13,1,2,NA,NA,NA,23,1,2,3,2,NA,2,NA,0,0,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,30,29744,1,7,2,NA,RO12,RO12-2
2012,RO,297461,919.298245614035,NA,2,2012,30,3,1953,1,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,NA,NA,b-e,NA,11,1,2,2,NA,NA,19,1,2,3,2,NA,2,NA,0,0,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,58,29746,1,2,2,NA,RO12,RO12-3
2012,RO,297462,919.298245614035,NA,2,2012,25,1,1959,2,2,3,RO,2,NA,1,7,NA,NA,NA,NA,3,5,NA,NA,NA,NA,11,1,2,NA,NA,NA,20,2,2,1,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,0,1,4.2391,52,29746,1,2,2,NA,RO12,RO12-3
2012,RO,297463,919.298245614035,NA,2,2012,15,2,1985,2,2,3,RO,2,5,2,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,2,2,2,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,26,29746,1,2,2,NA,RO12,RO12-3
2012,RO,297691,919.298245614035,NA,2,2012,10,3,1969,1,2,3,RO,2,NA,2,3,NA,1,NA,NA,3,9,40,NA,a,NA,15,1,2,2,NA,NA,20,3,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,3733,0,0,0,0,0,0,0,1,4.2391,42,29769,1,2,2,NA,RO12,RO12-4
2012,RO,297692,919.298245614035,NA,2,2012,19,3,1969,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,4,40,NA,i,NA,11,1,2,NA,NA,NA,20,2,2,3,2,NA,2,NA,0,0,8755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,29769,1,7,2,NA,RO12,RO12-4
2012,RO,297693,919.298245614035,NA,2,2012,40,1,1989,1,1,3,RO,2,NA,2,3,NA,1,2,NA,3,6,NA,NA,a,NA,NA,1,2,NA,NA,NA,18,1,1,1,2,1,2,NA,0,0,0,0,0,0,0,0,1966,0,0,0,0,0,0,0,1,4.2391,22,29769,1,3,1,NA,RO12,RO12-4
2012,RO,297991,919.298245614035,NA,2,2012,25,1,1977,1,1,3,RO,2,NA,2,3,NA,1,NA,NA,3,9,NA,NA,a,NA,NA,1,2,NA,NA,NA,22,2,1,3,2,NA,2,NA,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,1,4.2391,34,29799,1,3,2,NA,RO12,RO12-2
2012,RO,297992,919.298245614035,NA,2,2012,25,1,1975,2,2,3,RO,2,NA,5,1,NA,NA,NA,NA,3,2,48,NA,b-e,NA,11,1,2,2,NA,NA,19,2,2,3,1,NA,2,NA,0,0,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,36,29799,1,6,2,NA,RO12,RO12-2
2012,RO,298001,919.298245614035,NA,2,2012,20,3,1962,2,5,3,RO,2,NA,3,1,NA,1,NA,NA,3,5,NA,NA,g,NA,11,1,2,NA,NA,NA,19,4,2,2,2,NA,2,5,0,0,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,49,29800,1,2,2,NA,RO12,RO12-2
2012,RO,298002,919.298245614035,NA,2,2012,25,3,1992,2,1,3,RO,1,NA,3,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,19,29800,1,2,2,NA,RO12,RO12-2
2012,RO,298003,919.298245614035,NA,2,2012,10,2,1995,1,NA,3,NA,2,3,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,16,29800,1,6,2,NA,RO12,RO12-2
2012,RO,298061,919.298245614035,NA,2,2012,20,3,1961,1,2,3,RO,2,NA,2,1,NA,NA,NA,NA,3,7,40,NA,f,NA,13,1,2,2,NA,NA,26,2,2,3,2,NA,2,NA,0,0,5487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,50,29806,1,2,2,NA,RO12,RO12-4
2012,RO,298062,919.298245614035,NA,2,2012,10,2,1961,2,2,2,RO,2,NA,2,7,NA,2,NA,NA,4,4,35,NA,NA,NA,NA,NA,NA,2,NA,NA,25,2,1,1,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,1,4.2391,50,29806,1,2,2,NA,RO12,RO12-4
2012,RO,298063,919.298245614035,NA,2,2012,25,4,1984,2,2,3,RO,2,NA,3,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,27,29806,1,7,2,NA,RO12,RO12-4
2012,RO,298461,919.298245614035,NA,2,2012,15,3,1969,1,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,48,NA,f,NA,12,1,1,2,NA,NA,22,3,2,3,2,3,2,NA,0,0,8243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,42,29846,1,2,2,NA,RO12,RO12-1
2012,RO,298462,919.298245614035,NA,2,2012,20,3,1977,2,2,3,RO,2,NA,5,1,NA,NA,NA,NA,2,2,48,NA,p,NA,NA,1,2,NA,NA,NA,19,4,2,2,2,NA,2,NA,0,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,29846,1,NA,2,NA,RO12,RO12-1
2012,RO,298651,919.298245614035,NA,2,2012,35,2,1980,1,1,3,RO,2,NA,5,1,NA,NA,2,NA,3,0 - 1,40,NA,g,NA,NA,1,2,2,NA,NA,19,1,2,3,2,NA,2,NA,0,0,6240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,31,29865,1,7,2,NA,RO12,RO12-2
2012,RO,298652,919.298245614035,NA,2,2012,10,4,1984,2,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,40,NA,f,NA,NA,1,2,2,NA,NA,20,2,2,2,2,NA,2,NA,0,0,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,27,29865,1,2,2,NA,RO12,RO12-2
2012,RO,298851,919.298245614035,NA,2,2012,10,2,1958,1,2,3,RO,2,NA,3,1,NA,NA,NA,NA,3,7,40,NA,b-e,NA,12,NA,2,2,NA,NA,22,2,2,3,2,NA,2,NA,0,0,7852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,53,29885,1,6,2,NA,RO12,RO12-2
2012,RO,298852,919.298245614035,NA,2,2012,20,3,1961,2,2,3,RO,2,NA,2,7,NA,1,2,NA,3,8,NA,20,NA,NA,NA,NA,2,NA,NA,NA,18,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,1394,0,0,0,0,1,4.2391,50,29885,1,2,2,NA,RO12,RO12-2
2012,RO,298853,919.298245614035,NA,2,2012,15,4,1991,1,1,3,RO,2,NA,1,5,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,20,29885,1,6,2,NA,RO12,RO12-2
2012,RO,299001,919.298245614035,NA,2,2012,25,1,1977,1,2,3,RO,2,NA,4,1,NA,NA,NA,NA,2,3,40,NA,g,NA,2,1,2,2,NA,NA,18,2,2,3,2,NA,2,NA,0,0,4685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,34,29900,1,6,2,NA,RO12,RO12-2
2012,RO,299002,919.298245614035,NA,2,2012,30,3,1978,2,2,3,RO,2,NA,5,1,NA,NA,2,NA,3,2,NA,NA,l-n,NA,NA,1,NA,NA,NA,NA,18,2,1,1,2,NA,2,5,0,0,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,33,29900,1,6,2,1,RO12,RO12-2
2012,RO,299091,919.298245614035,NA,2,2012,25,2,1951,1,2,3,RO,2,NA,2,3,NA,NA,2,1,2,6,48,NA,a,NA,3,NA,NA,NA,NA,NA,19,1,2,2,2,NA,2,5,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,1,4.2391,60,29909,1,7,2,NA,RO12,RO12-5
2012,RO,299092,919.298245614035,NA,2,2012,20,4,1954,2,2,3,RO,2,NA,3,10,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,15,2,2,1,2,NA,2,NA,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,1,4.2391,57,29909,1,7,2,NA,RO12,RO12-5
2012,RO,299093,919.298245614035,NA,2,2012,30,2,1979,2,2,3,RO,2,NA,5,1,NA,1,NA,NA,3,2,NA,NA,p,NA,NA,NA,2,2,NA,NA,25,1,2,2,2,NA,1,1,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,32,29909,1,6,2,NA,RO12,RO12-5
2012,RO,299141,919.298245614035,NA,2,2012,15,1,1973,1,1,2,RO,2,NA,3,1,NA,NA,NA,NA,3,8,40,NA,b-e,NA,NA,1,NA,2,NA,NA,24,1,2,3,2,NA,2,NA,0,0,15859,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,38,29914,1,3,2,NA,RO12,RO12-3
2012,RO,299142,919.298245614035,NA,2,2012,20,1,1972,2,2,3,RO,2,NA,3,1,NA,1,NA,NA,3,5,40,NA,q,NA,10,NA,2,2,NA,NA,20,1,2,3,2,NA,2,NA,0,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2391,39,29914,1,7,2,NA,RO12,RO12-3
