PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL051,PL060,PL100,PL111,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PD020,PD030,PD050,PD060,PD070,PD080,PD090,PW010,PW020,PW030,PW040,PW050,PW060,PW070,PW080,PW090,PW100,PW110,PW120,PW130,PW140,PW150,PW160,PW170,PW180,PW190,PW200,PW210,PW220,PX010,PX020,PX030,PX040,PX050,PX200,DB040,NR_ITW
2013,BE,21851,566.510903426791,NA,4,2013,NA,1,1944,2,5,1,BE,2,NA,5,7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,1,2,NA,NA,NA,21,3,1,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,12772,0,0,0,0,1,1,1,1,1,1,1,5,7,7,5,8,3,4,1,3,3,10,9,6,5,8,6,10,1,NA,7,0,9,1,1,68,2185,1,2,1094.2735261,BE10,BE10-1
2013,BE,21901,566.510903426791,NA,2,2013,NA,2,1970,1,2,3,EU,2,NA,5,1,NA,NA,2,NA,3,3,36,NA,k,NA,12,NA,2,2,NA,NA,19,2,2,3,2,NA,2,NA,0,1,33428,1529,753,0,1,360,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,10,10,6,9,5,4,2,NA,3,8,8,7,NA,5,7,8,NA,1,3,8,6,NA,1,42,2190,1,2,1611.977197,BE10,BE10-3
2013,BE,21921,566.510903426791,NA,2,2013,NA,4,1932,1,4,1,BE,2,NA,3,7,1,1,NA,NA,3,2,19,NA,NA,NA,NA,1,2,NA,NA,NA,14,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,17446,0,0,0,0,1,1,1,1,1,1,1,1,9,7,9,8,2,5,3,3,4,9,7,8,4,6,9,7,1,NA,7,NA,7,3,1,80,2192,1,6,813.20503121,BE10,BE10-2
2013,BE,21961,566.510903426791,NA,3,2013,NA,1,1953,2,5,1,BE,2,NA,1,5,1,1,2,NA,3,9,NA,NA,NA,NA,12,1,2,NA,NA,NA,14,2,2,3,2,NA,NA,NA,0,1,0,0,0,10435,1,0,0,0,3655,0,0,0,0,0,1,1,1,1,1,1,1,5,8,8,4,8,3,5,NA,5,3,NA,10,7,6,4,6,9,1,1,6,99,7,2,1,59,2196,1,7,355.36936949,BE10,BE10-1
2013,BE,22071,566.510903426791,NA,4,2013,NA,2,1977,1,1,3,BE,2,NA,1,2,NA,NA,NA,NA,3,5,38,NA,g,NA,13,1,2,NA,NA,NA,18,1,2,3,2,NA,2,NA,0,1,35306,2879,0,7436,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,5,10,8,NA,NA,NA,3,2,NA,2,NA,8,8,5,NA,6,NA,1,1,2,7,7,2,1,35,2207,1,5,678.46436289,BE10,BE10-2
2013,BE,22211,566.510903426791,NA,2,2013,NA,4,1956,2,5,1,EU,2,NA,5,1,NA,1,NA,NA,3,0 - 1,NA,NA,l-n,NA,NA,NA,NA,NA,NA,NA,14,3,2,3,2,NA,2,NA,490,1,25445,283,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,3,1,8,9,6,8,3,5,NA,2,2,NA,NA,2,NA,7,8,8,1,1,8,NA,7,3,1,56,2221,1,7,821.6172493,BE10,BE10-3
2013,BE,22331,566.510903426791,NA,2,2013,NA,3,1971,1,2,1,BE,2,NA,3,2,NA,1,NA,1,3,5,NA,NA,i,4,NA,NA,NA,NA,NA,NA,19,4,2,2,2,NA,2,NA,0,1,8851,83,0,11700,1,0,0,0,376,0,0,0,0,0,1,1,1,1,1,1,1,1,7,10,4,8,2,4,NA,5,2,NA,NA,0,5,0,0,NA,1,1,99,5,7,2,1,41,2233,1,5,1671.7576067,BE10,BE10-4
2013,BE,22431,566.510903426791,NA,3,2013,NA,4,1958,2,2,3,BE,2,NA,NA,1,1,NA,NA,NA,3,8,45,NA,r-u,NA,NA,1,NA,2,NA,NA,13,2,2,3,2,NA,2,NA,0,1,25730,973,0,14600,1,900,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,7,8,7,7,NA,4,3,NA,3,6,9,7,5,99,5,NA,1,NA,NA,9,9,NA,1,54,2243,1,2,628.66970377,BE10,BE10-3
2013,BE,22681,566.510903426791,NA,2,2013,NA,1,1972,1,2,2,BE,2,NA,5,5,NA,2,2,NA,3,3,NA,NA,NA,NA,NA,NA,2,NA,NA,10,20,3,2,3,2,NA,2,NA,0,1,2953,0,0,5630,1,0,0,0,2188,0,0,0,0,0,1,1,1,1,2,1,1,1,99,9,5,9,2,4,3,5,2,NA,NA,8,0,6,8,5,2,1,5,7,NA,1,1,40,2268,1,2,1217.730266,BE10,BE10-3
2013,BE,22761,566.510903426791,NA,3,2013,NA,4,1958,2,5,3,BE,2,NA,5,1,1,NA,NA,NA,3,0 - 1,40,NA,o,NA,6,1,2,2,NA,NA,21,2,2,3,2,NA,2,NA,0,1,98487,285,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,3,1,5,8,8,8,9,3,NA,NA,4,1,7,NA,8,1,4,8,NA,NA,1,4,8,9,2,1,54,2276,1,7,381.01483211,BE10,BE10-3
2013,BE,22771,566.510903426791,NA,3,2013,NA,1,1947,1,2,1,BE,2,NA,3,7,1,NA,NA,NA,3,8,30,NA,NA,NA,12,1,1,2,NA,NA,20,1,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,40893,0,0,0,0,1,1,1,1,1,1,3,5,8,9,8,10,3,NA,NA,3,2,7,8,NA,6,7,8,6,1,1,6,8,7,1,1,65,2277,1,2,523.39313709,BE10,BE10-3
2013,BE,22911,566.510903426791,NA,4,2013,NA,2,1972,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,40,NA,l-n,5,13,1,2,2,NA,NA,19,2,2,3,2,NA,2,NA,0,1,26874,0,0,12949,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,NA,8,10,6,7,3,5,NA,4,4,8,5,NA,4,5,NA,9,1,1,8,8,8,4,1,40,2291,1,2,NA,BE10,BE10-4
2013,BE,22921,566.510903426791,NA,3,2013,NA,4,1985,1,2,1,Other,2,NA,3,1,NA,1,NA,NA,3,9,37,NA,l-n,NA,13,1,2,2,NA,NA,23,3,2,3,2,NA,2,NA,0,1,30492,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,8,NA,6,8,5,4,NA,5,2,NA,9,2,7,NA,6,8,1,2,5,4,8,1,1,27,2292,1,2,526.38966705,BE10,BE10-2
2013,BE,22991,566.510903426791,NA,2,2013,NA,4,1954,1,2,3,BE,1,NA,3,5,NA,2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,12,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,91,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,10,6,10,3,5,NA,2,2,NA,NA,8,NA,7,5,9,NA,1,5,8,NA,2,1,58,2299,1,5,496.93515076,BE10,BE10-4
2013,BE,23141,566.510903426791,NA,2,2013,NA,4,1982,1,2,3,BE,2,NA,3,3,1,NA,NA,NA,3,7,38,NA,f,NA,13,1,2,2,NA,NA,18,1,2,3,2,NA,2,NA,340,1,38190,3045,3045,10358,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,8,7,8,8,3,4,2,4,NA,8,10,0,2,7,7,8,1,NA,6,8,8,1,1,30,2314,1,6,645.16512377,BE10,BE10-2
2013,BE,23181,566.510903426791,NA,2,2013,NA,3,1965,2,1,3,Other,2,NA,NA,11,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,18,2,2,3,2,NA,2,NA,4004,1,3914,0,0,8907,1,0,0,0,844,0,0,0,0,0,1,1,1,1,1,1,NA,1,7,8,0,8,4,3,1,2,2,NA,NA,6,5,2,2,7,1,NA,NA,8,8,2,1,47,2318,1,2,778.93217826,BE10,BE10-2
2013,BE,23211,566.510903426791,NA,2,2013,NA,1,1986,1,1,1,BE,2,NA,3,5,NA,1,1,NA,3,7,NA,NA,NA,NA,NA,2,1,NA,NA,NA,19,2,1,3,2,1,2,NA,0,1,10695,214,0,37674,1,0,0,0,0,0,0,535,0,0,1,1,1,1,2,1,1,5,8,8,9,6,3,4,2,5,2,8,NA,8,5,6,6,8,1,1,5,6,8,1,1,26,2321,1,2,893.70720209,BE10,BE10-2
2013,BE,23301,566.510903426791,NA,2,2013,NA,2,1987,2,1,3,BE,2,NA,3,2,NA,1,NA,NA,NA,5,40,NA,l-n,NA,NA,1,2,NA,NA,11,25,1,1,2,2,NA,2,NA,0,1,10626,181,0,0,1,900,0,0,471,0,0,0,0,0,1,1,1,1,2,1,1,NA,2,7,7,7,NA,3,NA,5,2,8,NA,NA,NA,5,6,7,NA,1,5,6,5,3,1,25,2330,1,2,1434.8435455,BE10,BE10-1
2013,BE,23311,566.510903426791,NA,2,2013,NA,3,1963,1,2,3,Other,2,NA,0,5,NA,1,NA,NA,NA,9,NA,NA,NA,5,11,1,2,1,NA,NA,21,2,1,2,2,NA,2,NA,1440,1,0,0,0,0,1,0,0,0,17449,0,0,0,0,1269,1,1,1,1,1,1,1,1,8,7,7,8,3,4,2,4,2,NA,5,5,NA,7,6,9,1,1,7,NA,8,2,1,49,2331,1,7,1714.0714616,BE10,BE10-3
2013,BE,23381,566.510903426791,NA,2,2013,NA,4,1948,1,5,1,BE,2,NA,5,7,NA,NA,NA,NA,3,2,38,NA,NA,NA,13,2,2,2,NA,NA,22,5,2,3,2,NA,2,NA,4244,1,0,0,0,14925,1,910,0,0,0,17977,0,0,0,0,1,1,1,2,3,1,1,1,7,8,8,8,3,2,1,3,2,NA,NA,9,6,8,6,10,NA,1,7,NA,NA,4,1,64,2338,1,6,NA,BE10,BE10-2
2013,BE,23611,566.510903426791,NA,2,2013,NA,3,1962,1,2,1,EU,2,NA,3,1,1,NA,2,NA,3,7,NA,NA,h,NA,11,1,1,NA,NA,NA,21,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,105162,0,1,1,1,1,1,1,1,NA,10,8,8,9,3,4,2,4,1,8,NA,8,10,4,8,7,1,1,6,9,9,3,1,50,2361,1,7,1644.2212342,BE10,BE10-1
2013,BE,23781,566.510903426791,NA,2,2013,NA,1,1981,1,2,3,BE,2,NA,0,8,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,18,1,2,2,2,1,2,NA,0,1,0,0,0,3302,1,0,0,0,0,0,0,0,10470,0,1,1,1,1,1,1,1,1,7,5,9,10,5,3,NA,5,3,NA,NA,8,0,5,8,NA,1,1,7,6,9,3,1,31,2378,1,7,501.21374696,BE10,BE10-4
2013,BE,23871,566.510903426791,NA,2,2013,NA,4,1938,1,5,1,BE,2,NA,2,7,1,1,NA,NA,3,2,NA,NA,NA,NA,13,1,2,NA,NA,NA,18,4,1,3,2,NA,2,NA,0,1,0,0,0,0,1,810,0,0,0,16581,0,0,0,0,1,1,1,3,3,1,1,5,8,8,7,9,3,4,NA,3,2,NA,NA,8,3,7,6,8,1,2,8,8,9,1,1,74,2387,1,2,1070.678065,BE10,BE10-4
2013,BE,24041,566.510903426791,NA,3,2013,NA,1,1964,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,50,NA,k,NA,13,1,2,2,NA,NA,22,2,2,2,2,NA,2,5,0,1,55743,1877,0,11347,1,240,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,9,8,8,1,2,3,4,2,10,NA,5,3,6,8,8,1,1,7,9,8,2,1,48,2404,1,6,579.88662078,BE10,BE10-2
2013,BE,24111,566.510903426791,NA,2,2013,NA,1,1935,2,4,3,BE,2,NA,3,7,NA,NA,NA,NA,3,2,NA,NA,NA,NA,9,1,2,2,NA,NA,24,3,2,3,2,NA,2,NA,0,1,0,0,0,14880,1,0,0,0,0,26795,0,0,0,0,1,1,1,1,3,1,1,5,7,7,9,8,3,5,3,5,2,NA,NA,7,5,0,NA,6,NA,1,6,9,8,2,1,77,2411,1,7,NA,BE10,BE10-2
2013,BE,24161,566.510903426791,NA,2,2013,NA,4,1962,1,2,3,Other,2,NA,2,10,NA,1,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,NA,600,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,5,NA,8,7,6,2,NA,4,3,NA,NA,9,NA,0,6,6,NA,1,1,NA,8,7,4,1,50,2416,1,5,619.25069082,BE10,BE10-1
2013,BE,24171,566.510903426791,NA,2,2013,NA,4,1947,1,2,2,BE,1,NA,5,7,NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,NA,2,NA,2,NA,0,1,0,0,0,4952,1,0,0,0,0,12731,0,0,0,0,1,1,1,1,1,1,1,NA,5,8,3,5,NA,5,2,3,2,NA,6,6,3,6,NA,8,1,2,3,6,5,1,1,65,2417,1,6,488.78266236,BE10,BE10-5
2013,BE,24201,566.510903426791,NA,2,2013,NA,4,1982,2,2,3,BE,2,NA,5,2,NA,NA,2,NA,NA,5,NA,NA,l-n,NA,NA,1,2,2,NA,NA,14,1,2,3,2,NA,2,NA,0,1,22975,0,0,20656,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,9,9,4,8,3,NA,3,3,2,NA,NA,5,5,4,7,8,2,2,0,10,7,2,1,30,2420,1,2,NA,BE10,BE10-2
2013,BE,24221,566.510903426791,NA,2,2013,NA,4,1981,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,38,NA,b-e,NA,13,1,1,2,NA,NA,22,2,2,3,2,NA,2,NA,0,1,35583,4153,2725,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,5,7,9,8,7,4,3,3,5,2,7,6,6,7,5,6,NA,1,NA,7,9,9,1,1,31,2422,1,5,NA,BE10,BE10-2
2013,BE,24411,566.510903426791,NA,2,2013,NA,4,1965,1,2,3,Other,2,NA,1,5,NA,1,2,NA,3,7,60,NA,NA,4,NA,NA,1,NA,NA,NA,18,2,2,3,2,NA,2,NA,0,1,4373,0,0,23150,1,1800,0,0,772,0,0,0,0,0,1,1,1,3,1,1,1,5,7,7,5,NA,4,2,2,4,2,NA,NA,8,3,5,8,7,1,1,8,10,7,2,1,47,2441,1,2,2161.5881097,BE10,BE10-3
2013,BE,24431,566.510903426791,NA,3,2013,NA,3,1935,2,2,3,BE,2,NA,5,7,1,1,2,NA,3,2,NA,NA,NA,7,NA,NA,2,NA,NA,NA,20,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,19549,0,0,0,0,0,1,2,1,1,3,1,2,1,9,9,10,8,3,NA,2,2,3,NA,10,7,5,NA,5,NA,1,NA,8,8,NA,3,1,77,2443,1,2,1220.5706592,BE10,BE10-3
2013,BE,24521,566.510903426791,NA,2,2013,NA,3,1932,2,5,3,BE,2,NA,5,7,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,25,3,1,3,2,NA,NA,1,0,1,0,0,0,8072,1,0,0,0,0,18274,0,0,0,0,1,2,1,1,1,3,1,6,8,8,6,10,4,5,4,4,3,NA,5,8,NA,8,6,9,1,1,8,6,5,2,1,80,2452,1,2,856.04556638,BE10,BE10-5
2013,BE,24611,566.510903426791,NA,2,2013,NA,3,1965,1,2,3,BE,2,NA,5,1,NA,1,2,NA,3,2,NA,NA,l-n,6,13,2,1,NA,NA,NA,14,1,2,3,2,NA,2,NA,0,1,3878,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NA,5,NA,8,NA,3,3,NA,NA,NA,NA,NA,6,5,0,99,9,1,1,8,7,8,3,1,47,2461,1,2,NA,BE10,BE10-1
2013,BE,24701,566.510903426791,NA,2,2013,NA,1,1943,2,1,1,BE,2,NA,5,7,1,1,NA,NA,NA,3,39,5,NA,NA,NA,1,1,2,NA,NA,18,1,1,3,2,NA,2,NA,0,1,0,0,0,21097,1,0,0,0,0,38785,0,0,0,0,1,1,1,1,1,1,1,5,8,NA,8,9,3,4,NA,3,NA,6,NA,5,6,0,NA,8,1,1,8,NA,8,1,1,69,2470,1,2,1413.1887938,BE10,BE10-3
2013,BE,24721,566.510903426791,NA,2,2013,NA,1,1940,1,4,1,BE,2,3,2,7,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,25,1,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,6074,0,0,0,0,1,1,1,1,1,1,1,1,NA,8,8,10,1,5,1,3,5,NA,3,NA,5,7,6,8,1,1,5,9,5,3,1,72,2472,1,5,2102.7597569,BE10,BE10-1
2013,BE,25141,566.510903426791,NA,2,2013,NA,1,1981,1,1,1,Other,1,NA,5,11,NA,2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,7,6,NA,NA,NA,5,4,5,NA,NA,NA,NA,1,4,NA,NA,1,1,7,NA,7,NA,1,31,2514,1,2,710.0394872,BE10,BE10-5
2013,BE,25181,566.510903426791,NA,3,2013,NA,2,1976,1,1,3,BE,2,NA,4,5,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,1,2,2,NA,NA,18,1,2,NA,2,NA,2,NA,0,1,0,0,0,15285,1,0,0,0,31711,0,0,0,0,0,1,1,1,1,1,1,1,4,8,8,6,7,4,4,1,4,3,8,8,5,5,1,6,7,NA,2,5,8,NA,2,1,36,2518,1,2,NA,BE10,BE10-2
2013,BE,25201,566.510903426791,NA,2,2013,NA,4,1945,2,5,3,BE,2,NA,1,7,1,1,NA,1,3,NA,22,NA,NA,NA,NA,1,2,NA,NA,NA,14,1,2,3,1,NA,2,NA,1592,1,0,0,0,0,1,0,0,0,0,11892,0,0,0,0,1,1,1,1,1,1,1,5,8,10,9,9,1,NA,2,5,NA,NA,NA,0,99,0,8,NA,1,1,5,99,NA,1,1,67,2520,1,7,379.94109561,BE10,BE10-5
2013,BE,25281,566.510903426791,NA,2,2013,NA,2,1971,1,1,3,Other,2,NA,3,11,NA,1,2,NA,NA,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,2,NA,0,1,0,0,0,6414,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,1,8,NA,8,10,NA,5,2,2,2,NA,NA,NA,6,1,NA,7,1,1,6,2,NA,NA,1,41,2528,1,NA,872.16128037,BE10,BE10-4
2013,BE,25401,566.510903426791,NA,2,2013,NA,3,1979,1,1,3,BE,2,NA,3,5,NA,NA,NA,NA,3,3,NA,NA,NA,NA,2,1,2,2,NA,3,18,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,12097,0,0,0,0,0,1,1,1,1,3,1,3,1,6,8,6,9,4,NA,2,3,5,NA,NA,10,4,5,NA,7,2,2,8,5,6,4,1,33,2540,1,7,1290.2518168,BE10,BE10-4
2013,BE,25421,566.510903426791,NA,2,2013,NA,3,1948,2,2,3,BE,2,NA,5,7,1,NA,NA,NA,3,2,NA,6,NA,NA,13,2,2,2,NA,NA,26,2,2,3,2,NA,2,NA,0,1,0,0,0,12151,1,876,0,0,0,26748,0,0,0,0,1,1,1,1,3,1,3,5,7,NA,10,8,4,5,1,4,2,7,9,5,5,2,5,9,NA,NA,5,5,8,NA,1,64,2542,1,NA,572.15355011,BE10,BE10-1
2013,BE,25631,566.510903426791,NA,2,2013,NA,1,1941,2,2,3,BE,2,NA,0,7,1,NA,2,NA,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,14,4,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,13041,0,0,0,0,1,1,1,1,1,1,1,1,5,5,8,9,NA,3,5,NA,2,NA,NA,5,6,2,7,7,NA,1,NA,3,8,1,1,71,2563,1,2,1653.7236442,BE10,BE10-2
2013,BE,25741,566.510903426791,NA,3,2013,NA,3,1984,1,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,5,38,NA,g,NA,12,1,1,2,NA,NA,25,2,2,3,2,NA,2,NA,0,1,44402,2401,1716,8832,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,5,9,NA,NA,NA,4,5,2,5,2,8,9,3,5,6,7,8,1,1,7,7,8,2,1,28,2574,1,2,1705.4388706,BE10,BE10-2
2013,BE,25801,566.510903426791,NA,3,2013,NA,2,1981,1,2,3,BE,2,NA,2,1,1,NA,NA,NA,2,7,38,NA,f,NA,13,1,1,2,NA,NA,22,2,2,1,2,NA,2,NA,0,1,40780,1489,1489,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,8,8,NA,NA,3,2,2,3,2,NA,7,4,3,6,6,8,1,1,9,4,5,1,1,31,2580,1,2,606.56377186,BE10,BE10-1
2013,BE,25821,566.510903426791,NA,4,2013,NA,3,1966,1,2,3,BE,2,NA,1,1,1,NA,NA,NA,3,9,45,NA,l-n,NA,NA,1,2,2,NA,NA,18,3,2,3,2,NA,2,NA,0,1,27889,993,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,8,9,8,8,3,5,2,4,4,8,8,9,NA,7,7,9,1,1,4,7,8,2,1,46,2582,1,2,NA,BE10,BE10-4
2013,BE,25901,566.510903426791,NA,3,2013,NA,4,1971,1,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,3,32,NA,q,NA,13,1,2,2,NA,NA,20,1,2,3,2,NA,2,NA,0,1,27785,1407,0,10180,1,1800,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,8,9,8,7,NA,4,2,3,2,NA,10,8,3,4,NA,8,NA,1,6,7,8,4,1,41,2590,1,2,888.55377885,BE10,BE10-4
2013,BE,26691,566.510903426791,NA,2,2013,NA,4,1947,2,5,3,BE,2,NA,3,7,1,NA,NA,NA,3,4,40,NA,NA,NA,10,1,2,NA,NA,NA,19,2,1,1,NA,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,29129,0,0,0,0,1,1,1,1,1,1,1,5,10,8,7,7,5,4,2,5,5,8,8,8,2,8,8,8,NA,1,6,8,8,2,1,65,2669,1,2,993.83640224,BE10,BE10-2
2013,BE,26731,566.510903426791,NA,2,2013,NA,2,1976,2,1,1,BE,2,NA,2,2,1,NA,NA,NA,3,3,20,NA,o,NA,NA,1,2,NA,NA,NA,NA,2,1,3,2,NA,2,NA,0,1,2829,0,0,9740,1,0,0,0,13220,0,0,0,0,0,1,2,1,1,3,1,1,6,9,8,8,8,4,4,3,NA,2,8,1,6,6,NA,8,8,1,1,6,NA,4,2,1,36,2673,1,7,NA,BE10,BE10-4
2013,BE,26861,566.510903426791,NA,2,2013,NA,4,1977,1,2,1,BE,2,NA,5,1,NA,NA,2,NA,3,2,NA,NA,l-n,NA,11,1,2,NA,NA,NA,24,2,2,3,2,NA,2,NA,0,1,29893,149,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,7,10,NA,8,4,5,4,1,NA,6,NA,10,5,NA,6,8,1,1,7,8,10,2,1,35,2686,1,2,1044.5000197,BE10,BE10-4
2013,BE,27011,566.510903426791,NA,2,2013,NA,2,1968,1,4,3,Other,2,NA,3,5,1,1,2,NA,3,9,NA,NA,NA,NA,NA,2,2,NA,NA,NA,22,2,2,2,2,NA,2,NA,0,1,0,0,0,0,1,910,0,0,10307,0,0,0,0,0,1,1,1,1,1,1,1,1,8,5,0,NA,3,5,2,5,2,NA,NA,4,0,5,7,8,1,2,7,7,10,4,1,44,2701,1,7,1645.5613136,BE10,BE10-1
2013,BE,27031,566.510903426791,NA,2,2013,NA,4,1987,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,20,NA,q,NA,3,2,NA,NA,NA,NA,16,1,2,3,1,NA,2,2,0,1,10706,437,0,0,1,910,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,7,9,3,8,5,4,2,3,NA,NA,NA,5,NA,0,5,5,1,1,5,6,NA,1,1,25,2703,1,7,462.55037624,BE10,BE10-2
2013,BE,27301,566.510903426791,NA,3,2013,NA,2,1935,2,4,1,BE,2,NA,3,7,1,NA,NA,NA,3,0 - 1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,3,2,NA,2,NA,0,1,0,0,0,26605,1,0,0,0,0,17782,0,0,0,0,1,1,1,1,3,1,1,1,9,6,9,8,3,4,3,3,NA,NA,NA,8,7,8,5,8,1,NA,0,NA,9,9,1,77,2730,1,7,1263.9973617,BE10,BE10-2
2013,BE,27501,566.510903426791,NA,2,2013,NA,4,1932,2,4,2,BE,2,NA,3,7,1,NA,NA,NA,3,3,38,NA,NA,NA,NA,1,NA,NA,NA,NA,18,3,1,NA,2,NA,2,NA,0,1,0,0,0,41138,1,0,0,0,0,24877,0,0,0,0,1,2,1,1,1,1,1,6,6,8,9,9,5,5,2,3,1,NA,NA,6,NA,2,0,8,1,NA,1,7,7,2,1,80,2750,1,2,5448.3472546,BE10,BE10-1
2013,BE,27581,566.510903426791,NA,2,2013,NA,4,1944,2,2,2,EU,2,NA,3,7,NA,1,NA,NA,3,5,45,NA,NA,NA,NA,NA,1,2,NA,NA,20,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,22710,0,0,0,0,1,2,1,2,3,1,1,1,8,5,7,NA,2,4,1,5,NA,9,NA,NA,6,4,4,9,1,1,8,9,7,2,1,68,2758,1,2,822.17507762,BE10,BE10-2
2013,BE,27711,566.510903426791,NA,4,2013,NA,1,1943,1,2,3,BE,2,NA,5,7,1,1,NA,NA,NA,3,32,NA,NA,NA,13,1,2,2,NA,NA,24,1,2,3,2,NA,2,NA,0,1,0,0,0,12947,1,1800,0,0,0,35548,0,0,0,0,1,1,1,1,1,1,1,5,NA,8,6,9,2,4,2,5,NA,NA,7,8,2,2,7,NA,1,1,3,8,NA,1,1,69,2771,1,6,872.03658646,BE10,BE10-4
2013,BE,27841,566.510903426791,NA,2,2013,NA,3,1990,2,1,1,BE,1,5,3,6,1,2,2,NA,3,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,2,3,2,NA,2,NA,0,1,0,0,0,12436,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,5,NA,7,9,3,NA,4,5,1,NA,NA,9,4,7,5,8,NA,1,5,NA,8,3,1,22,2784,1,2,1934.9847651,BE10,BE10-3
2013,BE,27881,566.510903426791,NA,2,2013,NA,4,1969,2,2,3,BE,2,NA,1,5,NA,1,NA,NA,3,5,NA,NA,NA,4,NA,1,NA,NA,NA,NA,18,3,2,2,2,NA,2,1,0,1,0,0,0,0,1,0,0,0,15296,0,0,0,0,0,1,1,1,1,1,3,1,1,7,8,4,8,3,5,3,3,3,NA,10,9,NA,7,5,8,1,NA,5,3,NA,3,1,43,2788,1,NA,693.77780298,BE10,BE10-5
