PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY031G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX030,PX040,PY021G,PY030G,PX020,PX050,PX010,PL110,PL111,DB040,NR_ITW
2008,BE,173911,836.912751677852,NA,2,2008,NA,2,1981,1,1,2,BE,2,NA,3,1,1,1,2,NA,3,2,40,0,0,NA,NA,5,1,2,NA,NA,NA,13,6,6,6,6,6,6,6,1,6,3,6,6,3,1,2,2,NA,2,NA,843,0,0,17524,0,1,0,0,0,0,1116,0,0,0,0,0,1,17391,1,0,0,26,6,1,o+p+q,b-e,BE21,BE21-2
2008,BE,173912,836.912751677852,NA,2,2008,7,2,1984,2,1,3,BE,2,NA,5,1,1,NA,2,NA,3,2,NA,0,6,NA,3,NA,NA,2,NA,NA,NA,21,6,6,2,6,1,2,6,8,8,2,1,1,4,2,3,2,NA,2,NA,0,0,0,17552,1963,1,0,0,0,0,0,0,0,0,0,0,1,17391,1,1135,0,23,6,1,NA,k,BE21,BE21-2
2008,BE,173921,836.912751677852,NA,2,2008,21,1,1976,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,4,38,12,0,NA,NA,9,2,1,NA,NA,NA,23,6,1,1,3,8,1,1,2,1,1,6,1,1,2,3,2,NA,2,NA,0,0,0,30876,0,1,0,0,0,0,0,0,0,0,0,0,1,17392,1,0,0,31,1,1,NA,k,BE21,BE21-1
2008,BE,173922,836.912751677852,NA,2,2008,9,3,1979,2,1,3,BE,2,NA,5,2,NA,1,NA,NA,NA,4,18,0,0,NA,NA,13,1,NA,NA,NA,4,21,2,5,6,6,2,2,6,6,2,6,5,6,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,18607,0,0,0,0,0,1,17392,1,0,13142,28,7,1,o+p+q,q,BE21,BE21-1
2008,BE,173931,836.912751677852,NA,2,2008,2,3,1945,1,2,1,BE,2,NA,3,5,NA,NA,2,NA,3,4,NA,0,9,NA,NA,NA,2,2,NA,NA,NA,21,6,1,2,6,1,6,3,2,8,8,1,6,3,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,18245,0,0,0,0,1,17393,1,0,15658,62,1,1,NA,NA,BE21,BE21-3
2008,BE,173932,836.912751677852,NA,2,2008,15,2,1941,2,2,3,BE,1,NA,3,8,NA,1,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,7,7,8,7,7,7,6,8,8,7,8,8,NA,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17393,1,0,0,66,5,1,NA,NA,BE21,BE21-3
2008,BE,174071,836.912751677852,NA,2,2008,6,4,1927,1,1,1,BE,2,NA,1,5,1,1,NA,NA,3,8,34,0,0,NA,NA,11,1,2,2,NA,NA,NA,6,1,6,1,1,1,1,2,6,1,1,2,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,24673,0,0,0,0,1,17407,1,0,0,80,1,1,NA,NA,BE21,BE21-4
2008,BE,174072,836.912751677852,NA,2,2008,2,3,1929,2,5,3,BE,2,NA,1,5,1,1,2,NA,3,9,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,6,2,6,1,6,3,6,2,6,6,8,3,2,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,17086,0,0,0,0,1,17407,1,0,10712,78,1,1,n,NA,BE21,BE21-4
2008,BE,174131,836.912751677852,NA,2,2008,3,1,1978,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,39,12,0,NA,NA,NA,1,2,2,NA,NA,20,6,2,2,1,1,1,3,1,2,3,1,2,2,2,3,2,NA,2,NA,0,0,0,26110,0,1,0,0,0,0,0,0,0,0,0,0,1,17413,1,0,0,29,1,1,n,q,BE21,BE21-4
2008,BE,174132,836.912751677852,NA,3,2008,13,4,1983,2,1,2,BE,2,NA,3,2,1,2,NA,NA,3,4,30,12,0,NA,NA,13,1,2,2,NA,NA,21,1,1,1,1,1,1,1,1,1,1,2,6,2,2,3,2,NA,1,NA,0,0,0,20763,0,1,0,3761,0,0,0,0,0,0,0,0,1,17413,1,0,0,24,NA,1,m,g,BE21,BE21-4
2008,BE,174281,836.912751677852,NA,2,2008,6,2,1965,1,2,3,BE,1,NA,3,3,1,1,1,NA,3,4,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,24,1,6,2,3,6,6,2,2,1,6,6,2,3,2,3,2,NA,2,NA,1008,0,0,0,0,1,0,0,0,0,16478,0,0,0,0,0,1,17428,1,0,0,42,1,1,o+p+q,NA,BE21,BE21-2
2008,BE,174282,836.912751677852,NA,4,2008,22,1,1978,2,5,2,Other,1,2,NA,3,NA,NA,2,NA,NA,9,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,8,8,8,7,7,7,7,5,7,7,7,8,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,1188,0,0,0,0,0,1,17428,1,0,6512,29,6,1,NA,NA,BE21,BE21-2
2008,BE,174381,836.912751677852,NA,2,2008,20,1,1945,1,2,1,BE,2,NA,3,6,1,1,2,NA,2,NA,40,0,0,NA,NA,12,1,2,2,NA,NA,20,8,2,2,1,6,6,8,8,3,1,6,1,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,17088,0,89,1,17438,1,0,0,62,1,1,NA,NA,BE21,BE21-2
2008,BE,174382,836.912751677852,NA,2,2008,13,3,1948,2,2,3,BE,2,5,3,8,NA,2,2,NA,NA,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,19,8,7,7,7,7,8,8,7,8,8,8,6,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17438,1,0,10741,59,1,1,m,NA,BE21,BE21-2
2008,BE,174561,836.912751677852,NA,2,2008,11,3,1943,1,2,2,BE,2,NA,3,5,1,NA,2,NA,3,NA,60,0,0,NA,NA,13,1,2,NA,NA,NA,20,1,6,5,6,6,6,6,3,6,2,5,6,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,13724,0,0,0,0,1,17456,1,0,29310,64,7,1,NA,NA,BE21,BE21-2
2008,BE,174562,836.912751677852,NA,2,2008,26,3,1946,2,2,2,BE,1,5,2,8,NA,1,NA,NA,3,5,NA,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,7,7,7,8,7,7,8,8,8,7,1,7,1,2,3,2,NA,2,NA,495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17456,1,0,0,61,1,1,NA,NA,BE21,BE21-2
2008,BE,174641,836.912751677852,NA,2,2008,10,2,1966,1,2,3,BE,2,NA,5,1,1,NA,NA,NA,2,2,38,0,0,NA,NA,1,1,1,2,NA,NA,20,1,3,1,6,1,1,1,1,6,1,3,1,2,1,3,2,NA,2,NA,0,0,0,24996,1791,1,0,0,0,0,0,0,0,0,0,0,1,17464,1,0,0,41,5,1,m,o,BE21,BE21-4
2008,BE,174642,836.912751677852,NA,2,2008,3,4,1966,2,2,2,BE,2,NA,3,1,NA,NA,NA,NA,3,4,40,12,12,NA,NA,12,1,NA,2,NA,NA,22,6,1,6,1,3,1,1,4,3,8,1,2,3,2,3,2,NA,2,NA,0,0,0,24501,488,1,0,3567,0,0,0,0,0,0,0,0,1,17464,1,79,4284,41,5,1,NA,l-n,BE21,BE21-4
2008,BE,174861,836.912751677852,NA,3,2008,11,1,1950,2,2,3,BE,2,NA,3,5,1,NA,NA,NA,3,0 - 1,40,12,0,NA,NA,12,1,1,NA,NA,NA,21,3,2,1,1,1,1,1,6,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,34482,0,0,0,0,0,1,17486,1,0,0,57,1,1,c+d+e,NA,BE21,BE21-4
2008,BE,174862,836.912751677852,NA,2,2008,15,3,1948,1,2,3,BE,2,NA,NA,8,NA,1,2,NA,3,8,NA,3,0,NA,3,NA,1,NA,NA,NA,NA,NA,8,6,6,6,1,8,8,2,6,6,2,6,1,2,3,2,NA,2,1,1100,0,0,0,0,1,0,0,0,0,8987,0,0,0,0,0,1,17486,1,0,2667,59,5,1,NA,NA,BE21,BE21-4
2008,BE,174871,836.912751677852,NA,3,2008,10,3,1939,1,2,1,BE,2,NA,5,5,NA,1,NA,NA,3,3,NA,0,0,NA,NA,11,NA,2,NA,NA,NA,19,1,1,1,1,2,1,6,6,3,3,1,2,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,14383,0,0,0,0,1,17487,1,0,0,68,7,1,o+p+q,NA,BE21,BE21-3
2008,BE,174872,836.912751677852,NA,2,2008,8,2,1942,2,2,1,BE,1,5,5,9,NA,2,2,NA,NA,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,7,6,6,8,3,6,8,7,7,8,6,8,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17487,1,0,11854,65,6,1,NA,NA,BE21,BE21-3
2008,BE,174981,836.912751677852,NA,2,2008,17,3,1936,1,2,1,BE,2,NA,3,5,NA,NA,2,NA,3,8,NA,0,12,NA,NA,11,1,1,NA,NA,NA,14,2,5,2,6,5,6,1,6,6,6,6,6,2,2,3,2,6,2,NA,0,0,0,0,0,1,0,0,0,0,0,16900,0,0,0,0,1,17498,1,0,11981,71,1,1,n,NA,BE21,BE21-4
2008,BE,174982,836.912751677852,NA,2,2008,10,4,1938,2,4,1,BE,2,NA,2,5,NA,1,NA,NA,3,4,5,0,0,NA,NA,NA,NA,NA,NA,NA,10,43,6,6,5,2,6,6,2,2,3,1,5,6,2,2,1,2,NA,2,NA,746,0,0,0,0,1,0,0,0,0,0,12475,0,0,0,0,1,17498,1,0,0,69,1,1,NA,NA,BE21,BE21-4
2008,BE,175511,836.912751677852,NA,2,2008,6,4,1940,1,2,3,BE,2,NA,3,5,NA,1,2,NA,3,0 - 1,20,0,0,NA,NA,NA,NA,1,2,NA,NA,20,4,6,2,6,6,6,8,1,3,6,1,6,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,18322,0,0,0,0,1,17551,1,0,1400,67,1,1,c+d+e,NA,BE21,BE21-3
2008,BE,175512,836.912751677852,NA,2,2008,4,3,1941,2,2,3,BE,2,NA,3,5,1,1,NA,NA,3,5,38,12,4,NA,NA,13,1,2,2,NA,NA,26,1,2,1,3,1,1,1,2,6,1,1,1,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,23176,0,0,0,0,1,17551,1,0,0,66,1,1,c+d+e,NA,BE21,BE21-3
2008,BE,175801,836.912751677852,NA,3,2008,12,4,1942,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,3,38,12,0,NA,NA,13,NA,1,2,NA,NA,19,1,1,1,1,1,1,1,2,1,3,1,3,1,2,3,2,NA,2,NA,1440,0,0,0,0,1,0,86629,0,0,0,0,0,0,0,0,1,17580,1,0,0,65,1,1,c+d+e,l-n,BE21,BE21-1
2008,BE,175802,836.912751677852,NA,2,2008,38,2,1947,2,2,1,BE,2,NA,5,5,NA,1,2,NA,2,2,NA,0,0,NA,NA,NA,1,2,2,NA,NA,NA,6,6,5,5,5,5,5,5,1,6,5,1,4,1,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,4283,0,0,0,0,0,1,17580,1,0,17311,60,6,1,NA,NA,BE21,BE21-1
2008,BE,175861,836.912751677852,NA,2,2008,8,2,1939,1,2,3,BE,2,NA,1,5,1,1,2,NA,3,3,NA,0,0,NA,6,NA,NA,2,NA,NA,NA,22,6,1,6,2,6,6,6,2,5,6,1,3,2,1,2,2,NA,1,NA,0,0,0,0,0,1,0,0,0,0,0,15295,0,0,0,0,1,17586,1,0,13951,68,7,1,n,NA,BE21,BE21-4
2008,BE,175862,836.912751677852,NA,2,2008,11,4,1938,2,2,1,BE,2,NA,2,5,NA,NA,NA,NA,3,7,20,12,0,NA,NA,1,1,2,2,NA,NA,25,2,2,2,1,1,1,3,6,6,6,6,2,2,1,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,16257,6079,0,0,0,0,1,17586,1,0,0,69,NA,1,n,NA,BE21,BE21-4
2008,BE,175911,836.912751677852,NA,2,2008,18,3,1939,1,2,1,BE,2,NA,NA,5,NA,1,2,NA,3,9,30,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,6,3,5,2,2,2,2,1,1,6,8,3,2,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,14371,0,0,0,0,1,17591,1,0,0,68,1,1,l,NA,BE21,BE21-4
2008,BE,175912,836.912751677852,NA,3,2008,5,2,1942,2,2,3,BE,2,NA,1,8,NA,1,2,NA,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,7,8,1,7,7,7,7,7,1,6,8,7,3,1,1,NA,NA,2,NA,777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17591,1,0,0,65,1,1,NA,NA,BE21,BE21-4
2008,BE,175941,836.912751677852,NA,2,2008,6,1,1948,1,2,1,BE,2,NA,1,5,NA,NA,NA,NA,3,8,NA,12,0,NA,6,13,1,2,NA,NA,NA,20,6,1,2,6,6,6,2,6,6,1,1,6,3,2,3,2,NA,2,NA,1420,0,0,0,0,1,0,0,0,0,0,20202,0,0,0,0,1,17594,1,0,0,59,7,1,f,NA,BE21,BE21-2
2008,BE,175942,836.912751677852,NA,2,2008,4,4,1948,2,2,3,BE,2,NA,1,2,NA,1,2,NA,3,9,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,27,6,2,6,6,6,6,8,1,5,1,1,6,4,2,3,2,NA,2,NA,0,0,0,12104,0,1,0,0,0,0,0,0,0,0,0,0,1,17594,1,0,0,59,7,1,o+p+q,q,BE21,BE21-2
2008,BE,176441,836.912751677852,NA,2,2008,11,4,1936,1,2,1,BE,2,NA,3,5,NA,1,2,NA,NA,0 - 1,NA,0,11,NA,NA,NA,1,NA,NA,NA,NA,NA,5,6,5,6,5,5,1,6,8,7,8,6,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,8817,0,0,0,0,1,17644,1,0,15343,71,1,1,NA,NA,BE21,BE21-4
2008,BE,176442,836.912751677852,NA,2,2008,32,4,1938,2,4,1,BE,2,NA,1,5,1,NA,NA,NA,3,7,NA,0,0,11,3,13,1,1,2,NA,NA,50,2,6,6,6,1,2,6,6,8,6,1,3,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,14267,0,0,0,0,1,17644,1,0,0,69,7,1,NA,NA,BE21,BE21-4
2008,BE,176471,836.912751677852,NA,2,2008,3,4,1939,1,5,3,BE,2,NA,0,5,NA,1,NA,NA,2,NA,17,0,0,NA,NA,NA,NA,2,NA,NA,NA,19,5,5,5,2,6,6,8,6,1,6,1,6,3,2,3,2,NA,2,NA,1200,0,0,0,10,1,0,2665,0,0,0,2920,0,0,0,0,1,17647,1,0,15763,68,6,1,NA,NA,BE21,BE21-3
2008,BE,176472,836.912751677852,NA,3,2008,9,4,1940,2,2,1,BE,2,NA,1,5,NA,1,2,NA,3,9,NA,0,0,NA,NA,12,1,2,2,NA,NA,23,6,2,6,6,6,1,6,1,6,6,2,2,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,13502,0,0,0,0,1,17647,1,0,0,67,1,1,NA,NA,BE21,BE21-3
2008,BE,176531,836.912751677852,NA,2,2008,6,1,1951,1,2,3,BE,2,NA,3,1,1,1,NA,NA,3,5,26,0,12,NA,NA,2,NA,1,2,NA,4,20,1,6,1,1,1,6,1,6,1,6,1,2,2,1,3,2,NA,2,NA,400,0,0,28484,0,1,0,0,0,0,0,0,0,0,0,0,1,17653,1,0,0,56,1,1,i,g,BE21,BE21-3
2008,BE,176532,836.912751677852,NA,2,2008,16,1,1949,2,5,1,BE,2,NA,3,6,1,1,NA,NA,3,9,37,12,0,NA,NA,NA,1,NA,NA,NA,NA,16,2,1,6,6,6,1,6,2,1,1,6,5,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,13996,0,0,1,17653,1,0,0,58,1,1,NA,NA,BE21,BE21-3
2008,BE,176711,836.912751677852,NA,3,2008,65,4,1942,1,2,1,Other,2,NA,2,5,NA,2,2,NA,4,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16,6,7,7,7,7,7,7,8,8,7,7,6,1,2,3,2,NA,2,NA,800,0,0,0,0,1,0,0,0,0,0,1467,0,0,0,0,1,17671,1,0,400,65,6,1,NA,NA,BE21,BE21-2
2008,BE,176712,836.912751677852,NA,2,2008,2,2,1946,2,2,1,BE,1,5,3,8,NA,2,2,NA,3,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,17,7,8,7,7,7,8,8,7,7,8,7,7,1,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17671,1,0,0,61,7,1,NA,NA,BE21,BE21-2
2008,BE,176961,836.912751677852,NA,2,2008,17,3,1950,1,2,3,BE,2,NA,5,2,1,NA,NA,NA,3,3,38,3,0,NA,NA,NA,1,1,2,NA,NA,20,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,0,20973,0,1,0,0,0,0,1375,0,0,0,2746,0,1,17696,1,0,0,57,NA,1,m,b-e,BE21,BE21-1
2008,BE,176962,836.912751677852,NA,2,2008,21,2,1950,2,2,1,BE,2,3,3,8,NA,2,2,NA,4,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,7,7,7,8,8,8,7,8,6,3,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17696,1,0,8392,57,7,1,NA,NA,BE21,BE21-1
2008,BE,177041,836.912751677852,NA,2,2008,16,4,1944,1,2,3,BE,2,NA,2,5,NA,NA,NA,NA,3,7,NA,12,0,NA,NA,13,2,2,2,NA,NA,25,1,6,1,1,4,6,1,1,6,6,6,2,1,2,3,2,NA,2,3,0,0,0,0,0,1,0,0,0,0,0,20415,0,0,0,0,1,17704,1,0,0,63,5,1,NA,NA,BE21,BE21-4
2008,BE,177042,836.912751677852,NA,2,2008,10,1,1952,2,5,2,BE,2,NA,5,6,1,1,2,NA,1,5,NA,0,0,NA,NA,4,1,2,NA,NA,NA,14,5,8,8,3,5,5,3,2,5,6,5,8,2,1,2,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,8668,0,0,1,17704,1,0,0,55,1,1,NA,NA,BE21,BE21-4
2008,BE,177241,836.912751677852,NA,2,2008,4,2,1928,1,2,1,BE,2,NA,3,5,NA,NA,NA,NA,3,4,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,21,6,6,6,6,6,5,2,6,1,1,6,2,2,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,16409,0,0,0,0,0,1,17724,1,0,0,79,7,1,NA,NA,BE21,BE21-5
2008,BE,177242,836.912751677852,NA,2,2008,10,4,1933,2,2,1,BE,2,NA,1,5,1,NA,2,NA,3,9,NA,0,12,NA,NA,NA,1,1,NA,NA,NA,23,6,8,6,1,6,6,6,5,6,6,1,1,2,2,1,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,14472,0,0,0,0,1,17724,1,0,15521,74,1,1,a+b,NA,BE21,BE21-5
2008,BE,177551,836.912751677852,NA,3,2008,11,4,1956,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,7,60,0,0,NA,NA,13,1,NA,2,NA,NA,25,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,45691,0,0,0,0,0,0,0,0,1,17755,1,0,9210,51,NA,1,f,b-e,BE21,BE21-3
2008,BE,177552,836.912751677852,NA,2,2008,8,2,1960,2,2,3,BE,2,NA,2,1,1,1,NA,NA,3,7,19,12,0,NA,NA,NA,1,2,NA,NA,2,25,2,1,4,1,4,1,1,1,1,3,2,1,2,2,2,2,NA,2,NA,0,0,0,0,0,1,0,24759,0,0,0,0,0,0,0,0,1,17755,1,0,457,47,6,1,k,b-e,BE21,BE21-3
2008,BE,177651,836.912751677852,NA,2,2008,7,2,1927,1,4,2,BE,2,NA,3,5,NA,NA,2,NA,3,7,NA,12,0,NA,NA,12,NA,NA,NA,NA,NA,24,6,6,8,6,6,5,2,1,6,6,6,5,3,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,15596,0,0,0,0,1,17765,1,0,0,80,1,1,NA,NA,BE21,BE21-5
2008,BE,177652,836.912751677852,NA,2,2008,16,3,1929,2,2,3,BE,2,3,3,5,1,1,2,NA,3,3,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,NA,8,7,6,5,6,6,3,2,6,3,1,5,2,1,1,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,8401,0,0,0,0,1,17765,1,0,0,78,1,1,NA,NA,BE21,BE21-5
2008,BE,177671,836.912751677852,NA,2,2008,7,2,1967,1,2,3,BE,2,NA,2,1,1,NA,NA,NA,3,4,32,0,12,NA,NA,NA,1,NA,2,NA,NA,20,1,2,2,1,2,2,1,2,1,1,6,1,2,2,3,2,NA,2,NA,1000,0,0,28786,1261,1,0,0,0,0,0,0,0,0,0,0,1,17767,1,0,10376,40,6,1,h,b-e,BE21,BE21-4
2008,BE,177672,836.912751677852,NA,2,2008,15,3,1971,2,5,1,BE,2,NA,5,1,NA,1,NA,NA,2,5,38,12,12,NA,4,13,1,2,NA,NA,NA,13,6,6,6,3,6,1,6,6,6,6,6,2,2,2,1,2,NA,2,NA,0,0,0,14148,0,1,0,0,0,0,0,0,0,0,3464,0,1,17767,1,0,0,36,5,1,NA,g,BE21,BE21-4
2008,BE,177771,836.912751677852,NA,2,2008,26,1,1931,1,2,1,BE,1,NA,5,5,NA,NA,NA,NA,3,2,40,12,12,NA,NA,NA,1,2,2,NA,NA,20,1,1,1,1,6,1,3,2,1,1,2,1,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,23250,0,0,0,0,1,17777,1,0,13090,76,6,1,f,NA,BE21,BE21-3
2008,BE,177772,836.912751677852,NA,2,2008,25,3,1936,2,2,1,BE,2,NA,3,5,NA,NA,NA,NA,3,8,NA,9,0,NA,NA,13,1,NA,NA,NA,NA,14,6,5,2,2,2,6,6,1,6,6,6,6,3,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,15218,0,0,0,0,1,17777,1,0,16140,71,7,1,h,NA,BE21,BE21-3
2008,BE,177901,836.912751677852,NA,2,2008,7,2,1930,1,2,3,BE,NA,NA,1,8,NA,1,2,NA,3,8,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,21,2,8,6,6,6,5,5,5,5,1,5,3,3,2,1,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,11451,0,0,1,17790,1,0,0,77,6,1,NA,l-n,BE21,BE21-2
2008,BE,177902,836.912751677852,NA,2,2008,14,2,1927,2,4,3,BE,2,NA,1,5,1,NA,NA,NA,1,5,36,12,12,NA,NA,13,1,2,2,NA,NA,18,1,1,5,1,2,1,1,1,3,1,1,3,2,2,3,2,NA,2,NA,1320,0,0,0,0,1,0,0,0,0,0,31858,0,0,0,0,1,17790,1,0,11450,80,1,1,c+d+e,NA,BE21,BE21-2
2008,BE,178601,836.912751677852,NA,2,2008,33,1,1979,1,1,2,BE,2,NA,3,1,NA,NA,NA,NA,2,7,40,6,5,NA,NA,13,2,1,2,NA,NA,19,1,1,1,6,1,1,1,1,1,1,1,2,2,2,3,2,NA,2,NA,0,0,0,26176,0,1,0,0,0,0,0,0,0,0,0,0,1,17860,1,0,8092,28,7,1,c+d+e,b-e,BE21,BE21-2
2008,BE,178602,836.912751677852,NA,4,2008,3,2,1980,2,1,1,BE,2,NA,NA,NA,NA,NA,NA,NA,3,NA,19,12,0,NA,NA,13,1,2,2,NA,NA,28,1,6,1,1,1,1,1,2,1,6,6,1,2,1,3,2,NA,2,5,0,0,0,32702,0,1,0,0,0,0,0,0,0,0,0,0,1,17860,1,0,0,27,7,1,n,NA,BE21,BE21-2
2008,BE,178691,836.912751677852,NA,2,2008,10,2,1946,1,2,3,BE,2,NA,5,5,NA,NA,NA,NA,2,4,38,0,12,NA,NA,NA,1,2,NA,NA,2,20,6,2,6,1,1,2,1,1,6,5,6,8,1,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,15771,0,0,0,0,1,17869,1,0,8518,61,1,1,NA,NA,BE21,BE21-4
2008,BE,178692,836.912751677852,NA,3,2008,13,4,1946,2,2,2,BE,2,NA,2,5,1,1,NA,NA,3,4,30,12,0,NA,4,NA,1,1,2,NA,NA,14,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,23082,0,0,0,0,1,17869,1,0,13720,61,1,1,c+d+e,NA,BE21,BE21-4
2008,BE,179091,836.912751677852,NA,3,2008,7,3,1937,1,2,3,BE,2,NA,1,5,1,NA,NA,NA,3,8,40,12,0,NA,NA,13,1,2,2,NA,NA,15,6,1,1,1,6,2,1,1,1,1,1,1,3,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,25336,0,0,0,0,1,17909,1,0,0,70,7,1,NA,NA,BE21,BE21-2
2008,BE,179092,836.912751677852,NA,2,2008,5,1,1987,2,1,1,BE,1,NA,3,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,8,7,7,7,8,8,8,8,5,8,7,7,2,1,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17909,1,0,34193,20,7,1,NA,NA,BE21,BE21-2
2008,BE,179421,836.912751677852,NA,4,2008,6,4,1934,1,2,3,BE,2,NA,3,5,1,NA,NA,NA,3,8,NA,12,12,NA,NA,3,1,2,2,NA,NA,17,6,6,2,1,1,1,1,2,1,1,2,1,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,25265,0,0,0,0,1,17942,1,0,13606,73,1,1,g,NA,BE21,BE21-4
2008,BE,179422,836.912751677852,NA,2,2008,22,2,1935,2,4,1,BE,2,NA,1,5,NA,1,2,NA,3,9,NA,0,12,NA,NA,NA,NA,2,NA,NA,NA,19,1,5,5,6,8,6,2,5,8,6,6,5,3,2,3,2,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,5584,0,0,0,0,1,17942,1,0,7710,72,7,1,NA,NA,BE21,BE21-4
2008,BE,179641,836.912751677852,NA,2,2008,11,3,1961,1,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,3,30,12,0,NA,NA,13,NA,2,2,NA,NA,23,1,1,1,1,2,6,2,2,1,1,8,1,2,2,3,2,NA,2,NA,0,0,0,0,0,1,0,27034,0,0,0,0,0,0,0,0,1,17964,1,0,0,46,5,1,l,q,BE21,BE21-4
