PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PS005,PS010,PS020,PS030,PS040,PS050,PS060,PS070,PS080,PS090,PS100,PS110,PS120,PS130,PS140,PS150,PS160,PX030,PX040,PX020,PX050,PX010,PL110,DB040,NR_ITW
2006,BE,64531,628.125,NA,3,2006,8,4,1971,2,1,1,BE,2,NA,2,2,NA,1,NA,NA,3,3,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,16,6,6,1,5,5,6,6,2,8,6,6,8,2,2,3,2,NA,2,NA,0,0,1,17805,0,0,0,1,0,0,0,0,0,0,0,1,496.9561,1,3,1,4,1,1,2,3,1,2,NA,2,NA,2,2,2,6453,1,34,3,1,l-n,BE10,BE10-4
2006,BE,65131,628.125,NA,4,2006,18,2,1925,1,1,3,BE,1,NA,3,5,NA,NA,2,NA,2,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,7,8,8,7,7,8,7,7,7,8,7,8,1,2,3,2,4,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,993.2816,4,1,3,1,1,2,4,2,1,2,NA,2,NA,2,2,2,6513,1,80,3,1,NA,BE10,BE10-3
2006,BE,65132,628.125,NA,4,2006,11,1,1925,2,2,3,BE,2,NA,1,5,NA,1,2,NA,1,NA,19,12,0,NA,NA,1,NA,2,2,NA,NA,18,5,1,6,6,6,5,1,1,1,6,2,6,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,17261,0,0,0,0,1,736.391,1,1,1,1,2,2,2,NA,1,2,NA,2,NA,2,2,2,6513,1,80,3,1,NA,BE10,BE10-3
2006,BE,65151,628.125,NA,4,2006,6,1,1975,2,2,1,BE,1,3,2,8,NA,NA,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,7,1,7,7,7,7,8,1,5,8,8,8,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,857.2669,1,2,2,5,2,1,2,2,1,2,NA,2,NA,2,2,2,6515,1,30,3,1,NA,BE10,BE10-1
2006,BE,65152,628.125,NA,4,2006,31,2,1973,1,1,1,Other,2,NA,NA,1,NA,NA,2,NA,3,8,35,12,0,NA,NA,NA,1,2,2,NA,NA,21,6,8,6,6,6,8,1,1,6,6,1,2,1,2,3,2,NA,2,NA,0,0,1,16387,0,0,0,1,0,0,0,0,0,0,0,1,936.6164,2,1,1,1,3,2,4,2,1,2,NA,2,NA,2,2,2,6515,1,32,3,1,b-e,BE10,BE10-1
2006,BE,65211,628.125,NA,3,2006,5,1,1948,1,5,1,BE,2,NA,3,3,NA,1,NA,NA,3,5,NA,0,0,NA,NA,2,2,NA,NA,NA,NA,14,8,5,1,3,2,6,2,3,2,5,6,6,3,2,3,NA,NA,2,NA,0,0,1,0,0,0,0,1,0,12475,0,0,0,0,0,1,1052.797,1,1,4,1,2,4,2,3,NA,2,NA,2,NA,2,2,2,6521,1,57,2,1,NA,BE10,BE10-2
2006,BE,65212,628.125,NA,4,2006,12,2,1956,2,5,1,BE,2,NA,3,1,NA,NA,NA,NA,1,4,38,0,12,NA,NA,7,2,1,1,NA,NA,21,1,1,6,1,1,1,1,2,2,6,6,1,2,2,3,2,NA,2,NA,0,0,1,27686,0,0,0,1,0,0,0,0,0,0,0,1,594.5322,2,2,2,2,2,2,2,2,1,2,NA,2,NA,2,2,1,6521,1,49,3,1,i,BE10,BE10-2
2006,BE,65411,628.125,NA,4,2006,34,2,1969,1,2,3,Other,2,NA,1,4,NA,1,2,NA,3,9,15,0,0,NA,NA,NA,1,2,NA,NA,NA,17,8,6,6,2,5,8,6,8,6,2,6,6,3,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,2294,0,0,0,0,0,1,996.8867,3,2,1,1,2,2,3,NA,1,2,NA,1,NA,1,2,2,6541,1,36,1,1,NA,BE10,BE10-5
2006,BE,65412,628.125,NA,3,2006,8,3,1978,2,1,3,BE,2,NA,5,1,NA,NA,NA,NA,3,2,60,0,0,NA,NA,12,1,2,NA,NA,NA,24,1,2,1,6,1,1,1,1,1,1,2,1,1,1,3,2,NA,2,NA,0,0,1,28076,0,0,0,1,0,1645,0,0,0,0,0,1,1005.228,2,1,1,1,3,2,5,4,1,2,NA,2,NA,1,2,2,6541,1,27,1,1,l-n,BE10,BE10-5
2006,BE,65461,628.125,NA,4,2006,13,2,1953,2,5,1,BE,2,NA,5,1,NA,NA,NA,NA,3,2,38,0,0,NA,NA,11,1,1,2,NA,NA,24,8,2,1,1,1,6,1,1,1,1,2,1,2,2,3,2,NA,2,NA,0,0,1,0,0,0,23133,1,0,0,0,0,0,0,0,1,825.8451,1,3,1,1,1,NA,NA,1,2,2,NA,2,NA,1,2,2,6546,1,52,4,1,l-n,BE10,BE10-4
2006,BE,65462,628.125,NA,3,2006,16,3,1953,1,5,1,BE,2,NA,2,1,NA,NA,NA,NA,1,4,50,10,0,NA,NA,13,1,NA,NA,NA,NA,18,4,5,1,1,1,2,1,2,1,6,6,5,3,2,3,2,NA,2,NA,0,0,1,24864,439,0,0,1,0,0,0,0,0,0,0,1,981.5079,1,4,2,2,3,2,2,1,1,2,NA,1,NA,2,2,2,6546,1,52,1,1,j,BE10,BE10-4
2006,BE,65481,628.125,NA,3,2006,24,2,1982,1,1,1,BE,2,NA,3,4,NA,2,NA,NA,NA,NA,50,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,8,6,7,5,7,7,6,7,8,8,6,7,5,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,520.2945,1,3,2,1,2,2,1,1,1,2,NA,2,NA,2,2,2,6548,1,23,1,1,NA,BE10,BE10-4
2006,BE,65482,628.125,NA,3,2006,8,3,1949,2,2,2,BE,1,NA,5,2,NA,2,2,NA,3,2,NA,12,0,NA,NA,NA,1,NA,NA,NA,NA,NA,6,6,5,7,8,8,7,8,8,7,5,8,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,829.7166,2,2,2,2,2,1,6,2,NA,2,NA,2,NA,2,2,2,6548,1,56,4,1,b-e,BE10,BE10-4
2006,BE,65561,628.125,NA,3,2006,4,4,1947,1,1,3,BE,2,NA,3,3,NA,1,2,NA,NA,8,NA,0,0,NA,NA,NA,1,NA,NA,NA,1,15,5,6,6,5,5,2,8,6,6,6,6,6,4,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,8265,0,0,0,0,0,1,812.3064,2,1,2,1,2,2,2,6,1,2,NA,2,NA,2,2,2,6556,1,58,4,1,NA,BE10,BE10-2
2006,BE,65562,628.125,NA,3,2006,7,2,1943,2,2,3,BE,1,NA,NA,8,NA,1,2,NA,NA,4,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,8,7,7,3,8,7,1,8,3,6,8,6,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,891.5643,1,1,1,1,2,2,1,4,1,1,NA,2,NA,2,2,2,6556,1,62,1,1,NA,BE10,BE10-2
2006,BE,65771,628.125,NA,4,2006,22,2,1954,1,5,1,BE,2,NA,2,1,NA,NA,NA,NA,3,4,48,12,0,NA,NA,13,1,1,NA,NA,NA,20,1,1,3,1,1,1,1,8,3,1,1,1,2,2,3,2,NA,2,NA,0,0,1,56215,0,0,0,1,0,0,0,0,0,0,0,1,623.4006,1,4,1,1,5,4,2,4,1,2,NA,2,NA,1,2,2,6577,1,51,2,1,l-n,BE10,BE10-5
2006,BE,65772,628.125,NA,4,2006,19,4,1945,2,2,1,BE,2,NA,NA,8,NA,NA,2,NA,3,NA,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,7,7,7,6,7,8,NA,8,6,5,7,7,1,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,712.326,3,1,2,5,2,4,4,2,1,2,NA,2,NA,2,2,2,6577,1,60,3,1,NA,BE10,BE10-5
2006,BE,65851,628.125,NA,4,2006,18,1,1937,1,2,1,BE,2,NA,5,5,NA,1,2,NA,3,0 - 1,NA,12,0,10,NA,NA,1,1,NA,NA,NA,22,6,2,1,6,6,1,5,2,2,6,6,4,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,17109,0,0,0,0,1,681.9796,1,2,4,4,4,3,2,1,1,2,NA,2,NA,2,2,2,6585,1,68,3,1,NA,BE10,BE10-3
2006,BE,65852,628.125,NA,3,2006,20,3,1939,2,4,1,BE,2,NA,1,5,NA,1,NA,NA,3,NA,NA,11,9,NA,NA,3,1,1,NA,NA,NA,18,6,1,6,6,5,3,3,2,2,5,6,6,2,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,17297,0,0,0,1,959.6033,1,1,2,1,2,2,2,6,1,2,NA,2,NA,1,2,2,6585,1,66,4,1,l-n,BE10,BE10-3
2006,BE,65951,628.125,NA,4,2006,14,2,1975,1,1,1,Other,2,NA,NA,1,NA,NA,NA,NA,3,9,37,11,0,NA,NA,13,1,2,2,NA,NA,14,6,1,5,1,1,1,2,2,2,1,1,3,2,2,3,2,NA,2,NA,0,0,1,24751,0,0,0,1,0,0,0,0,0,0,0,1,983.4727,1,2,1,1,2,1,4,2,NA,1,NA,2,NA,2,2,2,6595,1,30,1,1,b-e,BE10,BE10-4
2006,BE,65952,628.125,NA,4,2006,11,2,1977,2,2,3,BE,2,NA,3,1,NA,NA,NA,NA,3,9,40,12,0,NA,NA,5,1,2,2,NA,NA,20,6,2,1,2,1,1,2,2,1,2,8,1,1,2,3,2,NA,2,NA,0,0,1,26795,0,0,0,1,0,0,0,0,1640,0,0,1,571.9446,1,1,1,5,4,3,2,2,1,2,NA,2,NA,2,2,2,6595,1,28,1,1,o,BE10,BE10-4
2006,BE,66111,628.125,NA,4,2006,3,4,1965,2,1,3,BE,2,NA,2,3,NA,NA,2,NA,3,5,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,21,7,6,5,1,5,6,5,6,8,6,8,8,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,7704,0,0,0,0,0,1,747.1368,2,1,1,1,3,2,1,2,1,2,NA,2,NA,1,2,2,6611,1,40,1,1,NA,BE10,BE10-1
2006,BE,66112,628.125,NA,3,2006,21,3,1987,2,1,2,EU,1,NA,4,4,NA,2,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,7,8,8,3,7,7,6,8,6,7,7,7,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,998.6828,5,1,4,1,3,4,1,1,1,2,NA,2,NA,2,2,2,6611,1,18,3,1,NA,BE10,BE10-1
2006,BE,66121,628.125,NA,4,2006,31,1,1954,2,5,3,BE,2,NA,3,1,NA,1,2,NA,3,9,NA,0,0,NA,7,NA,1,2,NA,4,NA,NA,6,5,5,6,8,6,6,6,6,8,8,6,2,1,3,2,NA,1,NA,0,0,1,11787,0,0,0,1,0,0,0,0,0,0,0,1,782.7696,1,1,2,3,5,NA,5,2,1,2,NA,2,NA,2,2,2,6612,1,51,1,1,p-q,BE10,BE10-2
2006,BE,66122,628.125,NA,3,2006,22,1,1984,2,5,1,BE,2,5,1,1,NA,2,2,NA,3,9,NA,0,0,NA,NA,NA,NA,2,2,NA,NA,16,8,6,6,7,5,3,8,8,6,5,6,5,1,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1049.783,1,3,2,3,4,1,2,NA,1,2,NA,2,NA,1,2,2,6612,1,21,1,1,l-n,BE10,BE10-2
2006,BE,66211,628.125,NA,4,2006,15,1,1976,1,2,1,BE,2,NA,3,1,NA,NA,2,NA,3,9,35,12,0,NA,NA,13,1,1,2,NA,NA,19,1,1,1,6,1,6,6,2,1,1,1,1,1,2,3,2,NA,2,NA,0,0,1,27086,0,0,0,1,0,0,0,0,0,0,0,1,665.6259,2,1,1,1,4,1,2,2,1,2,NA,2,NA,2,2,2,6621,1,29,2,1,o,BE10,BE10-2
2006,BE,66212,628.125,NA,4,2006,24,3,1977,2,1,1,EU,2,NA,5,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,6,7,8,8,7,8,8,6,7,8,7,8,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,441.2436,3,2,3,5,3,3,2,1,1,2,NA,2,NA,1,2,2,6621,1,28,1,1,NA,BE10,BE10-2
2006,BE,66261,628.125,NA,3,2006,3,2,1956,1,5,1,BE,1,5,NA,9,NA,2,2,NA,NA,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,8,7,8,8,8,7,8,6,8,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,689.8982,2,1,1,2,2,4,1,NA,1,2,NA,2,NA,2,2,2,6626,1,49,3,1,NA,BE10,BE10-4
2006,BE,66262,628.125,NA,3,2006,15,1,1951,2,2,1,BE,2,3,3,8,NA,2,2,NA,NA,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,8,8,8,6,7,7,7,7,7,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,645.3878,2,1,1,1,5,4,2,2,1,2,NA,2,NA,2,2,2,6626,1,54,3,1,NA,BE10,BE10-4
2006,BE,66531,628.125,NA,3,2006,6,3,1951,2,5,3,BE,2,NA,2,3,NA,1,2,NA,3,4,NA,12,0,NA,NA,NA,1,2,NA,NA,NA,18,7,7,1,8,8,6,6,6,6,8,8,2,4,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,10176,0,0,0,0,0,1,601.0008,1,1,1,3,4,3,2,2,1,1,NA,2,NA,1,2,2,6653,1,54,1,1,NA,BE10,BE10-3
2006,BE,66532,628.125,NA,4,2006,18,1,1982,2,1,3,BE,2,NA,3,2,NA,2,2,NA,NA,9,NA,0,0,NA,NA,NA,1,NA,NA,NA,11,NA,5,7,8,7,8,8,5,8,7,8,7,7,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,635.3858,1,3,2,1,1,3,2,5,1,2,NA,2,NA,1,2,2,6653,1,23,2,1,l-n,BE10,BE10-3
2006,BE,66931,628.125,NA,3,2006,24,3,1971,2,1,2,BE,1,NA,4,1,NA,1,2,1,NA,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,7,7,6,8,7,7,5,7,8,8,8,8,4,2,NA,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,888.366,4,1,2,1,2,1,2,1,1,2,NA,2,NA,1,1,2,6693,1,34,1,1,l-n,BE10,BE10-4
2006,BE,66971,628.125,NA,4,2006,31,4,1967,2,1,3,BE,2,NA,5,1,NA,1,NA,NA,3,2,36,12,0,NA,NA,5,1,1,1,2,NA,21,4,1,1,1,1,3,6,1,1,1,1,6,2,2,3,2,NA,2,NA,0,0,1,29166,1172,0,0,1,0,0,0,0,0,0,0,1,501.1035,4,2,3,1,4,2,5,2,2,2,NA,2,NA,1,2,2,6697,1,38,3,1,l-n,BE10,BE10-1
2006,BE,66981,628.125,NA,4,2006,8,1,1964,2,2,1,EU,2,NA,3,8,NA,2,2,NA,2,3,NA,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,8,7,8,6,6,8,7,8,8,7,7,8,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,817.27,1,1,1,1,1,2,2,3,1,1,NA,2,NA,2,2,1,6698,1,41,4,1,NA,BE10,BE10-4
2006,BE,66982,628.125,NA,4,2006,11,1,1986,2,2,1,BE,2,NA,NA,8,NA,NA,2,NA,3,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,6,5,8,8,7,8,8,7,8,8,6,7,2,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,520.6797,1,1,5,5,5,1,2,3,NA,2,NA,2,NA,2,2,NA,6698,1,19,2,1,NA,BE10,BE10-4
2006,BE,67031,628.125,NA,4,2006,13,3,1975,1,2,2,EU,2,NA,5,1,NA,NA,NA,NA,3,0 - 1,40,12,0,NA,NA,NA,1,2,2,NA,NA,21,1,1,1,1,1,1,1,6,6,1,1,1,1,2,3,2,NA,2,NA,1637,0,1,36137,0,0,0,1,0,0,0,0,0,0,0,1,468.3045,4,2,1,2,2,3,2,5,1,2,NA,2,NA,1,2,2,6703,1,30,1,1,i,BE10,BE10-1
2006,BE,67032,628.125,NA,3,2006,8,1,1976,2,1,2,BE,2,NA,5,2,NA,NA,NA,NA,3,4,60,12,12,NA,NA,13,NA,1,NA,NA,NA,21,1,2,2,1,1,1,1,1,1,1,2,1,1,2,3,2,NA,2,NA,0,0,1,36028,0,0,1879,1,0,564,0,0,1879,0,0,1,1290.831,1,1,3,1,2,3,2,4,1,2,NA,2,NA,2,2,2,6703,1,29,2,1,l-n,BE10,BE10-1
2006,BE,67041,628.125,NA,4,2006,36,4,1941,1,2,1,BE,2,NA,5,5,NA,1,NA,NA,2,2,NA,3,0,NA,NA,NA,1,2,NA,NA,NA,20,6,7,6,6,5,8,6,6,8,8,8,5,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,12285,0,0,0,0,1,677.6867,1,1,1,1,6,1,1,3,1,2,NA,2,NA,2,2,2,6704,1,64,4,1,NA,BE10,BE10-2
2006,BE,67042,628.125,NA,4,2006,23,1,1945,2,2,3,BE,2,NA,NA,8,NA,2,2,NA,3,5,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,24,7,8,7,5,8,7,8,7,7,8,8,8,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1072.334,1,1,1,1,3,2,2,2,1,2,NA,2,NA,1,2,2,6704,1,60,3,1,NA,BE10,BE10-2
2006,BE,67161,628.125,NA,4,2006,8,3,1968,1,1,1,Other,2,NA,5,1,NA,1,2,NA,2,2,NA,0,0,NA,NA,14,1,2,NA,NA,NA,14,6,6,2,5,6,6,8,6,5,5,2,7,5,1,3,2,NA,2,NA,0,0,1,8653,0,0,0,1,0,0,0,0,0,0,0,1,689.6731,1,1,1,1,2,5,2,3,2,2,NA,1,NA,2,2,2,6716,1,37,1,1,k,BE10,BE10-4
2006,BE,67162,628.125,NA,4,2006,7,1,1972,2,1,1,EU,2,NA,5,1,NA,NA,NA,NA,3,2,40,12,0,NA,NA,13,1,2,2,NA,3,22,1,1,1,2,1,1,1,1,1,6,1,1,1,2,3,2,NA,2,NA,0,0,1,80502,0,0,0,1,0,0,0,0,0,0,0,1,1246.419,2,1,2,5,2,4,1,5,1,2,NA,2,NA,2,2,2,6716,1,33,4,1,p-q,BE10,BE10-4
2006,BE,67261,628.125,NA,4,2006,9,2,1979,2,1,1,BE,2,NA,3,3,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,2,NA,NA,NA,NA,NA,19,8,1,8,8,8,8,8,7,8,7,7,8,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,646.9337,5,2,1,2,2,2,1,6,1,2,NA,2,NA,NA,2,2,6726,1,26,2,1,NA,BE10,BE10-3
2006,BE,67262,628.125,NA,4,2006,24,3,1977,1,1,1,BE,2,NA,3,1,NA,NA,NA,NA,3,4,NA,0,0,NA,NA,NA,2,2,2,NA,NA,20,6,2,1,1,5,1,1,2,1,1,1,1,2,2,3,2,NA,2,NA,0,0,1,21679,0,0,0,1,0,0,0,0,0,0,0,1,785.59760000000006,1,3,2,5,2,4,1,2,1,2,NA,2,NA,2,2,2,6726,1,28,1,1,g,BE10,BE10-3
2006,BE,67361,628.125,NA,4,2006,18,3,1939,1,1,3,BE,2,NA,5,5,NA,1,2,NA,1,3,NA,12,0,NA,NA,1,1,2,NA,NA,NA,14,2,1,6,3,2,1,6,5,8,6,6,8,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,816,15796,0,0,0,0,1,1363.385,1,5,2,1,1,1,1,3,1,2,NA,2,NA,2,2,1,6736,1,66,1,1,NA,BE10,BE10-5
2006,BE,67362,628.125,NA,4,2006,5,3,1944,2,5,1,BE,2,NA,5,5,NA,NA,NA,NA,3,4,40,12,0,NA,NA,13,1,1,2,NA,NA,19,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,43605,0,0,0,0,1,678.8759,1,2,1,1,2,3,1,4,1,1,NA,2,NA,2,2,2,6736,1,61,1,1,NA,BE10,BE10-5
2006,BE,67501,628.125,NA,3,2006,10,3,1942,2,5,1,BE,2,NA,5,5,NA,1,NA,NA,1,0 - 1,20,12,0,NA,NA,NA,1,2,2,NA,NA,19,8,2,5,5,1,5,2,6,2,8,8,6,2,2,2,2,NA,2,1,0,0,1,0,0,0,0,1,0,0,15001,0,0,0,0,1,905.5665,3,1,NA,1,1,6,2,2,1,2,NA,2,NA,1,2,2,6750,1,63,1,1,NA,BE10,BE10-2
2006,BE,67502,628.125,NA,3,2006,20,3,1967,1,2,1,Other,2,NA,NA,3,NA,NA,2,NA,3,5,40,0,0,NA,4,1,1,1,NA,NA,NA,14,2,5,6,2,1,1,6,2,6,2,2,6,2,1,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,18733,0,0,0,0,0,1,879.2861,1,1,1,2,3,3,6,2,1,2,NA,2,NA,2,2,2,6750,1,38,1,1,NA,BE10,BE10-2
2006,BE,67641,628.125,NA,4,2006,8,1,1965,1,1,1,BE,2,NA,NA,1,NA,1,2,NA,3,9,50,0,0,NA,NA,NA,1,2,2,NA,NA,NA,2,2,8,6,6,6,6,8,6,6,1,6,3,2,3,2,NA,2,NA,1494,0,1,13801,0,0,0,1,0,0,0,0,0,0,0,1,829.9003,1,1,1,1,3,3,1,6,1,2,NA,2,NA,2,1,2,6764,1,40,2,1,l-n,BE10,BE10-5
2006,BE,67642,628.125,NA,4,2006,15,1,1965,2,5,1,BE,2,NA,5,2,NA,1,2,NA,3,4,16,12,0,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,3,6,6,2,1,6,1,2,1,2,1,2,3,2,NA,2,NA,0,0,1,14006,0,0,0,1,0,0,0,0,0,0,0,1,704.741,1,1,1,1,2,1,3,2,1,2,NA,2,NA,2,2,2,6764,1,40,1,1,k,BE10,BE10-5
2006,BE,67681,628.125,NA,4,2006,7,2,1937,1,2,3,BE,2,NA,NA,8,NA,1,NA,NA,3,2,NA,0,0,NA,4,NA,1,2,NA,NA,NA,NA,8,7,6,6,6,6,2,5,5,6,2,6,3,2,2,2,NA,2,NA,2456,0,1,0,0,0,0,1,0,0,0,0,2735,0,0,1,832.7434,1,1,1,1,2,6,2,3,NA,2,NA,1,NA,1,2,2,6768,1,68,NA,1,NA,BE10,BE10-4
2006,BE,67682,628.125,NA,4,2006,12,2,1939,2,2,1,BE,2,3,3,8,NA,NA,2,NA,3,NA,NA,12,0,NA,NA,NA,NA,1,NA,NA,NA,21,1,3,1,1,2,2,1,2,1,5,1,1,NA,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,22651,0,0,0,0,1,532.3353,1,1,2,1,3,2,1,2,1,1,NA,2,NA,2,2,2,6768,1,66,4,1,NA,BE10,BE10-4
2006,BE,67721,628.125,NA,4,2006,13,3,1961,2,2,1,BE,2,NA,5,1,NA,1,NA,NA,3,2,36,12,0,NA,NA,13,1,2,2,NA,NA,16,1,1,1,2,1,1,1,3,1,1,1,1,1,2,3,2,NA,2,NA,0,0,1,0,0,0,35403,1,0,0,0,0,0,0,0,1,845.9199,2,1,2,1,5,2,1,4,1,2,NA,2,NA,2,2,2,6772,1,44,3,1,l-n,BE10,BE10-4
2006,BE,67722,628.125,NA,4,2006,15,1,1978,1,1,1,BE,2,NA,3,2,NA,NA,2,NA,3,8,NA,0,0,10,NA,NA,NA,NA,NA,NA,NA,25,2,8,8,4,6,6,6,5,8,6,8,5,2,2,2,2,NA,2,NA,0,0,1,6973,0,0,0,1,0,0,0,0,0,0,0,1,898.9303,3,3,3,1,2,2,2,3,1,2,NA,2,NA,2,2,2,6772,1,27,3,1,b-e,BE10,BE10-4
2006,BE,67781,628.125,NA,4,2006,10,3,1950,2,1,3,BE,2,NA,5,3,NA,1,NA,NA,3,4,91,0,12,NA,NA,NA,2,NA,2,NA,NA,NA,7,5,7,5,6,3,5,6,6,5,6,5,2,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,8666,0,0,0,0,0,1,531.8139,1,1,2,1,2,3,1,2,2,2,NA,2,NA,1,2,1,6778,1,55,1,1,NA,BE10,BE10-2
2006,BE,67782,628.125,NA,4,2006,19,3,1979,2,1,3,BE,2,NA,5,1,NA,NA,NA,NA,3,4,38,12,0,NA,NA,12,1,2,2,NA,NA,15,1,3,1,1,1,1,1,8,3,3,1,1,2,2,3,2,NA,2,NA,0,0,1,23710,0,0,0,1,0,0,0,0,0,0,0,1,1026.64,1,1,1,3,2,2,4,6,1,2,NA,2,NA,2,2,2,6778,1,26,1,1,l-n,BE10,BE10-2
2006,BE,67811,628.125,NA,NA,2006,22,4,1953,1,5,3,BE,2,NA,5,1,NA,NA,NA,NA,3,2,38,12,0,5,NA,11,NA,2,2,NA,NA,16,2,1,1,1,6,1,6,1,3,6,1,1,3,1,2,2,NA,2,NA,0,0,1,27345,0,0,0,1,0,0,0,0,0,0,0,1,607.6049,1,5,1,1,2,1,2,2,1,1,NA,1,NA,2,2,2,6781,1,52,1,1,l-n,BE10,BE10-1
2006,BE,67812,628.125,NA,3,2006,5,1,1962,2,1,3,BE,2,NA,5,1,NA,2,NA,NA,3,5,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,NA,5,1,2,1,6,1,6,6,5,6,1,6,2,2,2,2,NA,2,NA,0,0,1,14639,0,0,0,1,0,4615,0,0,0,0,0,1,706.8694,1,3,2,1,2,5,1,NA,1,2,NA,2,NA,1,2,2,6781,1,43,1,1,g,BE10,BE10-1
2006,BE,67951,628.125,NA,3,2006,12,4,1941,2,5,1,EU,2,NA,NA,5,NA,NA,NA,NA,3,5,50,0,0,NA,NA,13,1,1,2,NA,NA,19,2,1,1,1,6,1,1,1,1,1,1,6,2,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,28087,0,0,0,0,1,491.4348,2,2,1,1,1,4,2,2,1,2,NA,2,NA,2,2,2,6795,1,64,3,1,NA,BE10,BE10-2
2006,BE,68181,628.125,NA,4,2006,20,1,1925,1,2,3,BE,2,NA,5,5,NA,1,2,NA,3,3,NA,0,0,NA,NA,11,1,2,2,NA,NA,20,5,6,6,2,6,6,4,5,7,6,2,5,2,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,8855,0,0,0,0,0,1,916.6201,1,1,2,1,4,2,2,4,1,2,NA,2,NA,1,2,2,6818,1,80,3,1,NA,BE10,BE10-3
