PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL110,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX030,PX040,PX020,PX050,PX010,DB040,NR_ITW
2004,BE,92152,677.291381668947,NA,4,2004,11,2,1954,2,5,NA,BE,2,NA,5,2,NA,NA,2,1,3,4,11,12,12,NA,g,NA,13,NA,NA,2,NA,NA,18,2,NA,6,2,6,6,6,6,3,5,8,6,3,2,3,2,NA,2,NA,0,0,1,6944,0,0,0,1,0,0,0,0,0,0,0,1300,9215,1,49,4,1,BE10,BE10-1
2004,BE,92153,677.291381668947,NA,3,2004,26,2,1984,1,1,1,BE,1,3,1,4,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,8,8,7,8,7,8,7,8,6,4,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9215,1,19,4,1,BE10,BE10-1
2004,BE,92154,677.291381668947,NA,3,2004,35,4,1985,2,1,2,BE,2,NA,1,4,NA,2,2,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,7,8,7,7,8,8,8,7,8,5,8,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9215,1,18,4,1,BE10,BE10-1
2004,BE,92155,677.291381668947,NA,3,2004,23,1,1987,1,1,1,BE,1,3,2,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,7,8,1,8,8,8,7,8,8,1,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1249,9215,1,16,4,1,BE10,BE10-1
2004,BE,92251,677.291381668947,NA,4,2004,7,4,1963,2,2,NA,BE,2,NA,4,2,NA,NA,2,1,3,9,NA,0,0,NA,b-e,NA,NA,NA,NA,2,NA,NA,29,6,6,NA,5,7,5,7,7,6,6,2,NA,1,2,2,2,NA,2,NA,0,0,1,4603,0,0,0,1,0,0,0,0,0,0,0,1300,9225,1,40,NA,1,BE10,BE10-1
2004,BE,92252,677.291381668947,NA,4,2004,7,2,1986,1,1,1,BE,1,NA,2,4,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,8,8,8,8,7,7,7,8,7,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1104,9225,1,17,1,1,BE10,BE10-1
2004,BE,92261,677.291381668947,NA,4,2004,9,3,1947,1,2,1,BE,2,NA,6,1,1,NA,NA,NA,3,2,20,0,12,NA,b-e,NA,NA,2,2,2,NA,NA,33,1,5,1,1,1,1,1,1,2,2,1,1,2,2,3,2,NA,2,NA,0,0,1,28231,717,0,0,1,0,0,0,0,0,0,0,1300,9226,1,56,1,1,BE10,BE10-5
2004,BE,92262,677.291381668947,NA,4,2004,5,1,1965,2,2,3,BE,2,NA,3,8,NA,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,7,7,7,7,8,7,5,8,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9226,1,38,4,1,BE10,BE10-5
2004,BE,92311,677.291381668947,NA,3,2004,21,1,1966,1,2,3,EU,2,NA,5,1,NA,NA,NA,NA,3,9,39,10,0,NA,h,NA,13,NA,2,2,NA,NA,20,2,1,1,1,1,6,6,1,6,1,1,1,2,2,3,2,NA,2,NA,0,0,1,21728,0,0,0,1,0,0,0,0,0,0,0,1300,9231,1,37,3,1,BE10,BE10-2
2004,BE,92312,677.291381668947,NA,4,2004,25,1,1966,2,5,1,BE,2,NA,0,3,1,NA,NA,NA,NA,9,6,0,0,NA,NA,NA,13,NA,NA,NA,NA,NA,17,6,2,6,7,3,5,NA,6,5,8,6,6,1,2,3,2,NA,1,NA,0,0,1,0,0,0,0,1,0,410,0,0,0,0,0,1300,9231,1,37,4,1,BE10,BE10-2
2004,BE,92315,677.291381668947,NA,4,2004,10,4,1936,2,1,1,Other,1,3,2,9,NA,2,NA,NA,3,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8,8,8,8,7,8,8,7,8,8,8,7,2,2,3,2,NA,2,3,1436,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9231,1,67,1,1,BE10,BE10-2
2004,BE,92551,677.291381668947,NA,4,2004,9,3,1976,2,2,1,Other,2,NA,5,8,1,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,7,8,8,8,7,8,7,7,8,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,413,9255,1,27,2,1,BE10,BE10-4
2004,BE,92555,677.291381668947,NA,4,2004,21,3,1984,1,1,NA,BE,2,5,2,4,NA,2,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,8,8,7,8,8,8,7,8,8,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9255,1,19,4,1,BE10,BE10-4
2004,BE,92671,677.291381668947,NA,3,2004,17,1,1963,2,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,26,12,0,NA,l-n,NA,13,1,1,2,NA,NA,19,1,1,1,1,1,1,1,6,1,1,1,1,2,1,3,2,NA,2,NA,0,0,1,48422,0,0,0,1,0,0,0,0,0,0,0,1300,9267,1,40,1,1,BE10,BE10-3
2004,BE,92672,677.291381668947,NA,4,2004,22,2,1986,1,1,1,BE,2,NA,2,4,NA,2,1,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,8,8,7,8,8,8,7,8,8,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,757,9267,1,17,1,1,BE10,BE10-3
2004,BE,92881,677.291381668947,NA,3,2004,6,3,1976,2,1,NA,EU,2,NA,5,2,NA,1,NA,NA,3,5,38,12,0,NA,l-n,NA,2,1,1,1,NA,NA,21,1,1,6,1,1,1,1,1,6,1,1,5,1,2,1,2,NA,2,NA,0,0,1,40451,0,0,0,1,0,0,0,0,0,0,0,1300,9288,1,27,3,1,BE10,BE10-4
2004,BE,92885,677.291381668947,NA,4,2004,5,2,1984,1,1,1,BE,2,NA,3,4,NA,1,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,8,6,5,5,6,5,6,2,5,1,2,1,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2234,1300,9288,1,19,4,1,BE10,BE10-4
2004,BE,92921,677.291381668947,NA,4,2004,19,3,1947,1,2,2,BE,2,NA,5,1,NA,NA,NA,NA,NA,0 - 1,58,12,0,NA,b-e,NA,13,1,1,2,NA,NA,16,1,1,6,1,1,3,1,1,1,1,2,1,1,2,2,2,NA,2,NA,0,0,1,25318,0,0,0,1,0,0,0,0,0,0,0,128,9292,1,56,3,1,BE10,BE10-2
2004,BE,92922,677.291381668947,NA,4,2004,12,1,1965,2,2,NA,BE,2,NA,5,1,NA,NA,NA,NA,3,4,39,12,0,NA,l-n,NA,13,1,2,2,NA,NA,16,1,5,1,3,1,1,2,6,1,1,1,1,1,2,2,2,NA,2,NA,0,0,1,22317,0,0,0,1,0,0,0,0,0,0,0,698,9292,1,38,1,1,BE10,BE10-2
2004,BE,93001,677.291381668947,NA,4,2004,9,3,1963,1,2,1,BE,2,NA,5,1,NA,NA,1,NA,NA,0 - 1,NA,0,12,NA,b-e,NA,13,NA,NA,NA,NA,NA,14,2,2,5,2,NA,1,6,NA,2,2,1,NA,2,1,3,2,NA,2,1,0,0,1,18262,0,0,0,1,0,0,0,0,0,0,0,514,9300,1,40,2,1,BE10,BE10-2
2004,BE,93002,677.291381668947,NA,4,2004,14,4,1969,2,1,1,BE,2,NA,5,3,1,1,NA,NA,3,2,NA,0,0,NA,NA,NA,NA,NA,2,2,NA,10,14,8,6,6,8,6,6,7,8,6,5,6,5,2,2,3,2,NA,2,NA,1436,0,1,0,0,0,0,1,0,7423,0,0,0,0,0,1300,9300,1,34,1,1,BE10,BE10-2
2004,BE,93211,677.291381668947,NA,4,2004,15,1,1968,1,1,NA,EU,2,5,4,3,NA,1,2,NA,3,4,NA,0,0,NA,NA,NA,13,NA,NA,NA,NA,NA,18,5,6,5,6,7,7,8,5,6,1,NA,5,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,10815,0,0,0,0,0,898,9321,1,35,3,1,BE10,BE10-2
2004,BE,93212,677.291381668947,NA,4,2004,7,1,1970,2,2,1,Other,2,NA,5,2,NA,1,NA,NA,3,9,38,0,0,NA,k,NA,NA,NA,NA,2,NA,NA,16,6,1,2,5,6,6,6,2,2,1,6,5,3,1,2,2,NA,2,NA,0,0,1,17600,0,0,0,1,0,0,0,0,0,0,0,1300,9321,1,33,2,1,BE10,BE10-2
2004,BE,93281,677.291381668947,NA,4,2004,12,1,1935,1,2,3,BE,1,NA,0,5,NA,1,1,NA,3,2,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,25,6,5,5,5,2,6,6,6,8,7,5,6,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,5052,0,0,0,0,1300,9328,1,68,4,1,BE10,BE10-2
2004,BE,93282,677.291381668947,NA,3,2004,10,2,1942,2,2,3,BE,2,NA,2,5,NA,NA,2,NA,NA,4,NA,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,15,6,1,6,6,2,6,1,8,6,6,2,2,4,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,13140,0,0,0,0,1300,9328,1,61,2,1,BE10,BE10-2
2004,BE,93283,677.291381668947,NA,4,2004,10,3,1977,1,1,3,BE,2,NA,4,4,NA,1,2,NA,1,NA,32,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,16,8,6,5,5,6,6,6,1,8,6,5,3,1,1,3,2,NA,2,NA,0,0,1,2097,0,0,0,1,0,0,0,0,0,0,0,1300,9328,1,26,3,1,BE10,BE10-2
2004,BE,93284,677.291381668947,NA,4,2004,5,3,1978,1,1,1,Other,2,NA,0,1,NA,1,1,NA,3,9,NA,0,0,NA,g,NA,13,NA,NA,NA,7,NA,14,6,3,6,6,6,5,6,6,5,6,6,NA,4,2,3,2,NA,2,NA,0,0,1,0,0,0,9988,1,0,0,0,0,0,0,0,1214,9328,1,25,4,1,BE10,BE10-2
2004,BE,93285,677.291381668947,NA,4,2004,5,2,1984,2,1,1,BE,2,NA,1,4,2,1,2,1,3,NA,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,6,6,8,5,5,6,5,6,8,6,6,2,2,3,2,NA,2,NA,0,0,1,1952,0,0,0,1,0,0,0,0,0,0,0,245,9328,1,19,4,1,BE10,BE10-2
2004,BE,93301,677.291381668947,NA,4,2004,11,4,1957,1,5,NA,BE,2,NA,3,1,1,NA,2,NA,3,7,32,12,12,NA,b-e,NA,13,NA,2,2,NA,NA,22,3,1,1,1,1,3,1,1,1,3,1,1,2,2,3,2,NA,2,NA,0,0,1,33708,0,0,0,1,0,425,0,0,0,0,0,1300,9330,1,46,1,1,BE10,BE10-4
2004,BE,93302,677.291381668947,NA,4,2004,13,3,1965,2,2,3,Other,2,NA,0,8,NA,NA,2,NA,3,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,8,8,8,8,8,8,7,8,8,3,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1231,9330,1,38,2,1,BE10,BE10-4
2004,BE,93303,677.291381668947,NA,3,2004,10,3,1982,1,1,1,EU,2,3,1,4,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,8,8,8,7,8,8,7,8,8,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1246,9330,1,21,3,1,BE10,BE10-4
2004,BE,93305,677.291381668947,NA,4,2004,20,2,1975,1,1,NA,Other,2,NA,5,1,1,NA,NA,NA,3,2,37,12,0,NA,i,NA,12,1,NA,2,NA,NA,24,1,1,1,1,1,1,3,1,6,6,1,1,3,2,2,2,NA,2,NA,0,0,1,48930,0,0,0,1,0,0,0,0,0,0,0,1300,9330,1,28,4,1,BE10,BE10-4
2004,BE,93541,677.291381668947,NA,4,2004,6,2,1957,1,5,1,BE,2,NA,3,3,NA,NA,NA,NA,3,3,NA,12,0,NA,NA,NA,8,NA,2,2,NA,NA,19,1,1,6,2,6,3,1,1,1,6,1,2,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,21945,0,0,0,0,0,1142,9354,1,46,1,1,BE10,BE10-5
2004,BE,93542,677.291381668947,NA,3,2004,8,2,1965,2,2,3,BE,2,NA,5,2,NA,NA,NA,NA,3,5,38,12,0,NA,h,NA,13,1,2,2,NA,NA,21,1,6,1,4,1,1,6,6,1,1,1,1,2,2,2,2,NA,2,NA,0,0,1,19119,0,0,0,1,0,0,0,0,0,0,0,1300,9354,1,38,4,1,BE10,BE10-5
2004,BE,93543,677.291381668947,NA,3,2004,9,1,1982,1,1,NA,Other,2,NA,NA,4,NA,2,NA,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,8,7,7,7,8,8,7,8,7,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9354,1,21,1,1,BE10,BE10-5
2004,BE,93545,677.291381668947,NA,3,2004,10,2,1975,1,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,2,38,12,12,NA,l-n,NA,10,NA,2,NA,NA,3,14,6,2,1,1,1,1,6,1,1,1,1,1,2,1,3,2,NA,2,NA,0,0,1,24932,0,0,0,1,0,0,0,0,0,0,0,1300,9354,1,28,1,1,BE10,BE10-5
2004,BE,93721,677.291381668947,NA,3,2004,9,3,1951,1,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,45,0,0,NA,l-n,NA,13,1,2,2,NA,NA,19,6,6,1,2,6,2,6,1,NA,1,1,1,1,2,3,2,NA,2,NA,1574,0,1,29617,0,0,0,1,0,0,0,0,0,0,0,1300,9372,1,52,1,1,BE10,BE10-1
2004,BE,93722,677.291381668947,NA,4,2004,25,1,1954,2,4,3,EU,2,NA,3,1,1,NA,NA,NA,3,NA,60,12,0,NA,l-n,NA,2,1,NA,2,NA,NA,18,6,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,NA,2,8,0,0,1,81361,0,0,0,1,0,0,0,0,0,0,0,15,9372,1,49,2,1,BE10,BE10-1
2004,BE,93723,677.291381668947,NA,4,2004,10,4,1984,1,1,1,BE,1,3,3,4,NA,2,NA,NA,2,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8,8,7,8,7,7,7,8,7,8,7,7,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9372,1,19,4,1,BE10,BE10-1
2004,BE,93724,677.291381668947,NA,4,2004,10,3,1985,2,1,1,BE,2,5,3,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7,7,8,7,7,8,7,7,8,8,7,7,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,992,9372,1,18,4,1,BE10,BE10-1
2004,BE,93725,677.291381668947,NA,4,2004,60,1,1987,1,NA,3,Other,2,NA,1,4,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,6,7,7,7,8,8,8,8,8,1,2,2,2,NA,2,NA,1574,0,1,0,0,0,0,1,0,0,0,0,0,0,0,531,9372,1,16,1,1,BE10,BE10-1
2004,BE,94101,677.291381668947,NA,4,2004,29,2,1958,1,2,1,BE,2,NA,5,1,1,1,NA,NA,3,3,40,12,12,NA,b-e,NA,13,NA,2,2,NA,NA,23,1,1,1,1,1,1,2,6,3,1,6,1,1,2,3,2,NA,2,NA,0,0,1,28744,0,0,0,1,0,0,0,0,0,0,0,1300,9410,1,45,4,1,BE10,BE10-1
2004,BE,94102,677.291381668947,NA,4,2004,4,4,1959,2,5,NA,BE,2,NA,NA,1,1,NA,NA,NA,3,2,19,12,0,NA,l-n,NA,12,1,NA,NA,NA,NA,22,1,3,1,1,1,6,1,1,2,1,3,1,1,2,3,2,NA,2,NA,0,0,1,34761,0,0,0,1,0,0,0,0,0,0,0,1300,9410,1,44,1,1,BE10,BE10-1
2004,BE,94103,677.291381668947,NA,4,2004,13,4,1986,2,1,NA,BE,2,3,1,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,7,8,8,8,7,7,8,8,8,8,7,8,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1278,9410,1,17,4,1,BE10,BE10-1
2004,BE,94111,677.291381668947,NA,4,2004,19,3,1968,1,1,1,BE,2,NA,2,6,1,NA,NA,NA,3,0 - 1,NA,0,6,NA,f,NA,NA,1,2,NA,NA,NA,19,8,6,1,2,6,6,6,6,8,2,5,1,3,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,9594,0,0,0,4060,0,141,9411,1,35,3,1,BE10,BE10-2
2004,BE,94112,677.291381668947,NA,3,2004,35,2,1970,2,2,NA,Other,2,NA,5,2,NA,NA,2,1,3,4,NA,0,0,NA,k,NA,NA,NA,NA,NA,NA,NA,16,8,8,8,7,8,8,8,7,8,7,7,8,4,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1066,9411,1,33,3,1,BE10,BE10-2
2004,BE,94331,677.291381668947,NA,4,2004,5,2,1958,1,2,1,EU,1,NA,5,1,1,1,NA,NA,3,0 - 1,50,12,0,NA,b-e,NA,13,1,1,2,NA,NA,19,1,1,1,6,1,1,1,1,1,1,1,2,2,2,2,2,NA,2,NA,0,0,1,0,0,0,113303,1,0,0,0,0,0,0,0,554,9433,1,45,3,1,BE10,BE10-1
2004,BE,94332,677.291381668947,NA,4,2004,7,3,1961,2,2,NA,BE,2,NA,0,3,NA,1,NA,NA,3,9,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,2,2,8,8,6,6,6,6,3,1,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,14530,0,0,0,0,0,1300,9433,1,42,2,1,BE10,BE10-1
2004,BE,94333,677.291381668947,NA,4,2004,12,4,1986,2,NA,1,Other,2,NA,2,4,NA,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,7,7,7,7,8,8,8,7,5,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9433,1,17,3,1,BE10,BE10-1
2004,BE,94351,677.291381668947,NA,4,2004,5,2,1968,1,1,NA,BE,2,NA,5,1,1,NA,NA,NA,3,4,36,12,0,NA,p-q,NA,13,1,1,2,NA,NA,23,1,1,6,2,1,1,1,2,1,1,1,1,1,2,3,2,NA,2,NA,0,0,1,46515,0,0,0,1,0,2427,0,0,0,0,0,1300,9435,1,35,1,1,BE10,BE10-4
2004,BE,94352,677.291381668947,NA,4,2004,14,2,1969,2,1,1,EU,2,NA,5,1,1,NA,NA,NA,3,0 - 1,34,12,0,NA,g,NA,13,1,NA,2,NA,NA,24,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,2,NA,2,NA,0,0,1,51392,0,0,0,1,0,0,0,0,0,0,0,1246,9435,1,34,3,1,BE10,BE10-4
2004,BE,94391,677.291381668947,NA,3,2004,30,4,1961,2,5,1,BE,2,NA,0,3,NA,1,NA,NA,3,9,38,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,5,7,6,NA,2,6,6,3,5,2,3,2,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,6197,0,0,0,0,0,1300,9439,1,42,2,1,BE10,BE10-3
2004,BE,94392,677.291381668947,NA,4,2004,10,1,1980,1,1,1,BE,2,NA,1,4,1,1,2,NA,3,NA,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,6,7,7,6,8,5,6,7,6,6,5,6,2,2,2,2,NA,2,NA,0,0,1,0,0,0,0,1,0,8246,0,0,0,0,0,619,9439,1,23,1,1,BE10,BE10-3
2004,BE,94393,677.291381668947,NA,3,2004,10,1,1982,2,2,NA,BE,2,NA,2,3,1,1,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,5,NA,6,5,5,2,6,5,3,6,7,3,2,3,2,NA,2,1,0,0,1,0,0,0,0,1,0,6369,0,0,0,0,0,972,9439,1,21,1,1,BE10,BE10-3
2004,BE,94394,677.291381668947,NA,4,2004,7,3,1986,2,1,3,BE,2,5,2,4,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,7,8,7,8,8,8,8,7,7,7,2,1,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9439,1,17,1,1,BE10,BE10-3
2004,BE,94411,677.291381668947,NA,4,2004,16,3,1958,1,2,3,BE,2,NA,2,1,1,NA,NA,NA,2,0 - 1,40,0,0,NA,k,NA,3,NA,2,NA,NA,NA,22,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,1,31566,0,0,0,1,0,0,0,0,0,0,0,369,9441,1,45,1,1,BE10,BE10-4
2004,BE,94412,677.291381668947,NA,3,2004,15,2,1961,2,2,1,BE,2,NA,2,2,NA,NA,NA,NA,3,9,21,12,0,NA,l-n,NA,NA,NA,2,NA,NA,NA,15,1,6,3,6,1,6,7,3,NA,1,1,6,2,2,3,2,5,2,NA,0,0,1,13988,0,0,0,1,0,6161,0,0,0,0,0,1300,9441,1,42,1,1,BE10,BE10-4
2004,BE,94413,677.291381668947,NA,4,2004,20,2,1986,2,1,1,BE,1,NA,2,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,8,8,7,8,5,7,8,5,2,1,3,2,1,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,645,9441,1,17,2,1,BE10,BE10-4
2004,BE,94421,677.291381668947,NA,3,2004,18,3,1960,2,2,3,Other,2,NA,1,1,NA,1,2,NA,3,4,NA,0,0,NA,j,3,13,2,2,NA,NA,NA,19,6,5,2,2,6,5,2,2,5,1,4,6,2,2,1,2,NA,1,NA,0,0,1,11552,0,0,0,1,0,0,0,0,0,0,0,1300,9442,1,43,3,1,BE10,BE10-4
2004,BE,94425,677.291381668947,NA,4,2004,4,4,1955,1,5,1,BE,1,NA,2,2,1,1,2,NA,3,7,NA,0,10,NA,b-e,NA,NA,NA,NA,NA,NA,NA,NA,8,6,6,7,6,8,5,6,6,5,8,6,4,2,1,2,NA,2,NA,0,0,1,8041,0,0,1378,1,0,0,0,0,0,0,0,619,9442,1,48,3,1,BE10,BE10-4
2004,BE,94521,677.291381668947,NA,4,2004,8,4,1963,1,2,1,BE,2,NA,3,2,NA,NA,2,NA,1,8,16,0,0,NA,b-e,NA,NA,1,NA,2,NA,NA,16,2,2,NA,8,6,6,6,6,6,2,2,5,1,2,3,2,NA,2,NA,0,0,1,16523,0,0,0,1,0,0,0,0,0,0,0,1086,9452,1,40,1,1,BE10,BE10-2
2004,BE,94522,677.291381668947,NA,4,2004,4,4,1964,2,2,NA,Other,2,NA,2,8,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,8,8,7,7,8,7,7,7,8,8,7,7,1,1,2,2,NA,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9452,1,39,1,1,BE10,BE10-2
2004,BE,94661,677.291381668947,NA,3,2004,28,4,1957,1,1,2,EU,2,3,4,1,1,NA,NA,NA,3,3,22,12,0,NA,o,NA,6,1,2,2,NA,NA,22,1,1,1,3,1,1,1,1,1,2,1,NA,2,2,3,2,3,2,NA,0,0,1,64909,0,0,0,1,0,0,0,0,0,0,481,1300,9466,1,46,1,1,BE10,BE10-2
2004,BE,94662,677.291381668947,NA,4,2004,21,3,1956,2,5,1,BE,2,NA,5,3,NA,1,NA,NA,NA,4,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,21,6,8,8,8,8,7,7,7,7,8,8,8,1,2,3,2,NA,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9466,1,47,1,1,BE10,BE10-2
2004,BE,94663,677.291381668947,NA,3,2004,23,1,1982,1,1,1,BE,1,3,3,3,NA,1,NA,NA,NA,5,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,7,7,8,8,8,8,8,8,4,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9466,1,21,1,1,BE10,BE10-2
2004,BE,94664,677.291381668947,NA,3,2004,20,2,1985,1,1,NA,BE,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,8,7,8,7,7,8,7,8,7,4,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9466,1,18,1,1,BE10,BE10-2
2004,BE,94665,677.291381668947,NA,4,2004,11,2,1987,2,NA,1,NA,1,5,NA,NA,NA,2,2,NA,3,NA,39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,8,7,8,8,8,7,8,8,7,8,7,7,1,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9466,1,16,4,1,BE10,BE10-2
2004,BE,95101,677.291381668947,NA,4,2004,5,1,1961,1,5,1,BE,2,NA,1,3,1,1,NA,NA,3,8,40,12,0,NA,NA,NA,13,2,2,2,NA,NA,19,6,1,1,NA,6,2,3,2,1,1,1,3,2,2,3,2,3,2,NA,0,0,1,0,0,0,0,1,0,21178,0,0,0,0,0,481,9510,1,42,1,1,BE10,BE10-1
2004,BE,95102,677.291381668947,NA,3,2004,14,1,1961,2,5,1,EU,2,NA,2,3,1,1,NA,NA,3,9,9,0,12,NA,NA,NA,13,1,NA,NA,NA,NA,17,8,6,2,6,5,3,8,NA,6,5,6,6,3,2,2,2,1,2,NA,0,0,1,5429,0,0,0,1,0,3630,0,0,0,0,0,1300,9510,1,42,1,1,BE10,BE10-1
2004,BE,95103,677.291381668947,NA,4,2004,14,3,1982,1,1,1,BE,1,3,1,9,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,8,8,7,8,8,8,7,8,8,3,2,3,2,NA,2,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1300,9510,1,21,4,1,BE10,BE10-1
