PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL030,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL070,PL072,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY070N,PY010G,PY020G,PY021G,PY030G,PY035G,PY050G,PY070G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PX030,PX040,PX020,PX050,PX010,PY031G,PL110,DB040,NR_ITW
2007,BE,231402,756.969376979937,NA,2,2007,11,4,1971,2,2,1,BE,2,NA,3,2,1,NA,NA,NA,2,9,NA,0,0,NA,NA,NA,1,NA,2,NA,NA,23,2,1,6,5,1,2,1,2,1,1,1,1,2,2,3,2,NA,2,NA,0,0,0,28403,0,0,2242,0,0,0,0,0,0,0,0,0,0,1,23140,1,35,2,1,1,i,BE21,BE21-4
2007,BE,231771,756.969376979937,NA,2,2007,13,2,1955,1,5,1,BE,1,NA,1,3,NA,1,2,NA,2,0 - 1,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,NA,6,6,6,5,6,8,5,8,6,8,5,6,3,2,3,2,NA,2,NA,0,0,0,0,0,0,115,0,0,0,0,3220,0,0,0,0,0,1,23177,1,51,1,1,1,NA,BE21,BE21-5
2007,BE,231772,756.969376979937,NA,2,2007,11,2,1956,2,2,3,BE,2,NA,4,2,NA,1,2,NA,1,5,NA,NA,0,NA,NA,13,NA,2,NA,NA,NA,21,5,6,5,6,1,8,1,2,6,1,6,6,2,1,3,2,NA,2,NA,0,0,0,10550,0,0,3061,0,0,0,0,0,0,0,0,4664,0,1,23177,1,50,1,1,1,g,BE21,BE21-5
2007,BE,231773,756.969376979937,NA,2,2007,7,2,1980,2,1,1,BE,2,NA,5,1,1,NA,NA,1,3,2,28,12,12,NA,NA,13,1,2,2,NA,NA,17,1,6,1,1,1,1,1,1,1,2,6,1,2,2,3,2,NA,2,NA,0,0,0,22265,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23177,1,26,1,1,1,l-n,BE21,BE21-5
2007,BE,231774,756.969376979937,NA,3,2007,8,1,1963,2,1,1,Other,2,NA,NA,3,NA,2,NA,NA,3,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,7,6,7,6,7,7,8,5,2,2,3,2,NA,2,NA,1512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23177,1,43,3,1,1,NA,BE21,BE21-5
2007,BE,231911,756.969376979937,NA,2,2007,8,4,1970,1,2,1,BE,2,NA,3,1,1,NA,NA,NA,3,9,NA,12,0,NA,NA,13,1,1,2,3,NA,21,1,1,6,6,2,1,1,6,1,2,2,1,2,1,3,2,NA,2,NA,0,0,0,27087,2368,0,1,0,0,0,0,0,0,0,0,0,0,1,23191,1,36,3,1,1,o,BE21,BE21-2
2007,BE,231912,756.969376979937,NA,2,2007,8,1,1976,2,1,1,BE,2,5,3,6,NA,1,2,NA,3,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,14,6,6,5,6,8,5,6,5,6,5,6,6,2,2,3,2,NA,2,NA,0,0,0,0,0,0,3112,0,0,0,0,0,0,0,0,7820,0,1,23191,1,30,3,1,1,NA,BE21,BE21-2
2007,BE,231961,756.969376979937,NA,3,2007,NA,1,1963,1,1,3,BE,2,3,3,6,NA,1,2,NA,NA,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,8,7,7,6,7,7,8,8,3,2,1,3,2,NA,2,NA,185,0,0,0,0,0,2632,0,0,0,0,0,0,0,0,0,0,1,23196,1,43,4,1,1,NA,BE21,BE21-3
2007,BE,231962,756.969376979937,NA,2,2007,7,3,1966,2,2,2,BE,2,NA,5,1,1,NA,NA,NA,3,5,60,12,0,NA,NA,13,1,2,NA,NA,NA,25,1,1,1,1,1,1,6,6,2,1,1,2,1,2,3,2,NA,2,NA,0,0,0,29013,0,0,152,0,0,0,0,0,0,0,0,0,0,1,23196,1,40,1,1,1,g,BE21,BE21-3
2007,BE,231963,756.969376979937,NA,2,2007,4,3,1990,1,NA,1,NA,1,3,NA,NA,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,5,6,7,7,7,6,7,1,7,8,8,7,2,2,1,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23196,1,16,1,1,1,NA,BE21,BE21-3
2007,BE,232611,756.969376979937,NA,2,2007,6,4,1973,1,2,1,BE,2,NA,4,1,1,NA,NA,NA,3,4,34,0,0,NA,3,13,1,2,1,NA,NA,23,6,1,2,1,6,2,1,2,6,5,1,1,2,2,3,2,NA,2,NA,0,0,0,30219,0,0,737,0,0,0,0,0,0,0,0,0,0,1,23261,1,33,1,1,1,i,BE21,BE21-1
2007,BE,232614,756.969376979937,NA,2,2007,5,4,1973,2,2,3,BE,2,NA,5,1,1,1,NA,NA,3,3,NA,12,0,NA,NA,10,1,2,2,NA,NA,21,1,3,1,2,2,3,6,1,1,2,1,1,2,2,3,2,NA,2,NA,0,0,0,24847,4626,849,1,0,0,0,0,0,0,0,0,0,0,1,23261,1,33,1,1,1,l-n,BE21,BE21-1
2007,BE,232651,756.969376979937,NA,2,2007,29,4,1959,1,2,1,BE,2,NA,3,1,1,NA,NA,NA,2,4,37,12,0,NA,NA,13,1,1,NA,NA,NA,24,2,1,1,1,1,1,1,1,1,1,2,6,1,2,3,2,NA,2,NA,0,0,0,46608,841,0,1185,0,3171,0,0,0,0,0,0,0,0,1,23265,1,47,1,1,1,b-e,BE21,BE21-4
2007,BE,232652,756.969376979937,NA,2,2007,6,3,1964,2,2,2,BE,2,NA,3,1,1,1,NA,NA,2,4,NA,12,0,NA,NA,13,1,NA,2,NA,NA,20,6,3,1,2,6,6,6,2,8,5,3,1,2,2,2,2,NA,2,NA,0,0,0,17171,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23265,1,42,4,1,1,j,BE21,BE21-4
2007,BE,232653,756.969376979937,NA,4,2007,9,1,1986,1,1,1,BE,1,NA,3,4,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,6,8,6,8,8,3,7,7,8,7,1,2,3,2,NA,2,NA,0,0,0,0,0,0,1819,0,0,0,0,0,0,0,0,0,0,1,23265,1,20,2,1,1,NA,BE21,BE21-4
2007,BE,232654,756.969376979937,NA,2,2007,7,1,1988,2,1,1,BE,1,3,2,4,NA,1,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,7,7,7,8,1,7,8,7,8,8,1,2,3,NA,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23265,1,18,3,1,1,NA,BE21,BE21-4
2007,BE,232921,756.969376979937,NA,2,2007,10,3,1975,2,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,5,40,12,0,NA,NA,13,1,2,2,NA,NA,24,6,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,NA,2,NA,0,0,0,38466,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23292,1,31,1,1,1,g,BE21,BE21-1
2007,BE,232924,756.969376979937,NA,2,2007,16,1,1985,1,1,1,BE,1,NA,1,3,NA,1,2,NA,3,7,NA,0,0,NA,NA,12,2,NA,2,NA,NA,16,8,5,6,5,6,8,7,5,6,5,5,8,2,1,2,2,NA,2,NA,1362,0,0,0,0,0,179,0,0,0,0,2749,0,0,0,0,0,1,23292,1,21,1,1,1,NA,BE21,BE21-1
2007,BE,233171,756.969376979937,NA,2,2007,19,1,1963,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,38,0,0,NA,NA,12,1,1,2,NA,NA,14,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,NA,2,NA,0,0,0,49200,3749,2194,1,0,0,0,0,0,0,0,0,0,0,1,23317,1,43,1,1,1,l-n,BE21,BE21-3
2007,BE,233172,756.969376979937,NA,2,2007,19,4,1963,2,5,1,BE,2,NA,3,8,NA,2,2,NA,NA,8,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,8,7,1,8,8,7,7,7,8,6,7,7,2,2,3,2,NA,1,NA,2241,0,0,0,0,0,2288,0,0,0,0,0,0,0,0,0,0,1,23317,1,43,1,1,1,NA,BE21,BE21-3
2007,BE,233173,756.969376979937,NA,2,2007,19,3,1990,1,NA,2,NA,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,6,8,7,7,8,8,8,8,7,7,2,2,3,1,NA,2,8,0,0,0,0,0,0,3001,0,0,0,0,0,0,0,0,0,0,1,23317,1,16,3,1,1,NA,BE21,BE21-3
2007,BE,233241,756.969376979937,NA,2,2007,13,3,1958,1,2,1,BE,1,NA,5,1,1,NA,NA,NA,3,2,40,12,0,NA,NA,NA,1,2,2,NA,NA,20,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,0,0,39720,1190,0,285,0,0,0,0,0,0,0,0,0,0,1,23324,1,48,4,1,1,l-n,BE21,BE21-2
2007,BE,233242,756.969376979937,NA,2,2007,18,2,1958,2,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,4,NA,12,0,NA,NA,NA,1,2,2,NA,NA,21,1,1,1,1,8,1,1,1,2,1,2,2,2,2,1,2,NA,2,NA,0,0,0,29647,803,0,1,0,0,0,0,0,0,0,0,0,0,1,23324,1,48,1,1,1,l-n,BE21,BE21-2
2007,BE,233243,756.969376979937,NA,2,2007,15,1,1984,2,2,1,BE,2,5,3,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,7,8,6,7,7,7,1,7,7,1,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23324,1,22,1,1,1,NA,BE21,BE21-2
2007,BE,233244,756.969376979937,NA,4,2007,4,2,1987,1,1,3,BE,2,5,3,4,NA,1,2,NA,1,NA,38,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,7,7,7,8,8,7,8,7,7,7,4,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23324,1,19,4,1,1,NA,BE21,BE21-2
2007,BE,233251,756.969376979937,NA,2,2007,32,1,1958,1,3,2,BE,2,3,5,2,1,NA,2,NA,3,0 - 1,NA,12,0,NA,NA,NA,1,2,1,NA,NA,18,6,2,7,6,2,7,6,5,7,6,5,6,1,2,2,2,NA,2,NA,0,0,0,11297,329,0,1,0,0,0,0,0,0,0,0,0,0,1,23325,1,48,2,1,1,l-n,BE21,BE21-4
2007,BE,233252,756.969376979937,NA,2,2007,9,4,1958,2,2,3,BE,2,NA,3,1,NA,NA,NA,NA,2,3,40,0,0,NA,NA,13,1,1,NA,NA,NA,23,1,5,6,1,2,1,1,1,1,3,1,1,2,2,3,2,NA,2,NA,0,0,0,28106,1003,0,1,0,0,0,0,0,0,0,0,0,0,1,23325,1,48,3,1,1,l-n,BE21,BE21-4
2007,BE,233253,756.969376979937,NA,2,2007,23,2,1984,2,1,1,BE,1,5,3,4,NA,1,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,8,6,1,8,8,7,8,8,8,2,2,2,2,NA,2,NA,3654,0,0,0,0,0,2448,0,0,0,0,0,0,0,0,0,0,1,23325,1,22,4,1,1,NA,BE21,BE21-4
2007,BE,233254,756.969376979937,NA,2,2007,4,3,1987,1,1,1,BE,1,NA,2,4,1,1,2,NA,3,NA,NA,0,12,NA,NA,NA,NA,2,2,NA,NA,18,6,8,6,5,6,2,8,6,8,2,5,2,1,1,3,2,NA,2,NA,32,0,0,2003,0,0,737,0,0,0,0,0,0,0,0,0,0,1,23325,1,19,1,1,1,NA,BE21,BE21-4
2007,BE,233271,756.969376979937,NA,2,2007,8,2,1952,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,45,12,0,NA,NA,13,NA,2,2,NA,NA,19,1,1,1,2,1,1,3,1,6,1,6,1,2,1,2,2,NA,2,NA,0,0,0,67229,6896,0,1,0,0,0,0,0,0,0,0,0,0,1,23327,1,54,2,1,1,l-n,BE21,BE21-2
2007,BE,233272,756.969376979937,NA,2,2007,11,2,1952,2,2,3,BE,2,NA,1,2,NA,NA,NA,NA,3,7,40,12,0,NA,4,13,1,1,2,NA,NA,24,6,2,1,2,6,1,2,2,1,6,2,1,3,1,2,2,NA,2,NA,1200,0,0,22390,809,0,1,0,0,0,0,1011,0,0,0,0,0,1,23327,1,54,3,1,1,g,BE21,BE21-2
2007,BE,233273,756.969376979937,NA,2,2007,15,1,1978,1,1,3,BE,NA,NA,5,1,1,NA,NA,NA,3,3,36,12,0,NA,NA,11,1,2,2,NA,NA,27,2,1,1,1,2,3,1,2,1,2,5,1,2,2,2,2,NA,2,NA,0,0,0,28134,542,0,1,0,0,0,0,0,0,0,0,0,0,1,23327,1,28,1,1,1,i,BE21,BE21-2
2007,BE,233274,756.969376979937,NA,2,2007,30,4,1983,1,1,3,BE,2,NA,5,1,1,NA,2,1,3,3,38,12,0,NA,NA,10,NA,2,2,NA,NA,14,1,1,2,1,1,1,1,6,1,6,1,3,1,2,3,2,NA,2,NA,0,0,0,24621,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23327,1,23,2,1,1,f,BE21,BE21-2
2007,BE,233281,756.969376979937,NA,2,2007,20,4,1968,2,2,3,BE,2,NA,3,8,NA,1,2,NA,2,4,NA,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,7,8,8,8,7,7,7,7,8,7,8,7,1,2,3,2,NA,2,NA,1100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23328,1,38,3,1,1,NA,BE21,BE21-5
2007,BE,233331,756.969376979937,NA,2,2007,19,4,1963,1,2,3,BE,2,NA,1,1,1,NA,NA,NA,3,7,35,12,0,NA,NA,11,1,2,2,NA,NA,24,1,3,1,1,1,1,1,1,1,1,1,6,2,2,3,2,NA,2,NA,0,0,0,40742,0,0,2013,0,0,0,0,2195,0,0,0,0,0,1,23333,1,43,1,1,1,f,BE21,BE21-5
2007,BE,233332,756.969376979937,NA,2,2007,15,3,1966,2,2,1,BE,2,NA,NA,2,NA,1,NA,NA,3,4,NA,0,0,NA,NA,8,1,2,2,NA,1,15,6,6,6,2,6,6,5,5,8,6,6,8,2,1,NA,2,NA,2,NA,0,0,0,15777,0,0,2956,0,0,0,0,0,0,0,0,0,0,1,23333,1,40,1,1,1,o,BE21,BE21-5
2007,BE,233333,756.969376979937,NA,2,2007,15,4,1990,1,NA,3,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,6,6,6,8,7,8,7,7,7,7,7,6,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23333,1,16,3,1,1,NA,BE21,BE21-5
2007,BE,233541,756.969376979937,NA,2,2007,8,1,1957,1,2,1,BE,2,NA,3,1,1,1,NA,NA,3,0 - 1,40,12,0,NA,NA,13,1,2,2,NA,NA,NA,1,1,1,1,1,1,3,1,1,1,1,1,3,2,3,2,NA,2,NA,0,0,0,42965,3254,2426,1,0,0,0,0,0,0,0,0,0,0,1,23354,1,49,3,1,1,g,BE21,BE21-3
2007,BE,233542,756.969376979937,NA,4,2007,18,2,1958,2,2,1,BE,2,NA,5,2,1,NA,NA,NA,3,2,NA,12,0,NA,NA,12,1,2,2,NA,NA,23,2,2,6,3,1,1,1,5,6,6,1,1,1,2,3,2,NA,2,NA,0,0,0,23146,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23354,1,48,1,1,1,l-n,BE21,BE21-3
2007,BE,233543,756.969376979937,NA,2,2007,12,4,1981,2,1,3,BE,2,NA,3,3,NA,1,2,NA,2,7,NA,0,1,NA,6,NA,2,NA,NA,NA,NA,18,5,6,5,1,6,3,5,8,6,8,2,6,4,1,3,2,NA,2,NA,0,0,0,4192,0,0,2799,0,0,0,0,4192,0,0,0,0,0,1,23354,1,25,1,1,1,NA,BE21,BE21-3
2007,BE,233544,756.969376979937,NA,NA,2007,6,1,1983,1,1,1,BE,2,NA,4,1,NA,NA,2,NA,3,3,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,16,7,8,7,7,8,8,8,8,8,8,7,7,1,2,1,2,NA,1,NA,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,1,23354,1,23,4,1,1,b-e,BE21,BE21-3
2007,BE,233545,756.969376979937,NA,2,2007,18,3,1985,1,1,1,BE,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21,8,7,8,7,7,8,7,5,8,8,8,7,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23354,1,21,4,1,1,NA,BE21,BE21-3
2007,BE,233581,756.969376979937,NA,2,2007,4,1,1967,2,1,3,BE,2,NA,5,1,1,NA,NA,NA,3,2,50,12,0,5,NA,13,1,1,2,NA,NA,25,1,2,1,1,1,4,1,1,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,35700,1621,0,1,0,0,0,0,0,0,0,0,0,0,1,23358,1,39,1,1,1,l-n,BE21,BE21-4
2007,BE,233582,756.969376979937,NA,2,2007,12,4,1988,1,1,1,BE,2,5,2,4,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,7,8,7,7,8,7,8,2,8,5,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23358,1,18,4,1,1,NA,BE21,BE21-4
2007,BE,233585,756.969376979937,NA,2,2007,6,4,1963,1,1,3,BE,2,5,5,1,NA,1,2,NA,NA,2,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,7,8,6,7,8,8,8,8,8,7,7,7,3,2,3,2,NA,2,NA,0,0,0,0,0,0,2795,0,0,0,0,0,0,0,0,0,0,1,23358,1,43,3,1,1,b-e,BE21,BE21-4
2007,BE,233741,756.969376979937,NA,2,2007,14,2,1960,1,2,1,BE,2,NA,5,1,NA,1,2,NA,3,0 - 1,45,3,12,NA,6,NA,1,2,2,NA,10,21,1,5,1,6,6,2,6,6,NA,5,6,1,3,2,1,2,NA,2,NA,1100,0,0,0,0,0,2189,0,18879,0,0,0,0,0,0,0,0,1,23374,1,46,4,1,1,h,BE21,BE21-3
2007,BE,233742,756.969376979937,NA,2,2007,8,3,1968,2,2,1,BE,1,5,5,1,1,NA,NA,NA,3,4,39,0,0,NA,NA,1,1,1,2,NA,NA,19,1,1,1,1,1,1,1,2,1,1,1,1,3,2,3,2,NA,2,NA,0,0,0,36198,0,0,1922,0,0,0,0,0,0,0,0,0,0,1,23374,1,38,1,1,1,g,BE21,BE21-3
2007,BE,233781,756.969376979937,NA,2,2007,8,4,1968,1,1,1,BE,2,NA,5,1,1,NA,2,NA,3,0 - 1,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,14,2,5,6,6,8,6,8,8,6,6,5,1,4,1,2,2,NA,2,NA,0,0,0,14325,716,0,1,0,0,0,0,0,0,0,0,0,0,1,23378,1,38,1,1,1,k,BE21,BE21-4
2007,BE,233782,756.969376979937,NA,2,2007,18,1,1971,2,1,3,BE,2,NA,5,1,NA,2,NA,NA,3,2,NA,0,0,NA,3,13,NA,2,NA,NA,NA,25,6,8,8,6,6,6,5,6,6,5,5,6,NA,1,3,2,NA,2,NA,1430,0,0,9904,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23378,1,35,1,1,1,l-n,BE21,BE21-4
2007,BE,233881,756.969376979937,NA,2,2007,3,2,1970,1,1,3,BE,2,NA,2,2,1,NA,NA,NA,3,5,38,12,0,NA,NA,14,1,1,NA,NA,NA,22,6,1,NA,1,1,1,1,5,8,1,2,2,1,2,3,NA,NA,2,NA,870,0,0,31193,0,0,1349,0,0,0,0,0,0,0,0,0,0,1,23388,1,36,1,1,1,a,BE21,BE21-2
2007,BE,233882,756.969376979937,NA,2,2007,5,2,1969,2,2,3,BE,2,5,3,8,NA,2,2,NA,3,NA,60,0,0,NA,NA,NA,1,NA,2,NA,NA,NA,7,7,6,7,6,8,8,7,7,7,7,5,1,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23388,1,37,3,1,1,NA,BE21,BE21-2
2007,BE,234011,756.969376979937,NA,2,2007,7,4,1955,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,4,40,12,0,NA,NA,12,1,1,2,NA,NA,24,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,2,NA,2,NA,0,0,0,264818,8472,4620,1,0,0,0,0,0,0,0,0,0,0,1,23401,1,51,3,1,1,b-e,BE21,BE21-2
2007,BE,234012,756.969376979937,NA,2,2007,7,1,1959,2,2,1,BE,2,NA,2,1,NA,NA,2,NA,3,4,90,0,0,NA,3,NA,2,2,NA,NA,NA,18,5,5,5,2,8,5,6,8,5,6,6,6,1,2,2,2,NA,NA,NA,0,0,0,10134,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23401,1,47,3,1,1,NA,BE21,BE21-2
2007,BE,234013,756.969376979937,NA,2,2007,20,4,1985,1,1,1,BE,2,NA,3,4,NA,2,2,NA,3,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,6,7,8,7,7,8,7,8,8,2,2,3,1,NA,2,NA,1661,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,1,23401,1,21,4,1,1,NA,BE21,BE21-2
2007,BE,234014,756.969376979937,NA,2,2007,5,1,1986,1,1,1,EU,2,3,2,1,NA,1,2,NA,NA,7,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,8,7,8,7,8,8,8,8,8,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23401,1,20,3,1,1,f,BE21,BE21-2
2007,BE,234015,756.969376979937,NA,2,2007,23,4,1988,1,1,2,BE,1,5,3,4,NA,2,2,NA,3,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,7,8,3,7,7,8,7,8,7,2,2,3,2,NA,2,NA,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,1,23401,1,18,1,1,1,NA,BE21,BE21-2
2007,BE,234081,756.969376979937,NA,2,2007,11,1,1957,1,2,2,BE,2,NA,5,1,1,NA,2,NA,3,0 - 1,32,12,12,NA,NA,13,1,NA,2,NA,NA,24,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,NA,2,NA,0,0,0,28311,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23408,1,49,1,1,1,g,BE21,BE21-2
2007,BE,234082,756.969376979937,NA,4,2007,8,1,1958,2,2,1,BE,2,NA,3,1,1,1,1,NA,3,3,NA,0,0,NA,NA,14,1,NA,NA,NA,NA,24,6,5,5,7,6,6,2,3,2,6,5,4,3,1,3,2,NA,2,NA,0,0,0,10792,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23408,1,48,3,1,1,l-n,BE21,BE21-2
2007,BE,234083,756.969376979937,NA,2,2007,4,2,1981,2,1,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,40,12,0,NA,NA,NA,1,2,2,NA,NA,22,1,1,1,8,1,1,1,1,1,1,1,1,3,1,3,2,NA,2,NA,0,0,0,24723,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23408,1,25,3,1,1,l-n,BE21,BE21-2
2007,BE,234084,756.969376979937,NA,2,2007,5,2,1983,1,1,3,BE,2,NA,4,1,NA,1,2,NA,4,8,NA,0,0,NA,NA,11,NA,2,NA,NA,NA,22,5,2,6,8,1,6,2,6,5,6,1,5,3,1,3,2,NA,1,NA,0,0,0,6776,0,0,2214,0,0,0,0,0,0,0,0,0,0,1,23408,1,23,1,1,1,b-e,BE21,BE21-2
2007,BE,234085,756.969376979937,NA,2,2007,32,4,1985,1,1,1,BE,2,NA,4,3,1,NA,NA,NA,NA,7,28,0,0,NA,NA,NA,1,2,2,NA,NA,23,2,5,2,6,6,6,5,6,2,6,3,2,1,1,2,2,NA,2,NA,0,0,0,17920,0,0,2901,0,0,0,0,0,0,0,0,0,0,1,23408,1,21,2,1,1,NA,BE21,BE21-2
2007,BE,234131,756.969376979937,NA,2,2007,31,3,1962,1,1,1,BE,2,NA,2,1,1,NA,NA,NA,3,4,NA,12,0,NA,NA,3,1,2,2,NA,NA,17,1,1,1,1,5,1,1,3,8,1,1,1,3,2,3,2,NA,2,NA,0,0,0,25350,449,0,2504,0,0,0,0,0,0,0,0,0,0,1,23413,1,44,3,1,1,l-n,BE21,BE21-2
2007,BE,234132,756.969376979937,NA,2,2007,12,3,1965,2,2,1,BE,2,NA,3,1,NA,NA,NA,NA,3,7,38,0,0,NA,NA,13,1,1,2,NA,NA,18,1,1,1,2,1,1,1,1,1,6,6,6,2,1,2,2,NA,2,NA,0,0,0,0,0,0,1,0,31963,0,0,0,0,0,0,0,0,1,23413,1,41,3,1,1,b-e,BE21,BE21-2
2007,BE,234133,756.969376979937,NA,2,2007,10,3,1988,2,1,3,BE,1,3,2,4,NA,2,2,NA,2,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,NA,8,5,7,6,7,1,7,8,7,7,8,8,5,2,3,2,NA,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23413,1,18,4,1,1,NA,BE21,BE21-2
2007,BE,234134,756.969376979937,NA,2,2007,10,3,1989,2,1,1,EU,2,5,1,4,NA,2,2,2,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21,8,6,7,7,8,7,6,8,7,7,7,7,2,2,3,2,NA,2,NA,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,1,23413,1,17,4,1,1,NA,BE21,BE21-2
2007,BE,234281,756.969376979937,NA,2,2007,7,3,1959,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,3,7,38,12,0,NA,NA,NA,2,2,NA,1,NA,23,1,1,2,6,1,1,1,2,1,6,6,2,1,2,3,2,NA,2,NA,0,0,0,28261,1710,0,296,0,0,0,0,0,0,0,0,0,0,1,23428,1,47,1,1,1,b-e,BE21,BE21-2
2007,BE,234282,756.969376979937,NA,3,2007,12,3,1960,2,2,3,BE,2,NA,5,2,1,NA,2,NA,3,4,NA,0,0,NA,NA,1,1,1,NA,NA,NA,16,8,6,2,5,8,3,5,8,8,NA,5,6,4,2,1,2,NA,2,NA,0,0,0,0,0,0,1778,0,1913,0,0,0,0,0,0,0,0,1,23428,1,46,2,1,1,l-n,BE21,BE21-2
2007,BE,234283,756.969376979937,NA,2,2007,4,1,1984,2,2,1,BE,2,3,5,4,NA,2,2,NA,3,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,6,7,6,7,7,NA,7,8,7,5,2,2,1,2,NA,2,NA,0,0,0,0,0,0,1203,0,0,0,0,0,0,0,0,0,0,1,23428,1,22,4,1,1,NA,BE21,BE21-2
