PB010,PB020,PB030,PB040,PB060,PB100,PB110,PB120,PB130,PB140,PB150,PB190,PB200,PB220A,PE010,PE020,PE040,PL031,PL035,PL015,PL020,PL025,PL040,PL050,PL060,PL100,PL120,PL130,PL140,PL150,PL160,PL170,PL180,PL190,PL210A,PL210B,PL210C,PL210D,PL210E,PL210F,PL210G,PL210H,PL210I,PL210J,PL210K,PL210L,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PY020N,PY035N,PY010G,PY020G,PY021G,PY030G,PY031G,PY035G,PY050G,PY080G,PY090G,PY100G,PY110G,PY120G,PY130G,PY140G,PY200G,PA010,PA020,PA030,PA040,PA050,PA060,PA070,PA080,PA090,PA100,PA110,PA120,PA130,PA140,PA150,PA160,pl030,pl030_f,pl070,pl070_f,pl072,pl072_f,pl110_f,PY070N,PY070G,PX030,PX040,PL051,PX020,PX050,PX010,PL110,PL111,DB040,NR_ITW
2010,BE,223291,935.524652338812,NA,2,2010,11,2,1974,1,2,1,BE,2,NA,5,1,1,NA,NA,NA,3,3,26,10,NA,11,1,1,2,NA,2,22,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,2,NA,2,NA,1000,1,80998,0,0,12468,1,0,0,0,0,0,0,0,0,0,1,4,1,2,NA,NA,NA,1,2,1,1,14,3,8,35,50,400,NA,NA,NA,NA,NA,NA,NA,1,0,22329,1,NA,35,2,1,NA,k,BE21,BE21-3
2010,BE,223292,935.524652338812,NA,2,2010,6,1,1975,2,1,3,BE,2,NA,5,2,1,1,2,NA,NA,4,NA,NA,NA,NA,1,2,2,NA,NA,NA,7,1,2,8,8,8,6,8,8,2,6,7,2,2,3,2,NA,2,NA,0,1,11036,353,0,0,1,0,0,0,803,0,0,0,0,54,1,1,1,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22329,1,NA,34,7,1,NA,p,BE21,BE21-3
2010,BE,223431,935.524652338812,NA,1,2010,4,4,1933,1,2,3,BE,2,NA,1,7,NA,1,2,NA,2,4,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,6,5,6,6,3,6,5,6,6,6,2,3,2,1,2,NA,2,NA,0,1,0,0,0,13436,1,0,0,0,0,17292,0,0,0,0,1,NA,1,3,NA,NA,2,2,2,1,1,NA,NA,40,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22343,1,NA,76,5,1,NA,NA,BE21,BE21-4
2010,BE,223432,935.524652338812,NA,1,2010,8,2,1933,2,2,3,BE,2,NA,1,7,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,8,6,8,7,8,8,8,8,8,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,1731,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22343,1,NA,76,7,1,NA,NA,BE21,BE21-4
2010,BE,223433,935.524652338812,NA,1,2010,14,3,1969,1,1,1,BE,2,NA,5,1,NA,1,NA,NA,3,2,30,NA,NA,13,1,1,2,NA,NA,23,1,1,6,1,1,2,2,1,1,1,6,1,1,2,3,2,NA,2,NA,3654,1,35076,2338,0,0,1,0,0,0,0,0,0,20383,0,0,1,5,1,3,NA,NA,2,NA,2,1,NA,NA,1,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22343,1,NA,40,5,1,NA,r-u,BE21,BE21-4
2010,BE,223451,935.524652338812,NA,1,2010,15,4,1959,1,2,3,EU,2,NA,5,3,NA,2,2,NA,3,3,NA,NA,NA,NA,1,2,2,NA,NA,20,6,6,6,8,7,2,5,6,6,6,2,5,3,1,2,2,NA,2,NA,0,1,0,0,0,8751,1,0,8006,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,2,2,NA,1,NA,NA,NA,12,NA,100,20,NA,NA,NA,NA,NA,NA,NA,1,0,22345,1,NA,50,2,1,NA,j,BE21,BE21-2
2010,BE,223452,935.524652338812,NA,1,2010,8,3,1959,2,2,3,BE,2,NA,5,2,1,NA,NA,NA,3,3,18,NA,NA,13,1,1,2,NA,NA,20,6,6,6,6,4,6,5,2,6,1,1,1,2,1,3,2,NA,2,NA,0,1,27837,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,2,3,NA,2,NA,37,NA,3,NA,70,125,NA,NA,NA,NA,NA,NA,NA,1,0,22345,1,NA,50,2,1,NA,q,BE21,BE21-2
2010,BE,224081,935.524652338812,NA,1,2010,13,1,1978,1,1,3,BE,2,NA,4,1,1,NA,NA,NA,3,8,30,NA,NA,NA,2,1,2,NA,NA,17,5,2,1,1,1,1,1,1,2,6,3,3,2,2,3,2,NA,2,NA,0,1,25107,0,0,15941,1,0,0,0,0,0,0,0,0,0,1,NA,1,2,NA,NA,NA,2,2,NA,NA,2,4,10,12,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22408,1,NA,31,2,1,NA,r-u,BE21,BE21-3
2010,BE,224083,935.524652338812,NA,1,2010,5,4,1980,2,1,3,BE,2,NA,5,2,NA,1,1,NA,3,2,20,NA,NA,NA,1,2,NA,NA,NA,16,6,6,7,7,8,6,2,6,1,1,6,6,1,1,1,2,NA,2,NA,0,1,7479,0,0,15246,1,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,2,NA,2,NA,1,NA,1,NA,25,30,NA,900,NA,NA,NA,NA,NA,NA,NA,1,0,22408,1,NA,29,2,1,NA,l-n,BE21,BE21-3
2010,BE,224291,935.524652338812,NA,1,2010,2,4,1958,1,2,3,BE,2,NA,2,1,1,2,NA,NA,3,0 - 1,NA,NA,NA,NA,NA,2,1,NA,NA,20,1,1,1,1,1,6,1,1,1,1,1,2,2,2,3,2,NA,2,NA,0,1,29686,519,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,2,2,2,2,1,1,1,40,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22429,1,NA,51,7,1,NA,h,BE21,BE21-1
2010,BE,224292,935.524652338812,NA,2,2010,30,2,1956,2,2,3,BE,2,NA,2,7,NA,1,2,NA,3,4,NA,NA,NA,NA,NA,2,2,NA,NA,14,2,6,6,6,6,6,3,8,6,2,1,5,5,2,3,2,NA,2,NA,1320,1,0,0,0,9520,1,0,0,0,0,21329,0,0,0,0,1,5,1,NA,2,NA,2,2,2,3,NA,52,NA,0,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22429,1,NA,53,2,1,NA,NA,BE21,BE21-1
2010,BE,224293,935.524652338812,NA,2,2010,6,2,1985,2,1,1,EU,2,NA,3,2,NA,1,2,NA,3,3,NA,NA,NA,NA,1,2,NA,NA,NA,18,1,3,8,6,6,1,2,1,6,2,2,5,1,2,1,2,NA,2,NA,0,1,16809,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,NA,2,2,NA,2,NA,1,NA,NA,28,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22429,1,NA,24,6,1,NA,q,BE21,BE21-1
2010,BE,224301,935.524652338812,NA,1,2010,11,3,1974,2,1,1,BE,2,NA,1,5,NA,NA,2,NA,3,9,40,NA,NA,7,1,2,2,NA,NA,25,1,3,1,1,1,2,1,1,6,6,6,1,4,2,3,2,NA,2,NA,1200,1,13802,736,0,0,1,0,0,0,10306,0,0,0,0,0,1,NA,1,NA,NA,2,NA,1,1,1,NA,23,NA,20,15,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22430,1,NA,35,5,1,NA,NA,BE21,BE21-2
2010,BE,224621,935.524652338812,NA,2,2010,8,3,1954,1,2,1,BE,2,NA,3,3,1,1,NA,NA,3,0 - 1,33,NA,NA,1,1,2,2,NA,NA,21,1,1,1,1,1,5,1,2,1,1,1,1,3,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,28380,0,0,0,0,0,0,0,1,5,1,3,NA,2,2,2,2,1,NA,9,5,16,NA,100,200,NA,NA,NA,NA,NA,NA,NA,1,0,22462,1,NA,55,5,1,NA,r-u,BE21,BE21-3
2010,BE,224622,935.524652338812,NA,1,2010,6,1,1951,2,2,1,BE,2,NA,5,2,1,1,NA,NA,3,4,NA,NA,4,2,1,2,NA,NA,NA,17,6,4,2,6,2,8,6,8,5,6,1,2,2,1,3,2,NA,2,NA,750,1,16174,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,2,NA,NA,2,2,NA,NA,60,1,0,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22462,1,NA,58,2,1,NA,b-e,BE21,BE21-3
2010,BE,224623,935.524652338812,NA,2,2010,4,4,1986,2,1,2,BE,1,4,2,5,NA,1,NA,NA,3,5,NA,NA,NA,NA,NA,1,NA,NA,NA,20,1,6,6,5,6,6,6,5,8,5,5,5,2,2,3,2,NA,2,NA,0,1,2744,170,0,0,1,0,0,0,652,0,0,0,0,0,1,5,1,1,NA,2,4,NA,2,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22462,1,NA,23,6,1,NA,NA,BE21,BE21-3
2010,BE,224921,935.524652338812,NA,2,2010,6,2,1962,2,2,1,BE,2,NA,5,1,NA,NA,NA,NA,3,4,18,NA,NA,NA,1,2,2,NA,NA,20,6,1,1,1,1,1,6,1,1,1,6,1,2,1,3,2,NA,2,NA,0,1,22063,1172,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,NA,NA,NA,1,NA,1,NA,22,NA,7,14,200,600,NA,NA,NA,NA,NA,NA,NA,1,0,22492,1,NA,47,6,1,NA,p,BE21,BE21-3
2010,BE,224923,935.524652338812,NA,1,2010,9,4,1964,1,2,3,BE,2,NA,5,1,1,NA,1,NA,3,8,55,NA,NA,13,1,2,2,NA,NA,21,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,0,1,39250,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,1,NA,NA,NA,1,2,NA,2,NA,44,5,NA,NA,150,0,NA,NA,NA,NA,NA,NA,NA,1,0,22492,1,NA,45,6,1,NA,h,BE21,BE21-3
2010,BE,224981,935.524652338812,NA,2,2010,42,2,1978,1,5,3,Other,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,8,7,8,7,7,7,8,8,7,8,8,8,1,2,3,2,NA,2,1,0,1,0,0,0,4474,1,0,0,0,0,0,0,0,0,0,1,6,1,NA,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,22498,1,NA,31,2,1,NA,NA,BE21,BE21-5
2010,BE,224983,935.524652338812,NA,2,2010,11,3,1980,2,1,1,BE,2,NA,5,2,NA,1,2,NA,1,3,50,NA,NA,NA,NA,NA,NA,NA,NA,18,6,5,2,6,5,5,6,6,6,1,6,6,4,1,2,2,NA,2,NA,0,1,7578,283,0,0,1,0,0,0,1299,0,0,0,0,0,1,2,1,3,NA,NA,3,2,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22498,1,NA,29,2,1,NA,l-n,BE21,BE21-5
2010,BE,225361,935.524652338812,NA,2,2010,1,4,1959,1,5,1,BE,2,NA,5,1,1,NA,NA,NA,2,2,24,NA,NA,11,1,1,2,NA,NA,21,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,NA,2,NA,1703,1,58522,3571,0,0,1,0,0,0,0,0,0,0,0,2399,1,1,1,2,3,NA,NA,2,NA,1,NA,NA,5,NA,NA,500,300,NA,NA,NA,NA,NA,NA,NA,1,0,22536,1,NA,50,2,1,NA,b-e,BE21,BE21-3
2010,BE,225362,935.524652338812,NA,1,2010,28,4,1959,2,5,3,BE,2,NA,3,3,NA,1,2,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,10,NA,5,8,2,5,3,8,2,7,8,5,5,6,3,2,3,2,NA,2,NA,0,1,0,0,0,13491,1,0,9910,0,0,0,0,0,0,0,1,5,1,2,NA,NA,NA,NA,2,NA,NA,10,2,40,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22536,1,NA,50,7,1,NA,b-e,BE21,BE21-3
2010,BE,225421,935.524652338812,NA,1,2010,23,2,1963,1,2,3,BE,2,NA,5,1,1,NA,NA,NA,3,3,38,NA,NA,12,NA,NA,2,NA,NA,23,1,1,1,1,1,1,2,1,3,1,1,1,2,1,3,2,NA,2,NA,0,1,184205,0,0,18113,1,0,0,0,0,0,0,0,0,0,1,2,1,3,NA,2,NA,2,NA,NA,NA,7,5,10,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22542,1,NA,46,7,1,NA,j,BE21,BE21-5
2010,BE,225422,935.524652338812,NA,2,2010,7,2,1956,2,5,1,BE,2,NA,5,1,1,NA,NA,NA,3,2,30,NA,NA,NA,1,2,NA,NA,NA,18,5,6,1,6,1,1,1,1,1,1,1,6,1,2,3,2,NA,2,NA,1540,1,27713,0,0,11465,1,0,0,0,0,0,0,0,0,0,1,1,NA,2,2,2,NA,2,2,1,1,16,NA,10,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22542,1,NA,53,2,1,NA,p,BE21,BE21-5
2010,BE,225423,935.524652338812,NA,2,2010,12,3,1986,1,1,3,BE,2,NA,5,6,NA,NA,2,NA,3,NA,38,NA,NA,NA,1,2,NA,NA,10,20,8,6,5,8,2,2,3,5,5,6,6,6,1,1,3,2,NA,2,NA,0,1,7993,0,0,1203,1,0,0,0,0,0,0,0,0,3930,1,5,NA,1,NA,NA,2,NA,NA,1,NA,58,NA,35,NA,25,40,NA,NA,NA,NA,NA,NA,NA,1,0,22542,1,NA,23,7,1,NA,NA,BE21,BE21-5
2010,BE,225461,935.524652338812,NA,2,2010,14,4,1934,1,2,3,BE,2,NA,6,7,NA,1,2,NA,3,7,NA,NA,NA,12,1,2,NA,NA,NA,NA,1,6,6,1,6,8,6,1,8,6,1,6,1,2,3,2,NA,2,NA,0,1,0,0,0,8770,1,0,0,0,0,19414,0,0,0,0,1,5,1,NA,2,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22546,1,NA,75,2,1,NA,NA,BE21,BE21-5
2010,BE,225462,935.524652338812,NA,2,2010,7,3,1937,2,5,1,BE,2,NA,1,7,NA,2,1,NA,3,9,NA,NA,NA,NA,1,NA,NA,NA,NA,20,6,6,2,8,6,6,6,8,5,5,5,1,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,6435,0,0,0,0,1,NA,1,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22546,1,NA,72,7,1,NA,NA,BE21,BE21-5
2010,BE,225463,935.524652338812,NA,2,2010,7,4,1973,1,1,3,BE,2,NA,3,1,1,NA,NA,NA,3,4,NA,NA,NA,13,1,2,2,NA,NA,21,1,1,1,1,1,2,1,1,6,1,1,1,3,2,3,2,NA,2,NA,0,1,47804,0,0,15385,1,0,0,0,0,0,0,0,0,0,1,NA,1,2,NA,2,2,3,3,1,1,12,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22546,1,NA,36,2,1,NA,b-e,BE21,BE21-5
2010,BE,225791,935.524652338812,NA,2,2010,2,2,1957,1,5,1,BE,2,NA,3,7,1,NA,2,NA,1,4,18,NA,NA,13,1,NA,2,1,NA,15,6,1,1,1,2,2,1,1,1,6,1,2,3,2,2,2,NA,2,NA,0,1,26206,614,0,10473,1,0,0,0,0,0,0,0,0,0,1,5,1,NA,2,NA,2,2,NA,NA,NA,0,7,10,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22579,1,NA,52,5,1,NA,NA,BE21,BE21-2
2010,BE,225792,935.524652338812,NA,1,2010,20,4,1958,2,2,1,BE,2,NA,1,10,1,1,NA,NA,3,NA,38,NA,6,NA,1,2,2,NA,NA,22,2,2,6,6,5,1,8,2,1,1,1,6,2,2,3,2,NA,2,NA,0,1,0,0,0,13652,1,0,0,0,0,0,0,0,17407,0,1,3,1,NA,NA,2,NA,3,1,NA,NA,57,NA,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22579,1,NA,51,7,1,NA,NA,BE21,BE21-2
2010,BE,225793,935.524652338812,NA,1,2010,12,1,1986,1,1,1,BE,2,NA,5,2,NA,NA,NA,NA,3,4,36,NA,NA,12,1,2,2,NA,NA,26,1,2,5,1,1,1,1,1,1,6,1,1,2,2,3,2,NA,2,NA,0,1,23854,0,0,32500,1,0,0,0,5416,0,0,0,0,0,1,5,1,NA,NA,NA,4,NA,2,1,1,NA,1,25,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22579,1,NA,23,2,1,NA,b-e,BE21,BE21-2
2010,BE,225801,935.524652338812,NA,2,2010,16,4,1980,2,1,1,BE,2,NA,5,2,NA,1,2,NA,3,4,NA,NA,NA,NA,2,2,2,NA,NA,NA,5,2,6,5,6,6,5,8,6,8,5,6,4,2,2,2,NA,2,NA,272,1,10300,553,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,NA,2,NA,2,2,3,1,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22580,1,NA,29,2,1,NA,f,BE21,BE21-5
2010,BE,225803,935.524652338812,NA,2,2010,6,4,1978,1,2,1,BE,2,NA,2,2,1,NA,NA,NA,2,4,NA,NA,NA,NA,1,2,NA,NA,4,22,5,6,3,1,3,1,1,8,1,6,1,6,2,2,3,2,NA,2,NA,0,1,21946,723,0,8127,1,0,0,0,0,0,0,0,0,0,1,5,1,1,3,3,1,2,2,NA,NA,3,NA,99,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22580,1,NA,31,2,1,NA,g,BE21,BE21-5
2010,BE,225851,935.524652338812,NA,1,2010,4,1,1978,1,2,1,BE,2,NA,0,1,1,NA,NA,NA,3,8,38,NA,NA,13,NA,1,2,NA,NA,23,1,1,1,1,1,1,6,1,1,1,1,1,2,2,3,2,NA,2,NA,0,1,35072,2432,2334,7634,1,0,0,0,0,0,0,0,0,0,1,4,1,2,NA,NA,2,2,NA,2,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22585,1,NA,31,6,1,NA,k,BE21,BE21-3
2010,BE,225853,935.524652338812,NA,1,2010,41,2,1980,2,1,1,BE,2,NA,5,1,1,1,NA,NA,3,0 - 1,40,NA,NA,12,1,2,2,NA,NA,18,8,1,1,1,1,1,1,1,3,1,1,1,1,2,3,2,NA,2,NA,0,1,35208,0,0,13692,1,0,0,0,0,0,0,0,0,0,1,2,1,NA,2,2,3,2,2,1,NA,NA,6,NA,3,125,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22585,1,NA,29,8,1,NA,i,BE21,BE21-3
2010,BE,225931,935.524652338812,NA,2,2010,12,1,1955,1,2,3,BE,2,NA,2,1,1,NA,NA,NA,3,5,45,NA,NA,13,1,2,2,NA,NA,16,6,1,1,1,2,1,1,1,1,1,1,2,1,2,3,2,NA,2,NA,0,1,62456,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,3,NA,2,1,1,2,1,NA,57,10,14,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22593,1,NA,54,7,1,NA,i,BE21,BE21-2
2010,BE,225932,935.524652338812,NA,1,2010,14,1,1970,2,2,1,BE,1,NA,5,1,1,1,2,NA,3,2,NA,NA,NA,13,NA,1,NA,NA,NA,19,6,2,8,8,2,6,6,5,3,2,5,6,2,2,3,2,NA,2,NA,360,1,22386,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,NA,2,NA,NA,2,2,NA,1,NA,NA,5,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22593,1,NA,39,2,1,NA,j,BE21,BE21-2
2010,BE,226121,935.524652338812,NA,2,2010,17,2,1935,1,5,3,BE,2,NA,1,7,NA,NA,NA,NA,3,6,NA,NA,NA,NA,1,2,NA,NA,NA,16,6,2,6,6,6,1,2,5,2,6,6,6,3,2,3,2,NA,2,NA,0,1,0,0,0,8446,1,0,0,0,0,17952,0,0,0,0,1,NA,1,3,NA,NA,NA,2,2,1,NA,35,NA,34,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22612,1,NA,74,7,1,NA,NA,BE21,BE21-4
2010,BE,226122,935.524652338812,NA,2,2010,9,2,1934,2,2,1,BE,2,5,3,10,NA,1,2,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,14,7,8,8,7,8,8,6,7,8,4,8,8,2,2,3,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,14,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22612,1,NA,75,2,1,NA,NA,BE21,BE21-4
2010,BE,226123,935.524652338812,NA,2,2010,3,1,1961,2,2,1,BE,2,NA,5,1,1,NA,2,NA,3,2,35,NA,NA,13,1,2,2,NA,NA,18,1,1,6,1,1,6,6,1,1,1,2,6,1,1,3,2,NA,2,NA,0,1,27899,3193,1175,0,1,0,0,0,0,0,0,0,0,0,1,5,1,3,1,NA,2,2,NA,1,1,24,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22612,1,NA,48,7,1,NA,p,BE21,BE21-4
2010,BE,226381,935.524652338812,NA,2,2010,23,3,1929,2,4,3,BE,2,NA,0,NA,NA,1,2,NA,3,NA,50,NA,NA,4,1,NA,NA,NA,1,18,6,6,2,8,1,5,8,6,2,6,6,3,2,2,3,2,NA,2,NA,1540,1,16596,0,0,12185,1,0,0,0,0,0,0,0,0,0,1,NA,1,NA,2,NA,2,2,2,1,NA,12,1,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22638,1,NA,80,6,1,NA,NA,BE21,BE21-5
2010,BE,226382,935.524652338812,NA,1,2010,6,1,1953,2,4,1,BE,2,NA,3,7,NA,NA,2,NA,3,9,38,NA,NA,NA,1,2,2,NA,NA,15,2,6,6,2,3,6,6,1,6,2,6,5,2,1,3,2,NA,2,NA,1100,1,13654,0,0,2096,1,0,0,0,8959,0,0,0,0,0,1,4,NA,2,1,2,4,NA,2,3,NA,34,NA,35,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22638,1,NA,56,6,1,NA,NA,BE21,BE21-5
2010,BE,226383,935.524652338812,NA,1,2010,2,4,1984,2,1,1,BE,2,NA,5,6,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,6,7,2,7,7,8,8,7,7,7,2,8,3,2,2,2,NA,2,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,NA,NA,2,NA,2,1,1,NA,1,NA,24,NA,200,0,NA,NA,NA,NA,NA,NA,NA,1,0,22638,1,NA,25,6,1,NA,NA,BE21,BE21-5
2010,BE,226401,935.524652338812,NA,1,2010,8,1,1945,1,2,3,BE,2,NA,1,8,NA,1,2,NA,3,7,NA,NA,NA,12,2,2,NA,NA,6,16,6,6,6,6,3,6,5,3,6,6,8,6,1,2,3,2,NA,2,NA,0,1,0,0,0,12878,1,0,0,0,0,0,0,0,13863,87,1,1,NA,NA,NA,NA,2,2,3,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22640,1,NA,64,NA,1,NA,NA,BE21,BE21-3
2010,BE,226402,935.524652338812,NA,2,2010,12,1,1947,2,2,1,BE,2,5,3,7,1,2,2,NA,3,4,NA,NA,NA,NA,1,2,NA,NA,NA,18,6,6,1,8,3,2,6,1,6,8,5,5,4,2,2,2,NA,2,NA,1100,1,0,0,0,18544,1,0,0,0,0,13404,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22640,1,NA,62,7,1,NA,NA,BE21,BE21-3
2010,BE,226403,935.524652338812,NA,2,2010,27,1,1988,1,1,3,BE,2,NA,5,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,8,8,7,7,8,7,8,7,8,2,2,3,2,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,628,1,6,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22640,1,NA,21,2,1,NA,NA,BE21,BE21-3
2010,BE,226501,935.524652338812,NA,1,2010,10,1,1954,1,2,3,BE,2,NA,1,2,NA,1,2,NA,NA,5,50,NA,NA,NA,NA,2,NA,NA,10,14,8,6,6,6,6,8,5,8,6,8,8,5,2,2,3,2,NA,2,NA,1540,1,3748,0,0,169,1,0,0,0,0,0,0,0,7870,0,1,1,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22650,1,NA,55,2,1,NA,g,BE21,BE21-4
2010,BE,226502,935.524652338812,NA,1,2010,6,3,1957,2,2,1,BE,2,NA,5,2,1,NA,NA,NA,3,4,35,NA,NA,11,NA,2,2,NA,NA,21,1,1,2,1,1,3,1,1,1,1,2,2,1,1,3,2,NA,2,NA,0,1,37839,0,0,3197,1,0,0,0,0,0,0,0,0,0,1,5,1,3,NA,2,2,2,2,NA,NA,NA,5,30,12,500,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22650,1,NA,52,2,1,NA,o,BE21,BE21-4
2010,BE,226503,935.524652338812,NA,1,2010,6,3,1980,1,1,3,BE,2,NA,5,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,2,2,NA,NA,21,3,2,1,6,2,1,6,1,6,1,8,3,2,2,3,2,NA,2,NA,1703,1,21469,892,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,3,NA,NA,2,2,1,1,NA,38,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22650,1,NA,29,2,1,NA,k,BE21,BE21-4
2010,BE,227031,935.524652338812,NA,2,2010,17,2,1965,1,2,3,BE,2,NA,3,1,1,NA,NA,NA,2,2,38,NA,NA,13,1,2,2,NA,NA,20,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,NA,2,NA,0,1,27050,1740,0,0,1,0,0,0,10521,0,0,13909,0,79,1,5,1,3,2,NA,NA,2,NA,2,1,33,NA,0,15,100,400,NA,NA,NA,NA,NA,NA,NA,1,0,22703,1,NA,44,2,1,NA,g,BE21,BE21-3
2010,BE,227032,935.524652338812,NA,1,2010,15,3,1968,2,2,3,BE,2,NA,3,10,NA,2,2,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,11,NA,8,8,7,8,7,8,7,8,7,8,8,5,2,2,3,NA,NA,2,NA,813,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1340,1,NA,NA,1,2,NA,2,2,1,2,NA,43,NA,40,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,1,0,22703,1,NA,41,2,1,NA,NA,BE21,BE21-3
2010,BE,227301,935.524652338812,NA,2,2010,17,1,1972,1,2,3,BE,2,NA,2,1,NA,1,2,NA,3,8,NA,NA,NA,2,1,2,2,NA,NA,25,8,2,5,1,1,2,2,2,1,6,1,6,2,1,3,2,NA,2,NA,0,1,18314,640,0,18113,1,0,0,0,0,0,0,0,0,0,1,2,2,1,NA,2,NA,NA,2,1,NA,NA,2,5,NA,133,100,NA,NA,NA,NA,NA,NA,NA,1,0,22730,1,NA,37,7,1,NA,b-e,BE21,BE21-2
